# Time-averaged data for fix rdfout
# TimeStep Number-of-rows
# Row c_myrdf[1] c_myrdf[2] c_myrdf[3]
51000 200
186 11.13 0.986348 302.974
187 11.19 0.965637 307.725
188 11.25 0.965418 312.526
189 11.31 0.967219 317.388
190 11.37 0.978023 322.356
191 11.43 0.97121 327.342
192 11.49 0.989738 332.476
193 11.55 0.979024 337.608
194 11.61 0.997063 342.889
195 11.67 0.989976 348.187
196 11.73 0.994523 353.564
197 11.79 1.00197 359.037
198 11.85 0.99913 364.55
199 11.91 1.01227 370.192
200 11.97 1.00037 375.824
68000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00763033 0.0016
40 2.37 0.0561789 0.014
41 2.43 0.229271 0.0672
42 2.49 0.699394 0.2376
43 2.55 1.39323 0.5936
44 2.61 2.15027 1.1692
45 2.67 2.65514 1.913
46 2.73 2.84293 2.7456
47 2.79 2.84489 3.6158
48 2.85 2.68376 4.4724
49 2.91 2.53517 5.316
50 2.97 2.19778 6.0778
51 3.03 1.95916 6.7846
52 3.09 1.7223 7.4308
53 3.15 1.46137 8.0006
54 3.21 1.25067 8.507
55 3.27 1.1695 8.9984
56 3.33 1.01895 9.4424
57 3.39 0.908357 9.8526
58 3.45 0.82102 10.2366
59 3.51 0.766752 10.6078
60 3.57 0.704456 10.9606
61 3.63 0.687155 11.3164
62 3.69 0.652655 11.6656
63 3.75 0.610583 12.003
64 3.81 0.564506 12.325
65 3.87 0.578743 12.6656
66 3.93 0.549673 12.9992
67 3.99 0.574188 13.3584
68 4.05 0.583987 13.7348
69 4.11 0.593878 14.129
70 4.17 0.62345 14.555
71 4.23 0.638317 15.0038
72 4.29 0.664006 15.484
73 4.35 0.72893 16.026
74 4.41 0.75215 16.6008
75 4.47 0.791956 17.2226
76 4.53 0.84726 17.9058
77 4.59 0.886617 18.6398
78 4.65 0.983464 19.4754
79 4.71 1.03153 20.3746
80 4.77 1.06122 21.3234
81 4.83 1.09065 22.3232
82 4.89 1.13833 23.3928
83 4.95 1.17156 24.5208
84 5.01 1.2333 25.7372
85 5.07 1.25616 27.006
86 5.13 1.2664 28.3156
87 5.19 1.29908 29.6906
88 5.25 1.29024 31.088
89 5.31 1.29265 32.5202
90 5.37 1.29005 33.982
91 5.43 1.28811 35.4744
92 5.49 1.24592 36.95
93 5.55 1.17865 38.3766
94 5.61 1.17524 39.83
95 5.67 1.14322 41.2742
96 5.73 1.09429 42.686
97 5.79 1.06429 44.088
98 5.85 1.0155 45.4536
99 5.91 0.97065 46.7858
100 5.97 0.934815 48.095
101 6.03 0.904686 49.3876
102 6.09 0.882419 50.6736
103 6.15 0.864881 51.959
104 6.21 0.837031 53.2274
105 6.27 0.830668 54.5106
106 6.33 0.828588 55.8152
107 6.39 0.824194 57.1376
108 6.45 0.820432 58.4788
109 6.51 0.822793 59.849
110 6.57 0.832832 61.2616
111 6.63 0.861016 62.7488
112 6.69 0.85417 64.251
113 6.75 0.881614 65.8294
114 6.81 0.911694 67.4908
115 6.87 0.927975 69.2118
116 6.93 0.944619 70.9944
117 6.99 0.970244 72.8572
118 7.05 0.994762 74.8
119 7.11 1.0165 76.8192
120 7.17 1.0457 78.9316
121 7.23 1.06483 81.1188
122 7.29 1.07256 83.3586
123 7.35 1.08556 85.663
124 7.41 1.10689 88.0512
125 7.47 1.09675 90.456
126 7.53 1.10968 92.9284
127 7.59 1.09344 95.4036
128 7.65 1.10523 97.9452
129 7.71 1.0964 100.506
130 7.77 1.1007 103.117
131 7.83 1.09493 105.755
132 7.89 1.08701 108.414
133 7.95 1.07743 111.09
134 8.01 1.07539 113.801
135 8.07 1.04602 116.478
136 8.13 1.05081 119.207
137 8.19 1.01248 121.876
138 8.25 1.00663 124.568
139 8.31 0.998041 127.276
140 8.37 0.979715 129.973
141 8.43 0.977851 132.704
142 8.49 0.946285 135.384
143 8.55 0.95916 138.139
144 8.61 0.942611 140.885
145 8.67 0.936516 143.651
146 8.73 0.929698 146.435
147 8.79 0.934375 149.272
148 8.85 0.925777 152.121
149 8.91 0.928866 155.019
150 8.97 0.940709 157.993
151 9.03 0.933805 160.985
152 9.09 0.950223 164.07
153 9.15 0.957317 167.22
154 9.21 0.958266 170.414
155 9.27 0.954963 173.638
156 9.33 0.97026 176.957
157 9.39 0.969907 180.318
158 9.45 0.995816 183.812
159 9.51 0.996572 187.354
160 9.57 1.02302 191.035
161 9.63 1.02848 194.783
162 9.69 1.04304 198.631
163 9.75 1.02982 202.478
164 9.81 1.03508 206.392
165 9.87 1.038 210.366
166 9.93 1.06302 214.485
167 9.99 1.05325 218.615
168 10.05 1.04444 222.76
169 10.11 1.04403 226.953
170 10.17 1.03633 231.165
171 10.23 1.03544 235.423
172 10.29 1.03715 239.738
173 10.35 1.03209 244.083
174 10.41 1.02498 248.447
175 10.47 1.02055 252.843
176 10.53 1.0269 257.318
177 10.59 1.02134 261.818
178 10.65 1.01637 266.348
179 10.71 0.994317 270.83
180 10.77 0.992396 275.353
181 10.83 0.983513 279.886
182 10.89 0.993478 284.515
183 10.95 0.981942 289.142
184 11.01 0.969001 293.757
185 11.07 0.967788 298.418
186 11.13 0.972543 303.152
187 11.19 0.968726 307.918
188 11.25 0.970083 312.742
189 11.31 0.967935 317.608
190 11.37 0.962904 322.499
191 11.43 0.9873 327.567
192 11.49 0.971734 332.608
193 11.55 0.97952 337.743
194 11.61 0.993627 343.006
195 11.67 0.986052 348.283
196 11.73 0.987938 353.624
197 11.79 0.991347 359.039
198 11.85 0.994817 364.528
199 11.91 1.00093 370.107
200 11.97 0.997635 375.724
69000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00953791 0.002
40 2.37 0.04893 0.0128
41 2.43 0.250819 0.071
42 2.49 0.701856 0.242
43 2.55 1.41279 0.603
44 2.61 2.09573 1.164
45 2.67 2.60802 1.8946
46 2.73 2.85863 2.7318
47 2.79 2.87758 3.612
48 2.85 2.74392 4.4878
49 2.91 2.51534 5.3248
50 2.97 2.17355 6.0782
51 3.03 1.93144 6.775
52 3.09 1.72656 7.4228
53 3.15 1.46137 7.9926
54 3.21 1.31834 8.5264
55 3.27 1.11952 8.9968
56 3.33 1.02676 9.4442
57 3.39 0.938031 9.8678
58 3.45 0.841546 10.2614
59 3.51 0.787821 10.6428
60 3.57 0.70166 10.9942
61 3.63 0.643894 11.3276
62 3.69 0.603313 11.6504
63 3.75 0.602983 11.9836
64 3.81 0.593257 12.322
65 3.87 0.570247 12.6576
66 3.93 0.567468 13.002
67 3.99 0.53998 13.3398
68 4.05 0.574678 13.7102
69 4.11 0.591166 14.1026
70 4.17 0.608815 14.5186
71 4.23 0.673021 14.9918
72 4.29 0.683089 15.4858
73 4.35 0.69208 16.0004
74 4.41 0.738541 16.5648
75 4.47 0.798324 17.1916
76 4.53 0.876031 17.898
77 4.59 0.90522 18.6474
78 4.65 0.9571 19.4606
79 4.71 1.02441 20.3536
80 4.77 1.04757 21.2902
81 4.83 1.1057 22.3038
82 4.89 1.18261 23.415
83 4.95 1.20438 24.5746
84 5.01 1.24161 25.7992
85 5.07 1.25893 27.0708
86 5.13 1.28419 28.3988
87 5.19 1.27319 29.7464
88 5.25 1.29504 31.149
89 5.31 1.29121 32.5796
90 5.37 1.28458 34.0352
91 5.43 1.25548 35.4898
92 5.49 1.2336 36.9508
93 5.55 1.2031 38.407
94 5.61 1.1657 39.8486
95 5.67 1.15034 41.3018
96 5.73 1.08127 42.6968
97 5.79 1.04835 44.0778
98 5.85 1.00687 45.4318
99 5.91 0.967881 46.7602
100 5.97 0.934672 48.0692
101 6.03 0.915744 49.3776
102 6.09 0.872538 50.6492
103 6.15 0.845907 51.9064
104 6.21 0.841518 53.1816
105 6.27 0.850736 54.4958
106 6.33 0.828588 55.8004
107 6.39 0.808239 57.0972
108 6.45 0.812113 58.4248
109 6.51 0.835043 59.8154
110 6.57 0.843208 61.2456
111 6.63 0.839016 62.6948
112 6.69 0.873276 64.2306
113 6.75 0.872789 65.7932
114 6.81 0.9264 67.4814
115 6.87 0.916221 69.1806
116 6.93 0.948222 70.97
117 6.99 0.978994 72.8496
118 7.05 1.00101 74.8046
119 7.11 1.02416 76.839
120 7.17 1.02758 78.9148
121 7.23 1.06152 81.0952
122 7.29 1.07084 83.3314
123 7.35 1.11015 85.688
124 7.41 1.1054 88.073
125 7.47 1.12776 90.5458
126 7.53 1.09451 92.9844
127 7.59 1.112 95.5016
128 7.65 1.11671 98.0696
129 7.71 1.10146 100.642
130 7.77 1.08594 103.219
131 7.83 1.09103 105.847
132 7.89 1.07982 108.488
133 7.95 1.07526 111.159
134 8.01 1.0573 113.824
135 8.07 1.05039 116.512
136 8.13 1.03094 119.19
137 8.19 1.0234 121.887
138 8.25 1.00409 124.573
139 8.31 0.988755 127.256
140 8.37 0.970924 129.929
141 8.43 0.973268 132.646
142 8.49 0.953063 135.346
143 8.55 0.967724 138.126
144 8.61 0.948104 140.887
145 8.67 0.930287 143.635
146 8.73 0.935375 146.436
147 8.79 0.91672 149.22
148 8.85 0.922853 152.06
149 8.91 0.929956 154.961
150 8.97 0.926476 157.89
151 9.03 0.941608 160.907
152 9.09 0.930204 163.927
153 9.15 0.954642 167.068
154 9.21 0.953285 170.245
155 9.27 0.959761 173.486
156 9.33 0.990958 176.876
157 9.39 0.993228 180.317
158 9.45 0.990003 183.791
159 9.51 1.01256 187.389
160 9.57 1.02657 191.084
161 9.63 1.03232 194.845
162 9.69 1.02288 198.619
163 9.75 1.04572 202.526
164 9.81 1.05254 206.506
165 9.87 1.04856 210.52
166 9.93 1.04888 214.584
167 9.99 1.06355 218.754
168 10.05 1.0389 222.878
169 10.11 1.04632 227.08
170 10.17 1.04696 231.335
171 10.23 1.037 235.599
172 10.29 1.02773 239.875
173 10.35 1.02758 244.201
174 10.41 1.03061 248.589
175 10.47 1.02974 253.025
176 10.53 1.01359 257.441
177 10.59 1.00872 261.886
178 10.65 0.990833 266.302
179 10.71 0.987173 270.752
180 10.77 0.999461 275.307
181 10.83 0.994753 279.892
182 10.89 0.978328 284.451
183 10.95 0.981644 289.076
184 11.01 0.972234 293.707
185 11.07 0.965046 298.354
186 11.13 0.968187 303.067
187 11.19 0.971815 307.848
188 11.25 0.968756 312.666
189 11.31 0.966145 317.522
190 11.37 0.966133 322.43
191 11.43 0.963808 327.378
192 11.49 0.973315 332.427
193 11.55 0.978338 337.555
194 11.61 0.978371 342.737
195 11.67 0.993975 348.057
196 11.73 0.995448 353.439
197 11.79 0.987685 358.833
198 11.85 1.01316 364.424
199 11.91 1.00251 370.012
200 11.97 1.00655 375.679
70000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00572275 0.0012
40 2.37 0.0434934 0.0108
41 2.43 0.23789 0.066
42 2.49 0.71499 0.2402
43 2.55 1.40418 0.599
44 2.61 2.15849 1.1768
45 2.67 2.57589 1.8984
46 2.73 2.86 2.736
47 2.79 2.87955 3.6168
48 2.85 2.70507 4.4802
49 2.91 2.46665 5.301
50 2.97 2.22606 6.0726
51 3.03 1.96747 6.7824
52 3.09 1.73083 7.4318
53 3.15 1.47573 8.0072
54 3.21 1.26549 8.5196
55 3.27 1.16283 9.0082
56 3.33 1.01299 9.4496
57 3.39 0.944674 9.8762
58 3.45 0.847532 10.2726
59 3.51 0.748988 10.6352
60 3.57 0.708849 10.9902
61 3.63 0.650846 11.3272
62 3.69 0.624246 11.6612
63 3.75 0.588505 11.9864
64 3.81 0.602724 12.3302
65 3.87 0.553595 12.656
66 3.93 0.555605 12.9932
67 3.99 0.569392 13.3494
68 4.05 0.578092 13.722
69 4.11 0.609847 14.1268
70 4.17 0.606181 14.541
71 4.23 0.614708 14.9732
72 4.29 0.680323 15.4652
73 4.35 0.727854 16.0064
74 4.41 0.73985 16.5718
75 4.47 0.811061 17.2086
76 4.53 0.862142 17.9038
77 4.59 0.904253 18.6524
78 4.65 0.947449 19.4574
79 4.71 1.0157 20.3428
80 4.77 1.07441 21.3034
81 4.83 1.12774 22.3372
82 4.89 1.16771 23.4344
83 4.95 1.18589 24.5762
84 5.01 1.24506 25.8042
85 5.07 1.25259 27.0694
86 5.13 1.25692 28.3692
87 5.19 1.28302 29.7272
88 5.25 1.29448 31.1292
89 5.31 1.282 32.5496
90 5.37 1.28793 34.009
91 5.43 1.25704 35.4654
92 5.49 1.21907 36.9092
93 5.55 1.21632 38.3814
94 5.61 1.17395 39.8332
95 5.67 1.12897 41.2594
96 5.73 1.08375 42.6576
97 5.79 1.06201 44.0566
98 5.85 1.03721 45.4514
99 5.91 0.946314 46.7502
100 5.97 0.936957 48.0624
101 6.03 0.897967 49.3454
102 6.09 0.882556 50.6316
103 6.15 0.867842 51.9214
104 6.21 0.860128 53.2248
105 6.27 0.835459 54.5154
106 6.33 0.822363 55.8102
107 6.39 0.827061 57.1372
108 6.45 0.821166 58.4796
109 6.51 0.808862 59.8266
110 6.57 0.827879 61.2308
111 6.63 0.8477 62.695
112 6.69 0.862927 64.2126
113 6.75 0.878486 65.7854
114 6.81 0.918827 67.4598
115 6.87 0.945122 69.2126
116 6.93 0.95723 71.019
117 6.99 0.951806 72.8464
118 7.05 1.00469 74.8086
119 7.11 1.02265 76.84
120 7.17 1.04362 78.9482
121 7.23 1.05831 81.122
122 7.29 1.07084 83.3582
123 7.35 1.09639 85.6856
124 7.41 1.08761 88.0322
125 7.47 1.10341 90.4516
126 7.53 1.11543 92.9368
127 7.59 1.09707 95.4202
128 7.65 1.12289 98.0024
129 7.71 1.11096 100.597
130 7.77 1.12346 103.263
131 7.83 1.08464 105.876
132 7.89 1.08186 108.522
133 7.95 1.06446 111.166
134 8.01 1.07158 113.867
135 8.07 1.05915 116.578
136 8.13 1.02894 119.25
137 8.19 1.02052 121.94
138 8.25 0.983222 124.569
139 8.31 1.00011 127.283
140 8.37 0.974194 129.965
141 8.43 0.962238 132.652
142 8.49 0.954688 135.356
143 8.55 0.94043 138.057
144 8.61 0.941513 140.8
145 8.67 0.940511 143.578
146 8.73 0.945793 146.41
147 8.79 0.935495 149.251
148 8.85 0.920124 152.082
149 8.91 0.922263 154.959
150 8.97 0.935522 157.917
151 9.03 0.917638 160.857
152 9.09 0.946897 163.932
153 9.15 0.95367 167.069
154 9.21 0.954965 170.252
155 9.27 0.969652 173.526
156 9.33 0.969851 176.844
157 9.39 0.986878 180.263
158 9.45 1.00117 183.776
159 9.51 1.00625 187.352
160 9.57 1.02191 191.03
161 9.63 1.02326 194.759
162 9.69 1.04066 198.598
163 9.75 1.03951 202.481
164 9.81 1.04318 206.426
165 9.87 1.05514 210.465
166 9.93 1.05585 214.556
167 9.99 1.05417 218.69
168 10.05 1.05522 222.878
169 10.11 1.04513 227.076
170 10.17 1.04843 231.337
171 10.23 1.04322 235.627
172 10.29 1.03369 239.927
173 10.35 1.03518 244.285
174 10.41 1.0316 248.678
175 10.47 1.0232 253.085
176 10.53 1.01038 257.487
177 10.59 1.01285 261.951
178 10.65 1.00461 266.428
179 10.71 0.993607 270.906
180 10.77 0.983708 275.39
181 10.83 0.987983 279.943
182 10.89 0.977942 284.501
183 10.95 0.973494 289.087
184 11.01 0.967951 293.698
185 11.07 0.95919 298.317
186 11.13 0.974926 303.062
187 11.19 0.961206 307.792
188 11.25 0.967268 312.602
189 11.31 0.976808 317.512
190 11.37 0.967707 322.428
191 11.43 0.977443 327.445
192 11.49 0.964448 332.449
193 11.55 0.97437 337.556
194 11.61 0.978409 342.738
195 11.67 0.98964 348.034
196 11.73 0.997223 353.426
197 11.79 0.992738 358.848
198 11.85 1.01069 364.425
199 11.91 0.994902 369.971
200 11.97 1.00179 375.611
71000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00476896 0.001
40 2.37 0.0425873 0.0104
41 2.43 0.244785 0.0672
42 2.49 0.725662 0.244
43 2.55 1.46367 0.618
44 2.61 2.15027 1.1936
45 2.67 2.58946 1.919
46 2.73 2.9276 2.7764
47 2.79 2.75074 3.6178
48 2.85 2.7765 4.504
49 2.91 2.49791 5.3352
50 2.97 2.1799 6.0908
51 3.03 1.92922 6.7868
52 3.09 1.68871 7.4204
53 3.15 1.48958 8.0012
54 3.21 1.30303 8.5288
55 3.27 1.12666 9.0022
56 3.33 1.00886 9.4418
57 3.39 0.921201 9.8578
58 3.45 0.876183 10.2676
59 3.51 0.751053 10.6312
60 3.57 0.684089 10.9738
61 3.63 0.658958 11.315
62 3.69 0.629479 11.6518
63 3.75 0.574028 11.969
64 3.81 0.593608 12.3076
65 3.87 0.553595 12.6334
66 3.93 0.574718 12.9822
67 3.99 0.570671 13.3392
68 4.05 0.580574 13.7134
69 4.11 0.581223 14.0992
70 4.17 0.618767 14.522
71 4.23 0.677288 14.9982
72 4.29 0.667878 15.4812
73 4.35 0.69719 15.9996
74 4.41 0.740635 16.5656
75 4.47 0.79756 17.1918
76 4.53 0.870575 17.8938
77 4.59 0.909568 18.6468
78 4.65 0.962043 19.4642
79 4.71 1.02648 20.359
80 4.77 1.09432 21.3374
81 4.83 1.10505 22.3504
82 4.89 1.14174 23.4232
83 4.95 1.22474 24.6024
84 5.01 1.22154 25.8072
85 5.07 1.27992 27.1
86 5.13 1.25963 28.4026
87 5.19 1.27376 29.7508
88 5.25 1.29855 31.1572
89 5.31 1.29717 32.5944
90 5.37 1.26622 34.0292
91 5.43 1.24634 35.4732
92 5.49 1.22988 36.9298
93 5.55 1.21616 38.4018
94 5.61 1.15955 39.8358
95 5.67 1.12897 41.262
96 5.73 1.07894 42.654
97 5.79 1.06277 44.054
98 5.85 1.00628 45.4072
99 5.91 0.967881 46.7356
100 5.97 0.947096 48.062
101 6.03 0.918124 49.3738
102 6.09 0.89724 50.6814
103 6.15 0.86515 51.9672
104 6.21 0.851153 53.257
105 6.27 0.825878 54.5328
106 6.33 0.797848 55.789
107 6.39 0.817214 57.1002
108 6.45 0.826182 58.4508
109 6.51 0.815707 59.8092
110 6.57 0.840024 61.234
111 6.63 0.852216 62.706
112 6.69 0.865429 64.228
113 6.75 0.860054 65.7678
114 6.81 0.889085 67.388
115 6.87 0.910397 69.0764
116 6.93 0.960516 70.889
117 6.99 0.988786 72.7874
118 7.05 0.988515 74.718
119 7.11 1.02849 76.761
120 7.17 1.0356 78.853
121 7.23 1.07321 81.0574
122 7.29 1.10494 83.3648
123 7.35 1.09036 85.6794
124 7.41 1.11931 88.0944
125 7.47 1.13177 90.576
126 7.53 1.12288 93.0778
127 7.59 1.11641 95.605
128 7.65 1.10976 98.157
129 7.71 1.10565 100.74
130 7.77 1.11208 103.378
131 7.83 1.10257 106.034
132 7.89 1.06731 108.645
133 7.95 1.06132 111.281
134 8.01 1.0431 113.91
135 8.07 1.04101 116.574
136 8.13 1.02863 119.246
137 8.19 1.00459 121.894
138 8.25 1.00222 124.574
139 8.31 0.990008 127.261
140 8.37 0.969326 129.929
141 8.43 0.957582 132.603
142 8.49 0.960195 135.323
143 8.55 0.941196 138.026
144 8.61 0.931351 140.739
145 8.67 0.939631 143.515
146 8.73 0.928095 146.294
147 8.79 0.94722 149.17
148 8.85 0.921943 152.007
149 8.91 0.910979 154.849
150 8.97 0.927299 157.781
151 9.03 0.932619 160.769
152 9.09 0.949669 163.852
153 9.15 0.948684 166.973
154 9.21 0.960906 170.176
155 9.27 0.968527 173.447
156 9.33 0.975581 176.784
157 9.39 1.0027 180.258
158 9.45 0.989547 183.73
159 9.51 1.0215 187.36
160 9.57 1.03274 191.077
161 9.63 1.02919 194.827
162 9.69 1.04061 198.667
163 9.75 1.04112 202.556
164 9.81 1.05312 206.538
165 9.87 1.05221 210.566
166 9.93 1.05347 214.648
167 9.99 1.05912 218.801
168 10.05 1.0517 222.975
169 10.11 1.05633 227.218
170 10.17 1.05611 231.51
171 10.23 1.04025 235.788
172 10.29 1.03667 240.101
173 10.35 1.04811 244.513
174 10.41 1.01995 248.856
175 10.47 1.00416 253.181
176 10.53 1.00491 257.56
177 10.59 1.00636 261.994
178 10.65 0.997026 266.438
179 10.71 0.980694 270.858
180 10.77 0.990685 275.374
181 10.83 0.970582 279.847
182 10.89 0.978671 284.407
183 10.95 0.9625 288.942
184 11.01 0.96434 293.536
185 11.07 0.967081 298.192
186 11.13 0.969173 302.91
187 11.19 0.96141 307.64
188 11.25 0.967912 312.454
189 11.31 0.963757 317.298
190 11.37 0.974282 322.247
191 11.43 0.971561 327.235
192 11.49 0.971194 332.273
193 11.55 0.975438 337.386
194 11.61 0.981845 342.587
195 11.67 0.997002 347.922
196 11.73 1.00229 353.341
197 11.79 1.0057 358.834
198 11.85 0.998478 364.344
199 11.91 1.00656 369.954
200 11.97 1.01934 375.693
72000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00572275 0.0012
40 2.37 0.0534606 0.013
41 2.43 0.218928 0.0638
42 2.49 0.717453 0.2386
43 2.55 1.38696 0.593
44 2.61 2.11814 1.16
45 2.67 2.60159 1.8888
46 2.73 2.89824 2.7376
47 2.79 2.90178 3.6252
48 2.85 2.76146 4.5066
49 2.91 2.50271 5.3394
50 2.97 2.20759 6.1046
51 3.03 1.86436 6.7772
52 3.09 1.72443 7.4242
53 3.15 1.48394 8.0028
54 3.21 1.32624 8.5398
55 3.27 1.14141 9.0194
56 3.33 1.03364 9.4698
57 3.39 0.918987 9.8848
58 3.45 0.823586 10.27
59 3.51 0.766339 10.641
60 3.57 0.675702 10.9794
61 3.63 0.66282 11.3226
62 3.69 0.611911 11.65
63 3.75 0.588867 11.9754
64 3.81 0.557494 12.2934
65 3.87 0.569907 12.6288
66 3.93 0.562525 12.9702
67 3.99 0.573868 13.3292
68 4.05 0.573437 13.6988
69 4.11 0.597493 14.0954
70 4.17 0.619352 14.5186
71 4.23 0.668754 14.9888
72 4.29 0.670091 15.4734
73 4.35 0.705798 15.9982
74 4.41 0.748225 16.57
75 4.47 0.811061 17.2068
76 4.53 0.871071 17.9092
77 4.59 0.898697 18.6532
78 4.65 0.98158 19.4872
79 4.71 1.03382 20.3884
80 4.77 1.08202 21.3558
81 4.83 1.10112 22.3652
82 4.89 1.14578 23.4418
83 4.95 1.19462 24.592
84 5.01 1.2191 25.7944
85 5.07 1.26408 27.0712
86 5.13 1.22443 28.3374
87 5.19 1.29152 29.7044
88 5.25 1.30815 31.1212
89 5.31 1.29482 32.5558
90 5.37 1.27134 33.9964
91 5.43 1.29415 35.4958
92 5.49 1.23005 36.9526
93 5.55 1.18509 38.387
94 5.61 1.19481 39.8646
95 5.67 1.13483 41.2982
96 5.73 1.08545 42.6986
97 5.79 1.02755 44.0522
98 5.85 1.02442 45.4298
99 5.91 0.977644 46.7716
100 5.97 0.92696 48.0698
101 6.03 0.903706 49.361
102 6.09 0.880635 50.6444
103 6.15 0.875378 51.9454
104 6.21 0.834655 53.2102
105 6.27 0.825101 54.4848
106 6.33 0.824015 55.7822
107 6.39 0.810109 57.082
108 6.45 0.815661 58.4154
109 6.51 0.817629 59.777
110 6.57 0.841675 61.2046
111 6.63 0.856037 62.6832
112 6.69 0.867476 64.2088
113 6.75 0.879268 65.783
114 6.81 0.897536 67.4186
115 6.87 0.920426 69.1256
116 6.93 0.944301 70.9076
117 6.99 1.00431 72.8358
118 7.05 1.01442 74.817
119 7.11 1.02839 76.8598
120 7.17 1.0354 78.9514
121 7.23 1.07184 81.153
122 7.29 1.09095 83.4312
123 7.35 1.0979 85.7618
124 7.41 1.10587 88.1478
125 7.47 1.09337 90.5452
126 7.53 1.11471 93.0288
127 7.59 1.10758 95.536
128 7.65 1.09323 98.05
129 7.71 1.12329 100.674
130 7.77 1.07448 103.223
131 7.83 1.09394 105.858
132 7.89 1.08137 108.503
133 7.95 1.06446 111.147
134 8.01 1.05532 113.808
135 8.07 1.04477 116.481
136 8.13 1.03287 119.164
137 8.19 1.02538 121.866
138 8.25 1.01837 124.59
139 8.31 0.999589 127.302
140 8.37 0.975502 129.988
141 8.43 0.970546 132.698
142 8.49 0.958006 135.411
143 8.55 0.945861 138.128
144 8.61 0.932999 140.846
145 8.67 0.923922 143.575
146 8.73 0.939382 146.388
147 8.79 0.924691 149.196
148 8.85 0.922788 152.036
149 8.91 0.916749 154.896
150 8.97 0.923377 157.815
151 9.03 0.940983 160.83
