# Time-averaged data for fix rdfout
# TimeStep Number-of-rows
# Row c_myrdf[1] c_myrdf[2] c_myrdf[3]
51000 200
53 3.15 1.49728 8.0044
54 3.21 1.24721 8.5094
55 3.27 1.16617 8.9994
56 3.33 0.993251 9.4322
57 3.39 0.899942 9.8386
58 3.45 0.85694 10.2394
59 3.51 0.743204 10.5992
60 3.57 0.741595 10.9706
61 3.63 0.664366 11.3146
62 3.69 0.639572 11.6568
63 3.75 0.59502 11.9856
64 3.81 0.555741 12.3026
65 3.87 0.589958 12.6498
66 3.93 0.586252 13.0056
67 3.99 0.546374 13.3474
68 4.05 0.584608 13.7242
69 4.11 0.593576 14.1182
70 4.17 0.611742 14.5362
71 4.23 0.634904 14.9826
72 4.29 0.673133 15.4694
73 4.35 0.702839 15.992
74 4.41 0.751889 16.5666
75 4.47 0.803419 17.1974
76 4.53 0.850733 17.8834
77 4.59 0.936384 18.6586
78 4.65 0.989113 19.499
79 4.71 1.01799 20.3864
80 4.77 1.07643 21.3488
81 4.83 1.14017 22.394
82 4.89 1.16856 23.492
83 4.95 1.1726 24.621
84 5.01 1.241 25.845
85 5.07 1.26665 27.1244
86 5.13 1.25305 28.4202
87 5.19 1.25826 29.752
88 5.25 1.29411 31.1536
89 5.31 1.29031 32.5832
90 5.37 1.26993 34.0222
91 5.43 1.24306 35.4624
92 5.49 1.22262 36.9104
93 5.55 1.19054 38.3514
94 5.61 1.1492 39.7726
95 5.67 1.11963 41.187
96 5.73 1.07801 42.5778
97 5.79 1.06247 43.9774
98 5.85 1.01371 45.3406
99 5.91 0.972981 46.676
100 5.97 0.957092 48.0164
101 6.03 0.930022 49.3452
102 6.09 0.888594 50.6402
103 6.15 0.878338 51.9456
104 6.21 0.843234 53.2234
105 6.27 0.839084 54.5196
106 6.33 0.816139 55.8046
107 6.39 0.821452 57.1226
108 6.45 0.831443 58.4818
109 6.51 0.826276 59.8578
110 6.57 0.833775 61.272
111 6.63 0.860089 62.7576
112 6.69 0.884193 64.3126
113 6.75 0.869549 65.8694
114 6.81 0.906096 67.5206
115 6.87 0.918701 69.2244
116 6.93 0.949918 71.017
117 6.99 0.985036 72.9082
118 7.05 1.00132 74.8638
119 7.11 1.01258 76.8752
120 7.17 1.04194 78.98
121 7.23 1.04361 81.1236
122 7.29 1.083 83.3852
123 7.35 1.08631 85.6912
124 7.41 1.09632 88.0566
125 7.47 1.10259 90.4742
126 7.53 1.11956 92.9686
127 7.59 1.12339 95.5116
128 7.65 1.11454 98.0746
129 7.71 1.11396 100.677
130 7.77 1.0921 103.267
131 7.83 1.0731 105.853
132 7.89 1.07516 108.483
133 7.95 1.06648 111.131
134 8.01 1.05453 113.79
135 8.07 1.04195 116.456
136 8.13 1.03402 119.142
137 8.19 1.02181 121.835
138 8.25 1.0073 124.529
139 8.31 0.997968 127.237
140 8.37 0.977681 129.928
141 8.43 0.961164 132.612
142 8.49 0.964432 135.344
143 8.55 0.945931 138.061
144 8.61 0.942955 140.808
145 8.67 0.940715 143.587
146 8.73 0.935976 146.39
147 8.79 0.935758 149.231
148 8.85 0.931366 152.097
149 8.91 0.932777 155.007
150 8.97 0.933055 157.957
151 9.03 0.922757 160.913
152 9.09 0.946158 163.985
153 9.15 0.950387 167.112
154 9.21 0.965826 170.331
155 9.27 0.971251 173.611
156 9.33 0.966284 176.916
157 9.39 0.989245 180.343
158 9.45 0.998381 183.847
159 9.51 1.00755 187.427
160 9.57 1.01991 191.098
161 9.63 1.03589 194.873
162 9.69 1.0315 198.678
163 9.75 1.02002 202.489
164 9.81 1.05365 206.473
165 9.87 1.05159 210.498
166 9.93 1.05275 214.577
167 9.99 1.04688 218.683
168 10.05 1.04066 222.813
169 10.11 1.05329 227.043
170 10.17 1.04415 231.287
171 10.23 1.05295 235.617
172 10.29 1.02893 239.898
173 10.35 1.04031 244.277
174 10.41 1.02948 248.661
175 10.47 1.01071 253.014
176 10.53 1.01396 257.432
177 10.59 1.0059 261.865
178 10.65 0.999045 266.318
179 10.71 1.00022 270.826
180 10.77 0.979056 275.288
181 10.83 0.98091 279.809
182 10.89 0.9888 284.417
183 10.95 0.978418 289.027
184 11.01 0.987224 293.729
185 11.07 0.962762 298.365
186 11.13 0.964572 303.06
187 11.19 0.972059 307.843
188 11.25 0.966786 312.651
189 11.31 0.973784 317.546
190 11.37 0.95814 322.413
191 11.43 0.970275 327.394
192 11.49 0.978597 332.47
193 11.55 0.983107 337.624
194 11.61 0.985924 342.846
195 11.67 0.986426 348.125
196 11.73 0.983573 353.442
197 11.79 0.989809 358.849
198 11.85 1.00743 364.408
199 11.91 1.00287 369.997
200 11.97 1.01362 375.704
102000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0.00100534 0.0002
39 2.31 0.00476896 0.0012
40 2.37 0.0625217 0.015
41 2.43 0.252543 0.0736
42 2.49 0.678871 0.239
43 2.55 1.39009 0.5942
44 2.61 2.07481 1.1496
45 2.67 2.52163 1.856
46 2.73 2.94809 2.7194
47 2.79 2.90243 3.6072
48 2.85 2.77086 4.4916
49 2.91 2.55621 5.3422
50 2.97 2.22837 6.1146
51 3.03 1.92811 6.8102
52 3.09 1.73029 7.4594
53 3.15 1.45624 8.0272
54 3.21 1.32476 8.5636
55 3.27 1.09715 9.0246
56 3.33 0.982235 9.4526
57 3.39 0.9026 9.8602
58 3.45 0.81931 10.2434
59 3.51 0.769231 10.6158
60 3.57 0.690878 10.9618
61 3.63 0.693335 11.3208
62 3.69 0.627984 11.6568
63 3.75 0.593211 11.9846
64 3.81 0.589751 12.321
65 3.87 0.579763 12.6622
66 3.93 0.559889 13.002
67 3.99 0.578024 13.3636
68 4.05 0.557301 13.7228
69 4.11 0.579415 14.1074
70 4.17 0.599742 14.5172
71 4.23 0.640024 14.9672
72 4.29 0.675898 15.456
73 4.35 0.722743 15.9934
74 4.41 0.783032 16.5918
75 4.47 0.798579 17.2188
76 4.53 0.837587 17.8942
77 4.59 0.919231 18.6552
78 4.65 0.945095 19.4582
79 4.71 0.996423 20.3268
80 4.77 1.09343 21.3044
81 4.83 1.13014 22.3404
82 4.89 1.17473 23.4442
83 4.95 1.22578 24.6244
84 5.01 1.19964 25.8076
85 5.07 1.25259 27.0728
86 5.13 1.27317 28.3894
87 5.19 1.28491 29.7494
88 5.25 1.27713 31.1326
89 5.31 1.25655 32.5248
90 5.37 1.29129 33.988
91 5.43 1.26981 35.4592
92 5.49 1.25183 36.9418
93 5.55 1.20938 38.4056
94 5.61 1.19675 39.8856
95 5.67 1.13182 41.3154
96 5.73 1.08049 42.7094
97 5.79 1.03058 44.067
98 5.85 1.00553 45.4192
99 5.91 0.97269 46.7542
100 5.97 0.934386 48.0628
101 6.03 0.936881 49.4014
102 6.09 0.894632 50.7052
103 6.15 0.852231 51.9718
104 6.21 0.832015 53.2326
105 6.27 0.820052 54.4994
106 6.33 0.832525 55.8102
107 6.39 0.814846 57.1176
108 6.45 0.830709 58.4756
109 6.51 0.822793 59.8458
110 6.57 0.825757 61.2464
111 6.63 0.848626 62.7122
112 6.69 0.871229 64.2444
113 6.75 0.883401 65.826
114 6.81 0.894243 67.4556
115 6.87 0.919671 69.1612
116 6.93 0.936988 70.9294
117 6.99 0.979619 72.8102
118 7.05 1.01309 74.7888
119 7.11 1.02265 76.8202
120 7.17 1.04451 78.9302
121 7.23 1.06843 81.1248
122 7.29 1.08013 83.3804
123 7.35 1.09206 85.6986
124 7.41 1.10401 88.0806
125 7.47 1.10031 90.4932
126 7.53 1.1078 92.9614
127 7.59 1.10961 95.4732
128 7.65 1.10202 98.0074
129 7.71 1.11832 100.62
130 7.77 1.11005 103.253
131 7.83 1.09311 105.886
132 7.89 1.07548 108.517
133 7.95 1.07526 111.188
134 8.01 1.055 113.847
135 8.07 1.03844 116.505
136 8.13 1.04681 119.224
137 8.19 1.03995 121.965
138 8.25 1.01426 124.677
139 8.31 0.994577 127.376
140 8.37 0.987489 130.094
141 8.43 0.972265 132.809
142 8.49 0.955747 135.516
143 8.55 0.934443 138.201
144 8.61 0.924897 140.895
145 8.67 0.928797 143.638
146 8.73 0.927227 146.415
147 8.79 0.921858 149.214
148 8.85 0.915185 152.03
149 8.91 0.924763 154.915
150 8.97 0.906044 157.78
151 9.03 0.948536 160.819
152 9.09 0.949792 163.903
153 9.15 0.945766 167.014
154 9.21 0.953525 170.192
155 9.27 0.977944 173.495
156 9.33 0.976692 176.835
157 9.39 0.990342 180.267
158 9.45 1.0059 183.796
159 9.51 1.00524 187.369
160 9.57 1.0248 191.057
161 9.63 1.03759 194.838
162 9.69 1.0251 198.62
163 9.75 1.05498 202.561
164 9.81 1.03424 206.472
165 9.87 1.038 210.445
166 9.93 1.05523 214.534
167 9.99 1.06177 218.698
168 10.05 1.05316 222.877
169 10.11 1.04647 227.08
170 10.17 1.05798 231.38
171 10.23 1.04658 235.684
172 10.29 1.04263 240.022
173 10.35 1.02853 244.351
174 10.41 1.03719 248.768
175 10.47 1.00764 253.108
176 10.53 1.01855 257.546
177 10.59 0.997735 261.943
178 10.65 0.988769 266.35
179 10.71 0.994894 270.834
180 10.77 0.994634 275.367
181 10.83 0.99714 279.963
182 10.89 0.980259 284.531
183 10.95 0.983088 289.163
184 11.01 0.968497 293.776
185 11.07 0.965628 298.426
186 11.13 0.962065 303.109
187 11.19 0.95832 307.824
188 11.25 0.969118 312.644
189 11.31 0.964394 317.491
190 11.37 0.968534 322.411
191 11.43 0.963223 327.356
192 11.49 0.972621 332.401
193 11.55 0.977689 337.526
194 11.61 0.980411 342.719
195 11.67 0.981343 347.971
196 11.73 0.995855 353.355
197 11.79 0.997938 358.806
198 11.85 1.00435 364.348
199 11.91 1.00893 369.971
200 11.97 1.00641 375.637
103000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0.00100534 0.0002
39 2.31 0.00381517 0.001
40 2.37 0.040775 0.01
41 2.43 0.26461 0.0714
42 2.49 0.699394 0.2418
43 2.55 1.40888 0.6018
44 2.61 2.10917 1.1664
45 2.67 2.59231 1.8926
46 2.73 2.94331 2.7546
47 2.79 2.81939 3.617
48 2.85 2.72512 4.4868
49 2.91 2.46305 5.3064
50 2.97 2.23933 6.0826
51 3.03 1.98687 6.7994
52 3.09 1.66579 7.4244
53 3.15 1.47778 8.0006
54 3.21 1.29759 8.526
55 3.27 1.14665 9.0078
56 3.33 1.02033 9.4524
57 3.39 0.869383 9.845
58 3.45 0.84625 10.2408
59 3.51 0.736181 10.5972
60 3.57 0.695271 10.9454
61 3.63 0.655868 11.285
62 3.69 0.635834 11.6252
63 3.75 0.610583 11.9626
64 3.81 0.599218 12.3044
65 3.87 0.576364 12.6436
66 3.93 0.591195 13.0024
67 3.99 0.570032 13.359
68 4.05 0.592365 13.7408
69 4.11 0.598096 14.1378
70 4.17 0.603547 14.5502
71 4.23 0.647135 15.0052
72 4.29 0.688896 15.5034
73 4.35 0.729199 16.0456
74 4.41 0.785911 16.6462
75 4.47 0.790427 17.2668
76 4.53 0.839075 17.9434
77 4.59 0.900146 18.6886
78 4.65 0.973577 19.5158
79 4.71 1.02005 20.405
80 4.77 1.04332 21.3378
81 4.83 1.0985 22.3448
82 4.89 1.15558 23.4306
83 4.95 1.19794 24.584
84 5.01 1.25641 25.8232
85 5.07 1.2122 27.0476
86 5.13 1.25035 28.3406
87 5.19 1.28056 29.696
88 5.25 1.28857 31.0916
89 5.31 1.28814 32.5188
90 5.37 1.2904 33.981
91 5.43 1.25566 35.4358
92 5.49 1.23512 36.8986
93 5.55 1.19732 38.3478
94 5.61 1.16489 39.7884
95 5.67 1.15034 41.2416
96 5.73 1.07941 42.6342
97 5.79 1.04151 44.0062
98 5.85 1.00851 45.3624
99 5.91 0.97983 46.7072
100 5.97 0.950523 48.0384
101 6.03 0.913084 49.343
102 6.09 0.900534 50.6554
103 6.15 0.862593 51.9374
104 6.21 0.850757 53.2266
105 6.27 0.851383 54.5418
106 6.33 0.833669 55.8544
107 6.39 0.813724 57.16
108 6.45 0.842454 58.5372
109 6.51 0.817989 59.8994
110 6.57 0.836723 61.3186
111 6.63 0.8279 62.7486
112 6.69 0.855762 64.2536
113 6.75 0.883178 65.8348
114 6.81 0.924095 67.5188
115 6.87 0.925279 69.2348
116 6.93 0.95988 71.0462
117 6.99 0.962848 72.8948
118 7.05 1.00828 74.864
119 7.11 1.01429 76.8788
120 7.17 1.03827 78.9762
121 7.23 1.06639 81.1666
122 7.29 1.07946 83.4208
123 7.35 1.08744 85.7292
124 7.41 1.09289 88.0872
125 7.47 1.10906 90.519
126 7.53 1.10501 92.981
127 7.59 1.10139 95.4742
128 7.65 1.09958 98.0028
129 7.71 1.09623 100.563
130 7.77 1.10474 103.184
131 7.83 1.10813 105.854
132 7.89 1.0866 108.512
133 7.95 1.07131 111.172
134 8.01 1.05508 113.832
135 8.07 1.04266 116.501
136 8.13 1.02717 119.168
137 8.19 1.02887 121.88
138 8.25 0.999151 124.552
139 8.31 0.999737 127.265
140 8.37 0.973104 129.944
141 8.43 0.978138 132.675
142 8.49 0.962031 135.4
143 8.55 0.942519 138.108
144 8.61 0.940071 140.846
145 8.67 0.931641 143.598
146 8.73 0.950401 146.444
147 8.79 0.919553 149.236
148 8.85 0.930131 152.098
149 8.91 0.917711 154.961
150 8.97 0.927172 157.893
151 9.03 0.95534 160.954
152 9.09 0.93544 163.991
153 9.15 0.947286 167.107
154 9.21 0.961386 170.312
155 9.27 0.969652 173.586
156 9.33 0.97102 176.907
157 9.39 0.983068 180.313
158 9.45 0.995361 183.806
159 9.51 1.02257 187.44
160 9.57 1.03269 191.156
161 9.63 1.0248 194.891
162 9.69 1.02993 198.691
163 9.75 1.0318 202.545
164 9.81 1.05259 206.525
165 9.87 1.05106 210.549
166 9.93 1.04795 214.609
167 9.99 1.05116 218.731
168 10.05 1.04948 222.897
169 10.11 1.04901 227.11
170 10.17 1.04602 231.361
171 10.23 1.03646 235.623
172 10.29 1.0334 239.923
173 10.35 1.02544 244.239
174 10.41 1.0107 248.543
175 10.47 1.01944 252.934
176 10.53 1.01993 257.378
177 10.59 1.00822 261.821
178 10.65 1.00815 266.314
179 10.71 0.997112 270.808
180 10.77 0.985902 275.302
181 10.83 0.988113 279.856
182 10.89 0.979916 284.422
183 10.95 0.977909 289.03
184 11.01 0.975131 293.675
185 11.07 0.979126 298.389
186 11.13 0.966133 303.092
187 11.19 0.971124 307.87
188 11.25 0.984078 312.764
189 11.31 0.95377 317.558
190 11.37 0.967235 322.472
191 11.43 0.969301 327.448
192 11.49 0.97343 332.498
193 11.55 0.976506 337.616
194 11.61 0.987094 342.845
195 11.67 0.993751 348.163
196 11.73 0.990158 353.516
197 11.79 0.994899 358.95
198 11.85 1.00547 364.498
199 11.91 1.00143 370.08
200 11.97 1.02115 375.829
104000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00286137 0.0006
40 2.37 0.0543667 0.0126
41 2.43 0.2603 0.073
42 2.49 0.747005 0.255
43 2.55 1.42688 0.6196
44 2.61 2.0763 1.1754
45 2.67 2.60231 1.9044
46 2.73 2.85931 2.7418
47 2.79 2.86451 3.618
48 2.85 2.77963 4.5052
49 2.91 2.4348 5.3154
50 2.97 2.24106 6.0922
51 3.03 1.92146 6.7854
52 3.09 1.69405 7.421
53 3.15 1.51112 8.0102
54 3.21 1.30056 8.5368
55 3.27 1.1576 9.0232
56 3.33 0.987284 9.4534
57 3.39 0.871598 9.847
58 3.45 0.832138 10.2362
59 3.51 0.737007 10.593
60 3.57 0.694871 10.941
61 3.63 0.668228 11.287
62 3.69 0.630975 11.6246
63 3.75 0.638814 11.9776
64 3.81 0.572921 12.3044
65 3.87 0.579763 12.6456
66 3.93 0.585922 13.0012
67 3.99 0.564917 13.3546
68 4.05 0.579643 13.7282
69 4.11 0.602917 14.1284
70 4.17 0.624914 14.5554
71 4.23 0.64486 15.0088
72 4.29 0.686131 15.505
73 4.35 0.723281 16.0428
74 4.41 0.738018 16.6068
75 4.47 0.813863 17.2458
76 4.53 0.837091 17.9208
77 4.59 0.917299 18.6802
78 4.65 0.950509 19.4878
79 4.71 1.01409 20.3718
80 4.77 1.05987 21.3194
81 4.83 1.13668 22.3614
82 4.89 1.17111 23.4618
83 4.95 1.17468 24.5928
84 5.01 1.22742 25.8034
85 5.07 1.26883 27.085
86 5.13 1.26621 28.3944
87 5.19 1.25562 29.7234
88 5.25 1.31886 31.1518
89 5.31 1.29861 32.5906
90 5.37 1.2634 34.0222
91 5.43 1.23995 35.4588
92 5.49 1.24407 36.9322
93 5.55 1.21731 38.4056
94 5.61 1.15729 39.8368
95 5.67 1.11155 41.241
96 5.73 1.08762 42.6442
97 5.79 1.06171 44.0428
98 5.85 1.00375 45.3926
99 5.91 0.983182 46.742
100 5.97 0.93867 48.0566
101 6.03 0.896147 49.337
102 6.09 0.881732 50.622
103 6.15 0.864208 51.9064
104 6.21 0.83162 53.1666
105 6.27 0.839472 54.4634
106 6.33 0.837225 55.7816
107 6.39 0.828682 57.1112
108 6.45 0.820188 58.452
109 6.51 0.83096 59.8358
110 6.57 0.837312 61.256
111 6.63 0.853026 62.7294
112 6.69 0.876687 64.2712
113 6.75 0.88921 65.8632
114 6.81 0.90434 67.5112
115 6.87 0.923769 69.2244
116 6.93 0.942499 71.003
117 6.99 0.979724 72.884
118 7.05 0.997424 74.832
119 7.11 1.02466 76.8674
120 7.17 1.05194 78.9924
121 7.23 1.05023 81.1496
122 7.29 1.05341 83.3494
123 7.35 1.08103 85.6442
124 7.41 1.11551 88.051
125 7.47 1.11873 90.504
126 7.53 1.12772 93.0166
127 7.59 1.11403 95.5384
128 7.65 1.11028 98.0916
129 7.71 1.11378 100.693
130 7.77 1.098 103.298
131 7.83 1.08356 105.908
132 7.89 1.08014 108.551
133 7.95 1.07292 111.215
134 8.01 1.05246 113.869
135 8.07 1.03578 116.519
136 8.13 1.02917 119.192
137 8.19 1.02887 121.904
138 8.25 1.00042 124.58
139 8.31 0.991924 127.271
140 8.37 0.97216 129.947
141 8.43 0.957439 132.621
142 8.49 0.957088 135.332
143 8.55 0.941684 138.037
144 8.61 0.949271 140.802
145 8.67 0.936855 143.569
146 8.73 0.937779 146.378
147 8.79 0.916588 149.16
148 8.85 0.935005 152.038
149 8.91 0.935085 154.955
150 8.97 0.930208 157.896
151 9.03 0.935366 160.893
152 9.09 0.93544 163.93
153 9.15 0.956527 167.077
154 9.21 0.960846 170.28
155 9.27 0.962426 173.529
156 9.33 0.976809 176.871
157 9.39 0.986359 180.288
158 9.45 1.00402 183.811
159 9.51 1.01638 187.423
160 9.57 1.02585 191.115
161 9.63 1.03627 194.891
162 9.69 1.02597 198.677
163 9.75 1.03442 202.541
164 9.81 1.04291 206.484
165 9.87 1.04918 210.501
166 9.93 1.05631 214.593
167 9.99 1.05631 218.736
168 10.05 1.05014 222.904
169 10.11 1.04702 227.109
170 10.17 1.05591 231.4
171 10.23 1.04303 235.689
172 10.29 1.03551 239.998
173 10.35 1.04507 244.397
174 10.41 1.01464 248.717
175 10.47 1.0075 253.057
176 10.53 1.00785 257.448
177 10.59 1.00627 261.883
178 10.65 0.998866 266.335
179 10.71 0.987661 270.786
180 10.77 0.985244 275.277
181 10.83 0.982646 279.806
182 10.89 0.972534 284.338
183 10.95 0.980923 288.959
184 11.01 0.979246 293.624
185 11.07 0.969823 298.294
186 11.13 0.968927 303.01
187 11.19 0.971978 307.792
188 11.25 0.972054 312.627
189 11.31 0.967259 317.488
190 11.37 0.952668 322.328
191 11.43 0.972457 327.32
192 11.49 0.974587 332.376
193 11.55 0.981619 337.521
194 11.61 0.986905 342.749
195 11.67 0.984968 348.02
196 11.73 0.989899 353.372
197 11.79 1.00361 358.853
198 11.85 1.01261 364.441
199 11.91 1.00581 370.047
200 11.97 1.01682 375.772
105000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00763033 0.0016
40 2.37 0.0398689 0.0104
41 2.43 0.263748 0.0716
42 2.49 0.737154 0.2512
43 2.55 1.43471 0.6178
44 2.61 2.05015 1.1666
45 2.67 2.648 1.9084
46 2.73 2.80537 2.73
47 2.79 2.95081 3.6326
48 2.85 2.69755 4.4936
49 2.91 2.50211 5.3262
50 2.97 2.19375 6.0866
51 3.03 1.88764 6.7676
52 3.09 1.70257 7.4064
53 3.15 1.52446 8.0008
54 3.21 1.26746 8.514
55 3.27 1.14094 8.9934
56 3.33 1.01115 9.434
57 3.39 0.937588 9.8574
58 3.45 0.826152 10.2438
59 3.51 0.770883 10.617
60 3.57 0.723625 10.9794
61 3.63 0.62883 11.305
62 3.69 0.635086 11.6448
63 3.75 0.617822 11.9862
64 3.81 0.576778 12.3152
65 3.87 0.575345 12.6538
66 3.93 0.58065 13.0062
67 3.99 0.582181 13.3704
68 4.05 0.578092 13.743
69 4.11 0.588755 14.1338
70 4.17 0.612328 14.5522
71 4.23 0.658514 15.0152
72 4.29 0.679493 15.5066
73 4.35 0.730006 16.0494
74 4.41 0.770732 16.6384
75 4.47 0.791956 17.2602
76 4.53 0.86363 17.9566
77 4.59 0.890241 18.6936
78 4.65 0.938033 19.4906
79 4.71 1.00101 20.3632
80 4.77 1.06636 21.3166
81 4.83 1.12032 22.3436
82 4.89 1.16388 23.4372
83 4.95 1.16533 24.5592
84 5.01 1.19457 25.7374
85 5.07 1.25754 27.0076
86 5.13 1.28323 28.3346
87 5.19 1.28944 29.6994
88 5.25 1.29651 31.1036
89 5.31 1.28868 32.5314
90 5.37 1.26958 33.97
91 5.43 1.27206 35.4438
92 5.49 1.252 36.9266
93 5.55 1.19798 38.3766
94 5.61 1.15244 39.8018
95 5.67 1.12374 41.2214
96 5.73 1.11057 42.6542
97 5.79 1.05199 44.04
98 5.85 1.0036 45.3896
99 5.91 0.968172 46.7184
100 5.97 0.954093 48.0546
101 6.03 0.924563 49.3756
102 6.09 0.883242 50.6628
103 6.15 0.858556 51.9388
104 6.21 0.83162 53.199
105 6.27 0.853196 54.517
106 6.33 0.82592 55.8174
107 6.39 0.821328 57.1352
108 6.45 0.826305 58.486
109 6.51 0.8312 59.8702
110 6.57 0.849929 61.3118
111 6.63 0.848279 62.777
112 6.69 0.876346 64.3182
113 6.75 0.898929 65.9276
114 6.81 0.897646 67.5634
115 6.87 0.911907 69.2546
116 6.93 0.944407 71.0368
117 6.99 0.964931 72.8894
118 7.05 0.985136 74.8134
119 7.11 1.01942 76.8384
120 7.17 1.02659 78.9122
121 7.23 1.06727 81.1044
122 7.29 1.05782 83.3134
123 7.35 1.09818 85.6446
124 7.41 1.09743 88.0124
125 7.47 1.1139 90.4548
126 7.53 1.10331 92.913
127 7.59 1.12728 95.4648
128 7.65 1.11376 98.026
129 7.71 1.09983 100.595
130 7.77 1.10365 103.213
131 7.83 1.09659 105.855
132 7.89 1.08145 108.5
133 7.95 1.08234 111.188
134 8.01 1.06397 113.871
135 8.07 1.05172 116.562
136 8.13 1.0381 119.258
137 8.19 1.00967 121.92
138 8.25 0.996683 124.585
139 8.31 0.980721 127.246
140 8.37 0.966783 129.908
141 8.43 0.970761 132.619
142 8.49 0.973259 135.375
143 8.55 0.947114 138.096
144 8.61 0.936913 140.825
145 8.67 0.937126 143.593
146 8.73 0.931234 146.382
147 8.79 0.919553 149.174
148 8.85 0.933445 152.046
149 8.91 0.937457 154.971
150 8.97 0.929513 157.91
151 9.03 0.943043 160.931
152 9.09 0.958047 164.042
153 9.15 0.942848 167.144
154 9.21 0.956645 170.332
155 9.27 0.952476 173.548
156 9.33 0.97447 176.882
157 9.39 0.990515 180.313
158 9.45 1.00191 183.829
159 9.51 1.01323 187.43
160 9.57 1.01857 191.096
161 9.63 1.03715 194.875
162 9.69 1.02808 198.668
163 9.75 1.03844 202.547
164 9.81 1.04244 206.489
165 9.87 1.04621 210.494
166 9.93 1.04418 214.54
167 9.99 1.0582 218.69
168 10.05 1.05623 222.882
169 10.11 1.04762 227.089
170 10.17 1.04828 231.35
171 10.23 1.04123 235.631
172 10.29 1.0322 239.926
173 10.35 1.02777 244.252
174 10.41 1.04019 248.682
175 10.47 1.02468 253.095
176 10.53 1.01533 257.519
177 10.59 0.995285 261.905
178 10.65 0.989801 266.317
179 10.71 0.990146 270.779
180 10.77 0.986911 275.278
181 10.83 0.989459 279.838
182 10.89 0.978242 284.396
183 10.95 0.962118 288.929
184 11.01 0.971562 293.557
185 11.07 0.973519 298.245
186 11.13 0.975953 302.996
187 11.19 0.95954 307.717
188 11.25 0.975311 312.567
189 11.31 0.957988 317.382
190 11.37 0.980464 322.363
191 11.43 0.98282 327.408
192 11.49 0.982645 332.506
193 11.55 0.980894 337.648
194 11.61 0.983658 342.858
195 11.67 0.993265 348.173
196 11.73 0.995744 353.557
197 11.79 0.98417 358.932
198 11.85 1.01091 364.51
199 11.91 1.0019 370.095
200 11.97 1.00886 375.775
106000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
