# Time-averaged data for fix rdf2_out
# TimeStep Number-of-rows
# Row c_rdf2[1] c_rdf2[2] c_rdf2[3]
240000 100
45 3.56 0.838817 10.3433
46 3.64 0.807456 10.8913
47 3.72 0.754655 11.4261
48 3.8 0.742847 11.9755
49 3.88 0.728768 12.5374
50 3.96 0.750579 13.1402
51 4.04 0.751476 13.7684
52 4.12 0.758513 14.4278
53 4.2 0.764043 15.118
54 4.28 0.782451 15.8521
55 4.36 0.806043 16.6368
56 4.44 0.83245 17.4773
57 4.52 0.856942 18.3739
58 4.6 0.885802 19.3339
59 4.68 0.920279 20.3662
60 4.76 0.945446 21.4633
61 4.84 0.98158 22.6409
62 4.92 1.01544 23.8998
63 5 1.04327 25.2355
64 5.08 1.07895 26.6615
65 5.16 1.10009 28.1616
66 5.24 1.13517 29.7579
67 5.32 1.14885 31.4231
68 5.4 1.1447 33.1326
69 5.48 1.1472 34.897
70 5.56 1.13414 36.6926
71 5.64 1.1231 38.5223
72 5.72 1.1051 40.374
73 5.8 1.0837 42.2411
74 5.88 1.06803 44.1322
75 5.96 1.04526 46.0337
76 6.04 1.0262 47.9511
77 6.12 1.00685 49.8824
78 6.2 0.989785 51.8309
79 6.28 0.986669 53.8238
80 6.36 0.975063 55.8437
81 6.44 0.962968 57.8891
82 6.52 0.94513 59.9468
83 6.6 0.932966 62.0281
84 6.68 0.924562 64.141
85 6.76 0.927274 66.3111
86 6.84 0.926702 68.5316
87 6.92 0.927864 70.8071
88 7 0.927712 73.1352
89 7.08 0.935533 75.5369
90 7.16 0.94173 78.0094
91 7.24 0.951124 80.5627
92 7.32 0.962712 83.2045
93 7.4 0.973289 85.9341
94 7.48 0.983719 88.7529
95 7.56 0.997661 91.6731
96 7.64 1.01301 94.7013
97 7.72 1.02483 97.8293
98 7.8 1.03524 101.055
99 7.88 1.04901 104.391
100 7.96 1.0632 107.841
244900 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.000724007 0.000166667
28 2.2 0.00859069 0.0022963
29 2.28 0.0399924 0.0129444
30 2.36 0.156969 0.0577222
31 2.44 0.445456 0.193556
32 2.52 1.19423 0.581981
33 2.6 2.11089 1.31283
34 2.68 2.43806 2.2097
35 2.76 2.56896 3.21198
36 2.84 2.43878 4.21943
37 2.92 2.14508 5.15617
38 3 1.82306 5.9965
39 3.08 1.57069 6.75963
40 3.16 1.36149 7.45593
41 3.24 1.20126 8.10178
42 3.32 1.04946 8.69422
43 3.4 0.939543 9.25048
44 3.48 0.880692 9.79672
45 3.56 0.848261 10.3473
46 3.64 0.796349 10.8877
47 3.72 0.762232 11.4279
48 3.8 0.740193 11.9753
49 3.88 0.729944 12.5381
50 3.96 0.74101 13.1333
51 4.04 0.746248 13.7571
52 4.12 0.764712 14.4219
53 4.2 0.770459 15.1179
54 4.28 0.784879 15.8543
55 4.36 0.808801 16.6417
56 4.44 0.829369 17.479
57 4.52 0.852959 18.3715
58 4.6 0.885529 19.3312
59 4.68 0.920956 20.3642
60 4.76 0.949435 21.4659
61 4.84 0.98158 22.6436
62 4.92 1.01018 23.8959
63 5 1.04923 25.2393
64 5.08 1.08041 26.6672
65 5.16 1.10214 28.1701
66 5.24 1.12929 29.7581
67 5.32 1.14679 31.4204
68 5.4 1.14824 33.1352
69 5.48 1.14812 34.901
70 5.56 1.13116 36.6919
71 5.64 1.12087 38.5179
72 5.72 1.10215 40.3647
73 5.8 1.08534 42.2346
74 5.88 1.07274 44.1341
75 5.96 1.04448 46.0342
76 6.04 1.02438 47.9481
77 6.12 1.00762 49.8809
78 6.2 0.992428 51.8347
79 6.28 0.984202 53.8226
80 6.36 0.972998 55.8382
81 6.44 0.961879 57.8813
82 6.52 0.946194 59.9413
83 6.6 0.931596 62.0196
84 6.68 0.931701 64.1488
85 6.76 0.928643 66.3221
86 6.84 0.928341 68.5465
87 6.92 0.922623 70.8092
88 7 0.926362 73.1339
89 7.08 0.937278 75.54
90 7.16 0.938655 78.0044
91 7.24 0.952276 80.5608
92 7.32 0.962921 83.2032
93 7.4 0.97727 85.944
94 7.48 0.985619 88.7682
95 7.56 0.995782 91.6829
96 7.64 1.01421 94.7147
97 7.72 1.02586 97.8459
98 7.8 1.03434 101.069
99 7.88 1.04984 104.407
100 7.96 1.05719 107.838
245000 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.00016089 3.7037e-05
28 2.2 0.00769427 0.00194444
29 2.28 0.0424962 0.0132593
30 2.36 0.15223 0.0566852
31 2.44 0.446489 0.192833
32 2.52 1.19053 0.580056
33 2.6 2.13341 1.3187
34 2.68 2.43545 2.21461
35 2.76 2.58267 3.22224
36 2.84 2.44179 4.23093
37 2.92 2.1338 5.16274
38 3 1.81277 5.99833
39 3.08 1.55918 6.75587
40 3.16 1.35696 7.44985
41 3.24 1.19158 8.0905
42 3.32 1.06108 8.6895
43 3.4 0.944016 9.24841
44 3.48 0.8769 9.7923
45 3.56 0.835651 10.3347
46 3.64 0.797059 10.8756
47 3.72 0.774408 11.4244
48 3.8 0.735736 11.9685
49 3.88 0.732466 12.5333
50 3.96 0.743246 13.1302
51 4.04 0.752961 13.7596
52 4.12 0.761772 14.4219
53 4.2 0.776219 15.1231
54 4.28 0.782175 15.8569
55 4.36 0.804293 16.64
56 4.44 0.83212 17.4801
57 4.52 0.855384 18.3751
58 4.6 0.890433 19.3401
59 4.68 0.918083 20.3699
60 4.76 0.95317 21.476
61 4.84 0.975591 22.6464
62 4.92 1.01624 23.9063
63 5 1.04299 25.2417
64 5.08 1.08109 26.6705
65 5.16 1.10666 28.1796
66 5.24 1.12424 29.7605
67 5.32 1.14315 31.4175
68 5.4 1.15006 33.135
69 5.48 1.14297 34.8928
70 5.56 1.13573 36.6909
71 5.64 1.12292 38.5203
72 5.72 1.10584 40.3733
73 5.8 1.0872 42.2464
74 5.88 1.05827 44.1202
75 5.96 1.04528 46.0218
76 6.04 1.0265 47.9397
77 6.12 1.01123 49.8794
78 6.2 0.992052 51.8324
79 6.28 0.982084 53.8161
80 6.36 0.969146 55.8237
81 6.44 0.965802 57.8751
82 6.52 0.946194 59.9351
83 6.6 0.932949 62.0164
84 6.68 0.931733 64.1457
85 6.76 0.928074 66.3177
86 6.84 0.924345 68.5325
87 6.92 0.929435 70.8119
88 7 0.931196 73.1487
89 7.08 0.933095 75.5441
90 7.16 0.937865 78.0065
91 7.24 0.947219 80.5493
92 7.32 0.963994 83.1946
93 7.4 0.975124 85.9293
94 7.48 0.986931 88.7573
95 7.56 1.00237 91.6913
96 7.64 1.01136 94.7146
97 7.72 1.02834 97.8534
98 7.8 1.03598 101.081
99 7.88 1.05048 104.422
100 7.96 1.0573 107.853
245100 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.000402226 9.25926e-05
28 2.2 0.00679785 0.00177778
29 2.28 0.0390882 0.0121852
30 2.36 0.15249 0.0556852
31 2.44 0.448979 0.192593
32 2.52 1.20021 0.582963
33 2.6 2.11624 1.31567
34 2.68 2.44667 2.2157
35 2.76 2.57328 3.21967
36 2.84 2.4352 4.22563
37 2.92 2.14631 5.16291
38 3 1.8098 5.99713
39 3.08 1.56421 6.75711
40 3.16 1.35334 7.44924
41 3.24 1.20254 8.09578
42 3.32 1.06465 8.6968
43 3.4 0.944485 9.25598
44 3.48 0.885528 9.80522
45 3.56 0.828204 10.3428
46 3.64 0.800006 10.8857
47 3.72 0.761448 11.4253
48 3.8 0.733307 11.9676
49 3.88 0.727543 12.5286
50 3.96 0.74652 13.1281
51 4.04 0.754977 13.7592
52 4.12 0.755254 14.4158
53 4.2 0.76843 15.11
54 4.28 0.785747 15.8472
55 4.36 0.808421 16.6343
56 4.44 0.829662 17.4719
57 4.52 0.855561 18.3671
58 4.6 0.892997 19.3349
59 4.68 0.921748 20.3688
60 4.76 0.953457 21.4752
61 4.84 0.980607 22.6516
62 4.92 1.01678 23.9122
63 5 1.05054 25.2572
64 5.08 1.07347 26.676
65 5.16 1.1028 28.1798
66 5.24 1.12159 29.757
67 5.32 1.14728 31.42
68 5.4 1.15055 33.1382
69 5.48 1.14661 34.9017
70 5.56 1.13541 36.6993
71 5.64 1.12047 38.5246
72 5.72 1.10804 40.3813
73 5.8 1.08161 42.2447
74 5.88 1.06299 44.127
75 5.96 1.04402 46.0263
76 6.04 1.02027 47.9325
77 6.12 1.00982 49.8695
78 6.2 0.996614 51.8315
79 6.28 0.986238 53.8235
80 6.36 0.973293 55.8398
81 6.44 0.965349 57.8902
82 6.52 0.939176 59.9349
83 6.6 0.930227 62.0101
84 6.68 0.930834 64.1374
85 6.76 0.927077 66.307
86 6.84 0.923031 68.5187
87 6.92 0.929993 70.7994
88 7 0.932229 73.1389
89 7.08 0.933138 75.5344
90 7.16 0.941363 78.0059
91 7.24 0.950206 80.5568
92 7.32 0.959027 83.1885
93 7.4 0.978241 85.9319
94 7.48 0.988624 88.7648
95 7.56 1.00226 91.6984
96 7.64 1.01304 94.7267
97 7.72 1.02344 97.8505
98 7.8 1.04112 101.095
99 7.88 1.04665 104.423
100 7.96 1.05477 107.846
245200 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.000402226 9.25926e-05
28 2.2 0.00754487 0.00196296
29 2.28 0.0400619 0.0126296
30 2.36 0.149828 0.0553704
31 2.44 0.45238 0.193315
32 2.52 1.19195 0.581
33 2.6 2.11234 1.31235
34 2.68 2.45362 2.21494
35 2.76 2.57537 3.21972
36 2.84 2.43748 4.22663
37 2.92 2.13609 5.15944
38 3 1.81362 5.99543
39 3.08 1.55895 6.75285
40 3.16 1.35971 7.44824
41 3.24 1.19558 8.09104
42 3.32 1.05521 8.68672
43 3.4 0.949396 9.24881
44 3.48 0.888365 9.79981
45 3.56 0.835451 10.3421
46 3.64 0.806201 10.8892
47 3.72 0.770332 11.4351
48 3.8 0.734408 11.9783
49 3.88 0.724372 12.5368
50 3.96 0.747558 13.1371
51 4.04 0.749748 13.7639
52 4.12 0.763668 14.4278
53 4.2 0.771832 15.1251
54 4.28 0.78178 15.8585
55 4.36 0.804236 16.6415
56 4.44 0.829167 17.4786
57 4.52 0.849437 18.3674
58 4.6 0.884726 19.3262
59 4.68 0.921203 20.3595
60 4.76 0.950217 21.4622
61 4.84 0.979419 22.6372
62 4.92 1.01258 23.8925
63 5 1.04884 25.2354
64 5.08 1.07972 26.6624
65 5.16 1.10336 28.167
66 5.24 1.12724 29.7521
67 5.32 1.1462 31.4135
68 5.4 1.14729 33.1269
69 5.48 1.15477 34.9029
70 5.56 1.1368 36.7027
71 5.64 1.12465 38.5349
72 5.72 1.10121 40.3801
73 5.8 1.08529 42.2499
74 5.88 1.0646 44.135
75 5.96 1.04518 46.0364
76 6.04 1.02562 47.9526
77 6.12 1.01145 49.8928
78 6.2 0.996859 51.8552
79 6.28 0.983084 53.8409
80 6.36 0.968493 55.8472
81 6.44 0.963945 57.8946
82 6.52 0.937518 59.9357
83 6.6 0.929853 62.0101
84 6.68 0.927414 64.1295
85 6.76 0.925708 66.296
86 6.84 0.92453 68.5112
87 6.92 0.933776 70.8013
88 7 0.930827 73.1372
89 7.08 0.933686 75.5341
90 7.16 0.940503 78.0034
91 7.24 0.946612 80.5446
92 7.32 0.961733 83.1837
93 7.4 0.975699 85.92
94 7.48 0.98737 88.7493
95 7.56 0.999401 91.6746
96 7.64 1.01514 94.7092
97 7.72 1.02715 97.8443
98 7.8 1.03786 101.078
99 7.88 1.05037 104.418
100 7.96 1.05627 107.846
245300 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.000643562 0.000148148
28 2.2 0.00694726 0.00187037
29 2.28 0.0391578 0.0122963
30 2.36 0.150672 0.0552778
31 2.44 0.452987 0.193407
32 2.52 1.19451 0.581926
33 2.6 2.1226 1.31683
34 2.68 2.45206 2.21885
35 2.76 2.56554 3.2198
36 2.84 2.44049 4.22794
37 2.92 2.12914 5.15772
38 3 1.809 5.99157
39 3.08 1.55453 6.74685
40 3.16 1.35939 7.44207
41 3.24 1.20584 8.09039
42 3.32 1.0537 8.68522
43 3.4 0.946894 9.24583
44 3.48 0.894456 9.80061
45 3.56 0.845494 10.3494
46 3.64 0.803254 10.8945
47 3.72 0.76009 11.4332
48 3.8 0.735986 11.9775
49 3.88 0.730905 12.541
50 3.96 0.739419 13.1349
51 4.04 0.756771 13.7675
52 4.12 0.757555 14.426
53 4.2 0.770316 15.122
54 4.28 0.779253 15.853
55 4.36 0.804484 16.6363
56 4.44 0.832835 17.4771
57 4.52 0.855473 18.3722
58 4.6 0.882675 19.3288
59 4.68 0.917704 20.3582
60 4.76 0.951861 21.4627
61 4.84 0.979388 22.6377
62 4.92 1.01414 23.895
63 5 1.05018 25.2396
64 5.08 1.07956 26.6664
65 5.16 1.10339 28.171
66 5.24 1.12891 29.7585
67 5.32 1.14342 31.4159
68 5.4 1.14698 33.1288
69 5.48 1.14865 34.8954
70 5.56 1.13483 36.6921
71 5.64 1.12731 38.5286
72 5.72 1.10235 40.3757
73 5.8 1.08443 42.244
74 5.88 1.06652 44.1325
75 5.96 1.04505 46.0336
76 6.04 1.03006 47.9582
77 6.12 1.01012 49.8958
78 6.2 0.990387 51.8455
79 6.28 0.982396 53.8298
80 6.36 0.973848 55.8472
81 6.44 0.961181 57.8887
82 6.52 0.936625 59.9279
83 6.6 0.932153 62.0074
84 6.68 0.930096 64.1329
85 6.76 0.930012 66.3095
86 6.84 0.92681 68.5302
87 6.92 0.927041 70.8037
88 7 0.930568 73.139
89 7.08 0.933224 75.5347
90 7.16 0.942633 78.0096
91 7.24 0.949448 80.5584
92 7.32 0.95873 83.1893
93 7.4 0.973077 85.9183
94 7.48 0.987448 88.7477
95 7.56 0.999723 91.674
96 7.64 1.01388 94.7048
97 7.72 1.02607 97.8366
98 7.8 1.0392 101.075
99 7.88 1.05146 104.418
100 7.96 1.05876 107.854
245400 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.000402226 9.25926e-05
28 2.2 0.00702196 0.00183333
29 2.28 0.0427049 0.0132037
30 2.36 0.148465 0.0555556
31 2.44 0.4491 0.1925
32 2.52 1.19007 0.579574
33 2.6 2.11608 1.31222
34 2.68 2.45 2.21348
35 2.76 2.5879 3.22315
36 2.84 2.42565 4.22517
37 2.92 2.12625 5.15369
38 3 1.81346 5.98959
39 3.08 1.57633 6.75546
40 3.16 1.36261 7.45233
41 3.24 1.1973 8.09606
42 3.32 1.06039 8.69467
43 3.4 0.943203 9.25309
44 3.48 0.884454 9.80167
45 3.56 0.839759 10.3467
46 3.64 0.80399 10.8923
47 3.72 0.757869 11.4294
48 3.8 0.734383 11.9726
49 3.88 0.740248 12.5433
50 3.96 0.736998 13.1352
51 4.04 0.747533 13.7601
52 4.12 0.756127 14.4174
53 4.2 0.766708 15.1101
54 4.28 0.787958 15.8493
55 4.36 0.813671 16.6415
56 4.44 0.83113 17.4806
57 4.52 0.8568 18.3771
58 4.6 0.88517 19.3364
59 4.68 0.920312 20.3687
60 4.76 0.947265 21.4679
61 4.84 0.977628 22.6408
62 4.92 1.00634 23.8884
63 5 1.04732 25.2293
64 5.08 1.07316 26.6477
65 5.16 1.11383 28.1665
66 5.24 1.13139 29.7575
67 5.32 1.15015 31.4246
68 5.4 1.14986 33.1418
69 5.48 1.14702 34.9059
70 5.56 1.13418 36.7016
71 5.64 1.1219 38.5292
72 5.72 1.1083 40.3864
73 5.8 1.07644 42.2409
74 5.88 1.06486 44.1264
75 5.96 1.05109 46.0386
76 6.04 1.0313 47.9654
77 6.12 1.00157 49.8866
78 6.2 0.989004 51.8336
79 6.28 0.981828 53.8167
80 6.36 0.975671 55.8379
81 6.44 0.964459 57.8865
82 6.52 0.94035 59.9337
83 6.6 0.934975 62.0195
84 6.68 0.927325 64.1387
85 6.76 0.930788 66.3171
86 6.84 0.924013 68.5311
87 6.92 0.929578 70.8109
88 7 0.926347 73.1355
89 7.08 0.930498 75.5242
90 7.16 0.941659 77.9966
91 7.24 0.951117 80.5499
92 7.32 0.961916 83.1895
93 7.4 0.97284 85.9178
94 7.48 0.99192 88.7601
95 7.56 0.999318 91.6851
96 7.64 1.01146 94.7087
97 7.72 1.02312 97.8315
98 7.8 1.04199 101.078
99 7.88 1.0517 104.423
100 7.96 1.05955 107.861
245500 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.000321781 7.40741e-05
28 2.2 0.00634964 0.00164815
29 2.28 0.038184 0.0118148
30 2.36 0.159176 0.0572222
31 2.44 0.449768 0.19437
32 2.52 1.19093 0.581722
33 2.6 2.12191 1.31639
34 2.68 2.42764 2.20943
35 2.76 2.58253 3.217
36 2.84 2.43968 4.22481
37 2.92 2.12918 5.15461
38 3 1.81912 5.99313
39 3.08 1.56859 6.75524
40 3.16 1.35544 7.44844
41 3.24 1.20216 8.09478
42 3.32 1.07174 8.6998
43 3.4 0.945893 9.25981
44 3.48 0.87693 9.80372
45 3.56 0.831314 10.3433
46 3.64 0.801753 10.8874
47 3.72 0.760429 11.4263
48 3.8 0.733081 11.9685
49 3.88 0.73201 12.5329
50 3.96 0.737643 13.1253
51 4.04 0.760958 13.7614
52 4.12 0.760366 14.4224
53 4.2 0.773985 15.1216
54 4.28 0.791274 15.864
55 4.36 0.800527 16.6434
56 4.44 0.829992 17.4813
57 4.52 0.856995 18.378
58 4.6 0.885649 19.3378
59 4.68 0.91706 20.3665
60 4.76 0.948909 21.4676
61 4.84 0.977319 22.6401
62 4.92 1.0176 23.9017
63 5 1.04294 25.237
64 5.08 1.07654 26.6598
65 5.16 1.1098 28.1731
66 5.24 1.1244 29.7543
67 5.32 1.14484 31.4137
68 5.4 1.14873 33.1292
69 5.48 1.14703 34.8934
70 5.56 1.13947 36.6974
71 5.64 1.1216 38.5246
72 5.72 1.10264 40.3722
73 5.8 1.08913 42.2486
74 5.88 1.06193 44.129
75 5.96 1.04775 46.035
76 6.04 1.01969 47.9402
77 6.12 1.01357 49.8844
78 6.2 0.996821 51.8468
79 6.28 0.982818 53.8319
80 6.36 0.972167 55.8459
81 6.44 0.959681 57.8842
82 6.52 0.94485 59.9413
83 6.6 0.933605 62.0241
84 6.68 0.931377 64.1525
85 6.76 0.926705 66.3213
86 6.84 0.927344 68.5433
87 6.92 0.924685 70.8111
88 7 0.926067 73.135
89 7.08 0.933448 75.5313
90 7.16 0.939247 77.9973
91 7.24 0.949703 80.5468
92 7.32 0.968063 83.2033
93 7.4 0.970674 85.9255
94 7.48 0.986407 88.752
95 7.56 0.997066 91.6705
96 7.64 1.01431 94.7026
97 7.72 1.02663 97.8361
98 7.8 1.04017 101.077
99 7.88 1.04611 104.404
100 7.96 1.05781 107.836
245600 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.000321781 7.40741e-05
28 2.2 0.00717136 0.00185185
29 2.28 0.0431918 0.0133519
30 2.36 0.153009 0.057
31 2.44 0.450072 0.194241
32 2.52 1.19201 0.581944
33 2.6 2.12539 1.31781
34 2.68 2.44692 2.21794
35 2.76 2.57418 3.22226
36 2.84 2.41296 4.21904
37 2.92 2.13766 5.15254
38 3 1.81743 5.99028
39 3.08 1.5684 6.7523
40 3.16 1.35146 7.44346
41 3.24 1.18935 8.08291
42 3.32 1.06255 8.68274
43 3.4 0.951617 9.24615
44 3.48 0.885648 9.79546
45 3.56 0.847519 10.3456
46 3.64 0.811905 10.8965
47 3.72 0.760534 11.4355
48 3.8 0.737964 11.9813
49 3.88 0.731386 12.5452
50 3.96 0.738473 13.1383
51 4.04 0.748131 13.7637
52 4.12 0.758939 14.4234
53 4.2 0.773841 15.1226
54 4.28 0.787603 15.8615
55 4.36 0.8065 16.6466
56 4.44 0.827388 17.482
57 4.52 0.862995 18.385
58 4.6 0.88247 19.3413
59 4.68 0.918645 20.3718
60 4.76 0.946323 21.4699
61 4.84 0.977983 22.6432
62 4.92 1.00901 23.8941
63 5 1.04515 25.2323
64 5.08 1.0764 26.6549
65 5.16 1.10726 28.1648
66 5.24 1.12928 29.7528
67 5.32 1.14255 31.4089
68 5.4 1.1503 33.1268
69 5.48 1.14421 34.8865
70 5.56 1.13515 36.6837
71 5.64 1.12168 38.5111
72 5.72 1.10808 40.3678
73 5.8 1.08374 42.2349
74 5.88 1.07029 44.1301
75 5.96 1.04264 46.0269
76 6.04 1.02391 47.9399
77 6.12 1.01445 49.8858
78 6.2 0.995137 51.8449
79 6.28 0.982286 53.8289
80 6.36 0.975796 55.8504
81 6.44 0.966595 57.9034
82 6.52 0.939882 59.9497
83 6.6 0.935191 62.036
84 6.68 0.928784 64.1585
85 6.76 0.928588 66.3317
86 6.84 0.924306 68.5464
87 6.92 0.92695 70.8197
88 7 0.932487 73.1598
89 7.08 0.93093 75.5496
90 7.16 0.939459 78.0162
91 7.24 0.946647 80.5575
92 7.32 0.957347 83.1846
93 7.4 0.970786 85.9071
94 7.48 0.988514 88.7396
95 7.56 0.997971 91.6607
96 7.64 1.01532 94.6959
97 7.72 1.02809 97.8338
98 7.8 1.03753 101.067
99 7.88 1.04911 104.403
100 7.96 1.0572 107.833
245700 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.000402226 9.25926e-05
28 2.2 0.00814248 0.00211111
29 2.28 0.0433309 0.0136481
30 2.36 0.149439 0.0562778
31 2.44 0.451712 0.194019
32 2.52 1.19064 0.581278
33 2.6 2.12902 1.31841
34 2.68 2.44954 2.2195
35 2.76 2.57318 3.22343
36 2.84 2.42421 4.22485
37 2.92 2.13702 5.15807
38 3 1.81555 5.99494
39 3.08 1.55182 6.74891
40 3.16 1.36153 7.44522
41 3.24 1.18749 8.08367
42 3.32 1.066 8.68544
43 3.4 0.94827 9.24687
44 3.48 0.885469 9.79607
45 3.56 0.8413 10.3421
46 3.64 0.81316 10.8939
47 3.72 0.760952 11.4333
48 3.8 0.736061 11.9776
49 3.88 0.733931 12.5435
50 3.96 0.745875 13.1425
51 4.04 0.747821 13.7676
52 4.12 0.755659 14.4246
53 4.2 0.76761 15.118
54 4.28 0.785905 15.8554
55 4.36 0.806158 16.6402
56 4.44 0.834174 17.4824
57 4.52 0.857225 18.3794
58 4.6 0.887289 19.3409
59 4.68 0.92401 20.3774
60 4.76 0.950536 21.4804
61 4.84 0.973615 22.6485
62 4.92 1.00556 23.8951
63 5 1.04735 25.2361
64 5.08 1.07329 26.6546
65 5.16 1.10704 28.1641
66 5.24 1.12953 29.7525
67 5.32 1.13697 31.4005
68 5.4 1.15003 33.118
69 5.48 1.14196 34.8743
70 5.56 1.13909 36.6777
71 5.64 1.12441 38.5095
72 5.72 1.10517 40.3614
73 5.8 1.08839 42.2365
74 5.88 1.06517 44.1226
75 5.96 1.04581 46.0251
76 6.04 1.02691 47.9438
77 6.12 1.01283 49.8866
78 6.2 0.999775 51.8548
79 6.28 0.984092 53.8425
80 6.36 0.975475 55.8633
81 6.44 0.968025 57.9194
82 6.52 0.944059 59.9747
83 6.6 0.930401 62.0503
84 6.68 0.922641 64.1588
85 6.76 0.925787 66.3255
86 6.84 0.926184 68.5447
87 6.92 0.925312 70.814
88 7 0.929912 73.1476
89 7.08 0.930591 75.5365
90 7.16 0.939903 78.0043
91 7.24 0.947075 80.5467
92 7.32 0.961963 83.1865
93 7.4 0.972952 85.9151
94 7.48 0.985289 88.7384
95 7.56 0.999249 91.6632
96 7.64 1.01179 94.6878
97 7.72 1.02409 97.8135
98 7.8 1.03532 101.039
99 7.88 1.05419 104.392
100 7.96 1.05756 107.824
245800 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
