# Time-averaged data for fix rdfout
# TimeStep Number-of-rows
# Row c_myrdf[1] c_myrdf[2] c_myrdf[3] c_myrdf[4] c_myrdf[5] c_myrdf[6] c_myrdf[7]
20000 200
116 6.93 0.959887 35.772 0.991714 35.9588 0.982531 35.7208
117 6.99 0.951404 36.6844 1.03316 36.9496 0.98197 36.6644
118 7.05 0.961931 37.6228 1.02754 37.952 1.01198 37.6536
119 7.11 0.992528 38.6076 1.05219 38.996 1.00583 38.6536
120 7.17 0.972023 39.5884 1.04853 40.054 1.03773 39.7028
121 7.23 0.996113 40.6104 1.07565 41.1576 1.05248 40.7848
122 7.29 1.04114 41.6964 1.10518 42.3104 1.03351 41.865
123 7.35 1.04496 42.8044 1.02647 43.3988 1.05981 42.991
124 7.41 1.04332 43.9288 1.10494 44.5896 1.06161 44.1374
125 7.47 1.08141 45.1132 1.10771 45.8028 1.05064 45.2904
126 7.53 1.05706 46.2896 1.07647 47.0008 1.06786 46.4812
127 7.59 1.09737 47.5304 1.06588 48.206 1.07787 47.7024
128 7.65 1.06003 48.748 1.06769 49.4324 1.07129 48.9354
129 7.71 1.11799 50.0524 1.03193 50.6364 1.09727 50.2182
130 7.77 1.0775 51.3292 1.07007 51.9044 1.04283 51.4564
131 7.83 1.06204 52.6072 1.0647 53.1856 1.05312 52.7262
132 7.89 1.12419 53.9808 1.02926 54.4432 1.06967 54.0358
133 7.95 1.07375 55.3128 1.04409 55.7384 1.04956 55.3404
134 8.01 1.08536 56.6796 1.0428 57.0516 1.02391 56.6324
135 8.07 1.09839 58.0836 1.00044 58.3304 1.00703 57.9222
136 8.13 0.989734 59.3676 1.02766 59.6636 1.00883 59.2336
137 8.19 1.01175 60.6996 0.975894 60.9484 1.02822 60.59
138 8.25 0.9878 62.0192 0.955762 62.2252 1.00286 61.9324
139 8.31 0.993656 63.366 0.972997 63.544 1.00345 63.2952
140 8.37 0.969279 64.6988 0.976552 64.8868 0.97997 64.6454
141 8.43 0.992238 66.0828 0.985929 66.262 0.979235 66.014
142 8.49 0.981373 67.4712 0.941507 67.594 0.980257 67.4036
143 8.55 0.96932 68.862 0.973781 68.9912 0.967382 68.7944
144 8.61 0.959707 70.2584 0.934965 70.3516 0.966018 70.2028
145 8.67 0.951621 71.6624 0.962465 71.7716 0.959864 71.6218
146 8.73 0.970139 73.1136 0.935376 73.1708 0.952987 73.0502
147 8.79 0.948499 74.552 0.957467 74.6228 0.973979 74.5302
148 8.85 0.949733 76.012 0.950513 76.084 0.945366 75.9864
149 8.91 0.928 77.458 0.977545 77.6072 0.982763 77.5208
150 8.97 0.941715 78.9452 0.987813 79.1672 0.944635 79.0156
151 9.03 0.951236 80.4676 0.932991 80.6604 0.969039 80.5696
152 9.09 0.951299 82.0104 0.9402 82.1852 0.990626 82.1794
153 9.15 0.982679 83.6252 0.9856 83.8048 0.973547 83.7824
154 9.21 0.98169 85.2596 0.982411 85.4404 0.972413 85.4046
155 9.27 0.962383 86.8828 0.990841 87.1116 0.997617 87.0906
156 9.33 0.974627 88.548 1.02496 88.8628 0.983192 88.7738
157 9.39 0.986249 90.2548 0.980702 90.56 0.989352 90.4894
158 9.45 0.981524 91.9752 1.00617 92.3236 0.996757 92.24
159 9.51 1.00478 93.7588 1.01808 94.1308 1.01773 94.0502
160 9.57 0.991332 95.5408 1.03139 95.9848 1.00145 95.854
161 9.63 1.02341 97.4036 1.01594 97.834 1.0218 97.7176
162 9.69 1.01924 99.282 1.03378 99.7392 1.01103 99.5846
163 9.75 1.02153 101.188 1.03053 101.662 1.03446 101.519
164 9.81 1.02897 103.132 1.01754 103.584 1.034 103.476
165 9.87 1.02696 105.095 1.02612 105.546 1.02585 105.441
166 9.93 1.02616 107.081 1.02513 107.53 1.03649 107.451
167 9.99 1.04062 109.12 1.04695 109.581 1.02662 109.466
168 10.05 1.04075 111.183 1.01391 111.591 1.03313 111.518
169 10.11 1.0364 113.262 1.01467 113.626 1.0207 113.57
170 10.17 1.01515 115.323 1.03446 115.726 1.03593 115.677
171 10.23 1.02333 117.425 0.990812 117.762 1.0175 117.771
172 10.29 1.02356 119.552 0.998923 119.838 1.02776 119.912
173 10.35 0.994414 121.643 1.01458 121.971 1.03268 122.087
174 10.41 1.05069 123.878 1.01307 124.126 1.03094 124.284
175 10.47 1.00968 126.05 0.997778 126.272 1.00914 126.46
176 10.53 1.01088 128.25 0.988277 128.423 1.01987 128.684
177 10.59 1.02363 130.503 0.981108 130.583 1.00726 130.906
178 10.65 0.996318 132.721 0.98392 132.773 1.00759 133.153
179 10.71 0.989272 134.948 0.969906 134.957 1.01442 135.442
180 10.77 0.99954 137.224 0.973185 137.172 0.997015 137.716
181 10.83 0.989364 139.502 0.989017 139.449 0.991114 140.002
182 10.89 0.974883 141.771 0.958214 141.68 0.991456 142.315
183 10.95 0.980546 144.078 0.995673 144.023 0.991816 144.653
184 11.01 0.983842 146.419 1.00671 146.418 0.983552 146.998
185 11.07 0.964059 148.738 0.970878 148.753 0.982628 149.366
186 11.13 0.96817 151.092 0.980015 151.136 0.985033 151.766
187 11.19 0.978323 153.496 0.960094 153.496 0.981645 154.184
188 11.25 0.975483 155.92 0.953584 155.864 0.993058 156.655
189 11.31 0.973605 158.364 0.979181 158.323 0.996223 159.162
190 11.37 0.976441 160.842 0.986057 160.825 0.98204 161.658
191 11.43 1.00053 163.407 0.990083 163.364 0.987091 164.195
192 11.49 0.982086 165.952 0.979616 165.902 1.00562 166.806
193 11.55 0.980158 168.518 0.992532 168.501 1.00739 169.449
194 11.61 0.982149 171.117 1.01118 171.176 1.00176 172.104
195 11.67 0.989135 173.761 1.00156 173.853 0.986261 174.746
196 11.73 1.00052 176.463 1.00067 176.556 1.01352 177.488
197 11.79 0.9757 179.125 0.996958 179.276 0.991087 180.198
198 11.85 1.0043 181.893 0.976874 181.968 1.01091 182.99
199 11.91 0.97151 184.598 1.02122 184.811 1.01495 185.821
200 11.97 1.00191 187.415 0.975592 187.555 1.00941 188.665
55000 200
1 0.03 0 0 0 0 0 0
2 0.09 0 0 0 0 0 0
3 0.15 0 0 0 0 0 0
4 0.21 0 0 0 0 0 0
5 0.27 0 0 0 0 0 0
6 0.33 0 0 0 0 0 0
7 0.39 0 0 0 0 0 0
8 0.45 0 0 0 0 0 0
9 0.51 0 0 0 0 0 0
10 0.57 0 0 0 0 0 0
11 0.63 0 0 0 0 0 0
12 0.69 0 0 0 0 0 0
13 0.75 0 0 0 0 0 0
14 0.81 0 0 0 0 0 0
15 0.87 0 0 0 0 0 0
16 0.93 0 0 0 0 0 0
17 0.99 0 0 0 0 0 0
18 1.05 0 0 0 0 0 0
19 1.11 0 0 0 0 0 0
20 1.17 0 0 0 0 0 0
21 1.23 0 0 0 0 0 0
22 1.29 0 0 0 0 0 0
23 1.35 0 0 0 0 0 0
24 1.41 0 0 0 0 0 0
25 1.47 0 0 0 0 0 0
26 1.53 0 0 0 0 0 0
27 1.59 0 0 0 0 0 0
28 1.65 0 0 0 0 0 0
29 1.71 0 0 0 0 0 0
30 1.77 0 0 0 0 0 0
31 1.83 0 0 0 0 0 0
32 1.89 0 0 0 0 0 0
33 1.95 0 0 0 0 0 0
34 2.01 0 0 0 0 0 0
35 2.07 0 0 0 0 0 0
36 2.13 0 0 0 0 0 0
37 2.19 0 0 0.0254937 0.0024 0 0
38 2.25 0 0 0.245548 0.0268 0.00401732 0.0004
39 2.31 0 0 0.675961 0.0976 0.0343022 0.004
40 2.37 0 0 1.34602 0.246 0.181041 0.024
41 2.43 0.0724739 0.0084 2.04652 0.4832 0.630295 0.0972
42 2.49 0.180776 0.0304 2.55387 0.794 1.25962 0.2508
43 2.55 0.633064 0.1112 2.87386 1.1608 1.96108 0.5016
44 2.61 1.16371 0.2668 2.62359 1.5116 2.4198 0.8258
45 2.67 1.69516 0.504 2.74713 1.896 2.62324 1.1936
46 2.73 2.35154 0.848 2.42263 2.2504 2.64156 1.5808
47 2.79 2.48187 1.2272 2.09703 2.5708 2.62453 1.9826
48 2.85 2.66199 1.6516 1.83655 2.8636 2.46011 2.3756
49 2.91 2.63036 2.0888 1.73994 3.1528 2.12434 2.7294
50 2.97 2.50437 2.5224 1.44856 3.4036 1.89412 3.058
51 3.03 2.19974 2.9188 1.25192 3.6292 1.7257 3.3696
52 3.09 1.9508 3.2844 1.08425 3.8324 1.48999 3.6494
53 3.15 1.86282 3.6472 1.0762 4.042 1.28824 3.9008
54 3.21 1.62176 3.9752 0.947348 4.2336 1.17047 4.138
55 3.27 1.33219 4.2548 0.899562 4.4224 1.05278 4.3594
56 3.33 1.16516 4.5084 0.812304 4.5992 0.963828 4.5696
57 3.39 1.16507 4.7712 0.762526 4.7712 0.871611 4.7666
58 3.45 0.943407 4.9916 0.705415 4.936 0.830452 4.961
59 3.51 0.934588 5.2176 0.707971 5.1072 0.709857 5.133
60 3.57 0.86826 5.4348 0.676379 5.2764 0.717316 5.3128
61 3.63 0.779478 5.6364 0.638739 5.4416 0.674506 5.4876
62 3.69 0.710932 5.8264 0.645077 5.614 0.629597 5.6562
63 3.75 0.73184 6.0284 0.58982 5.7768 0.660955 5.839
64 3.81 0.620526 6.2052 0.65422 5.9632 0.619285 6.0158
65 3.87 0.695324 6.4096 0.617763 6.1448 0.640292 6.2044
66 3.93 0.659741 6.6096 0.665018 6.3464 0.634059 6.397
67 3.99 0.66821 6.8184 0.716854 6.5704 0.629825 6.5942
68 4.05 0.656013 7.0296 0.693287 6.7936 0.621222 6.7946
69 4.11 0.604426 7.23 0.717831 7.0316 0.660408 7.014
70 4.17 0.589502 7.4312 0.683259 7.2648 0.698853 7.253
71 4.23 0.644652 7.6576 0.862193 7.5676 0.716678 7.5052
72 4.29 0.66661 7.8984 0.839352 7.8708 0.775787 7.786
73 4.35 0.689273 8.1544 0.850821 8.1868 0.792691 8.081
74 4.41 0.771242 8.4488 0.956717 8.552 0.805256 8.389
75 4.47 0.789434 8.7584 0.962825 8.9296 0.870306 8.731
76 4.53 0.811365 9.0852 1.008 9.3356 0.894978 9.0922
77 4.59 0.843493 9.434 1.02535 9.7596 0.920967 9.4738
78 4.65 0.919887 9.8244 1.16777 10.2552 0.986713 9.8934
79 4.71 0.951719 10.2388 1.14372 10.7532 1.06671 10.3588
80 4.77 0.950319 10.6632 1.18051 11.2804 1.09189 10.8474
81 4.83 1.01596 11.1284 1.11817 11.7924 1.10591 11.3548
82 4.89 1.07556 11.6332 1.22555 12.3676 1.20056 11.9194
83 4.95 1.14113 12.182 1.19187 12.9408 1.18782 12.4918
84 5.01 1.12614 12.7368 1.2325 13.548 1.19317 13.0808
85 5.07 1.1924 13.3384 1.18289 14.1448 1.22167 13.6984
86 5.13 1.14377 13.9292 1.23437 14.7824 1.23886 14.3396
87 5.19 1.20902 14.5684 1.23096 15.4332 1.25115 15.0024
88 5.25 1.24957 15.2444 1.18894 16.0764 1.21534 15.6612
89 5.31 1.28726 15.9568 1.18246 16.7308 1.20462 16.3292
90 5.37 1.22544 16.6504 1.17385 17.3952 1.1775 16.997
91 5.43 1.21717 17.3548 1.12179 18.0444 1.17094 17.676
92 5.49 1.1853 18.056 1.07509 18.6804 1.14514 18.3548
93 5.55 1.20811 18.7864 1.07314 19.3292 1.14165 19.0464
94 5.61 1.20637 19.5316 1.02441 19.962 1.1138 19.7358
95 5.67 1.16449 20.2664 1.03264 20.6136 1.08751 20.4234
96 5.73 1.08126 20.9632 1.05271 21.292 1.05277 21.1032
97 5.79 1.07356 21.6696 1.00183 21.9512 0.998004 21.7612
98 5.85 1.05106 22.3756 0.897417 22.554 1.00408 22.437
99 5.91 1.01174 23.0692 0.924799 23.188 0.951482 23.0906
100 5.97 0.997792 23.7672 0.871424 23.7976 0.920755 23.736
101 6.03 0.976353 24.464 0.874906 24.422 0.906718 24.3844
102 6.09 0.985233 25.1812 0.847861 25.0392 0.890036 25.0336
103 6.15 0.962331 25.8956 0.887974 25.6984 0.875712 25.685
104 6.21 0.9285 26.5984 0.840248 26.3344 0.874958 26.3486
105 6.27 0.88023 27.2776 0.861049 26.9988 0.873813 27.0242
106 6.33 0.854976 27.95 0.895665 27.7032 0.870778 27.7104
107 6.39 0.850475 28.6316 0.901383 28.4256 0.867204 28.4068
108 6.45 0.888121 29.3568 0.874894 29.14 0.849189 29.1016
109 6.51 0.865574 30.0768 0.901159 29.8896 0.872961 29.8292
110 6.57 0.891856 30.8324 0.917351 30.6668 0.902559 30.5954
111 6.63 0.878569 31.5904 0.903141 31.446 0.911746 31.3836
112 6.69 0.906594 32.3868 0.912969 32.248 0.919777 32.1932
113 6.75 0.89681 33.1888 0.942881 33.0912 0.940549 33.036
114 6.81 0.91799 34.0244 0.99709 33.9988 0.928873 33.8832
115 6.87 0.934842 34.8904 1.03243 34.9552 0.978652 34.7916
116 6.93 0.953097 35.7888 1.03627 35.932 0.957544 35.696
117 6.99 0.986023 36.7344 0.994782 36.886 0.989879 36.6472
118 7.05 0.961931 37.6728 1.0464 37.9068 1.004 37.6286
119 7.11 0.986481 38.6516 1.0784 38.9768 1.01046 38.6332
120 7.17 0.984312 39.6448 1.07073 40.0572 1.0583 39.7032
121 7.23 0.996113 40.6668 1.09904 41.1848 1.04801 40.7806
122 7.29 1.05111 41.7632 1.04881 42.2788 1.06125 41.8898
123 7.35 1.04383 42.87 1.0989 43.444 1.07769 43.0348
124 7.41 1.04926 44.0008 1.099 44.6284 1.07513 44.1958
125 7.47 1.08105 45.1848 1.09273 45.8252 1.08909 45.391
126 7.53 1.05634 46.3604 1.09228 47.0408 1.08526 46.6012
127 7.59 1.07544 47.5764 1.05669 48.2356 1.07699 47.8214
128 7.65 1.09346 48.8324 1.0743 49.4696 1.06016 49.0416
129 7.71 1.07308 50.0844 1.03673 50.6792 1.08581 50.311
130 7.77 1.06062 51.3412 1.03395 51.9044 1.08781 51.6026
131 7.83 1.08498 52.6468 1.03179 53.146 1.04731 52.8654
132 7.89 1.05053 53.9304 1.01649 54.388 1.06771 54.1726
133 7.95 1.0399 55.2204 1.02119 55.6548 1.06066 55.491
134 8.01 1.04979 56.5424 1.00786 56.924 1.02803 56.7882
135 8.07 1.0236 57.8508 0.977907 58.174 1.02873 58.1058
136 8.13 1.02334 59.1784 0.967535 59.4292 1.01237 59.4218
137 8.19 1.05428 60.5664 0.982578 60.7228 1.02807 60.778
138 8.25 1.02613 61.9372 0.970434 62.0192 1.00136 62.1184
139 8.31 0.962964 63.2424 0.953225 63.3112 0.979593 63.4488
140 8.37 0.999242 64.6164 0.941353 64.6056 0.986211 64.8076
141 8.43 1.01375 66.0304 0.948075 65.928 0.976373 66.1722
142 8.49 0.968933 67.4012 0.92624 67.2384 0.96897 67.5458
143 8.55 0.963466 68.7836 0.946182 68.596 0.954584 68.9182
144 8.61 0.949535 70.1652 0.924793 69.9416 0.960119 70.318
145 8.67 0.943487 71.5572 0.920985 71.3004 0.97461 71.7588
146 8.73 0.962117 72.9964 0.905427 72.6548 0.960726 73.1988
147 8.79 0.936894 74.4172 0.960105 74.1108 0.957132 74.6532
148 8.85 0.936723 75.8572 0.963003 75.5912 0.955624 76.1252
149 8.91 0.925176 77.2988 0.929027 77.0388 0.976742 77.6502
150 8.97 0.949314 78.798 0.931584 78.51 0.989756 79.2164
151 9.03 0.931492 80.2888 0.981228 80.0804 0.973903 80.7782
152 9.09 0.959685 81.8452 0.984842 81.6776 0.967857 82.351
153 9.15 0.971725 83.442 0.977567 83.284 0.999298 83.9964
154 9.21 0.973041 85.062 0.999229 84.9476 0.999268 85.6634
155 9.27 0.989181 86.7304 0.971395 86.586 1.00401 87.3602
156 9.33 0.98961 88.4212 0.978607 88.258 1.00551 89.0816
157 9.39 0.989716 90.134 1.01907 90.0216 1.01276 90.8378
158 9.45 0.986317 91.8628 1.02488 91.818 1.02101 92.631
159 9.51 0.975037 93.5936 1.02867 93.644 1.01593 94.438
160 9.57 0.968635 95.3348 1.01559 95.4696 1.01267 96.262
161 9.63 0.995279 97.1464 1.01726 97.3212 1.04494 98.1678
162 9.69 0.982124 98.9564 1.01338 99.1888 1.03919 100.087
163 9.75 1.02045 100.86 1.01466 101.082 1.03414 102.02
164 9.81 1.01013 102.768 1.02919 103.026 1.04203 103.992
165 9.87 1.01755 104.714 1.01483 104.966 1.04589 105.996
166 9.93 1.03319 106.714 0.991234 106.885 1.03432 108.002
167 9.99 1.03572 108.742 1.01877 108.88 1.05923 110.081
168 10.05 1.02158 110.768 1.00059 110.864 1.04803 112.163
169 10.11 1.01726 112.808 1.02085 112.912 1.0211 114.215
170 10.17 1.03052 114.9 0.996232 114.934 1.03809 116.327
171 10.23 1.0023 116.959 1.02431 117.038 1.02556 118.438
172 10.29 1.0226 119.084 1.02106 119.16 1.02247 120.567
173 10.35 1.01515 121.219 0.997458 121.258 1.0191 122.714
174 10.41 1.01608 123.38 0.973205 123.328 1.02419 124.897
175 10.47 1.01767 125.57 0.992014 125.462 1.01406 127.083
176 10.53 1.02357 127.797 1.00335 127.646 1.02024 129.308
177 10.59 1.01727 130.036 0.995101 129.836 0.987035 131.485
178 10.65 1.00836 132.281 0.980506 132.019 0.995222 133.705
179 10.71 0.997978 134.528 0.993359 134.255 0.983659 135.924
180 10.77 1.00551 136.817 1.01114 136.557 1.00254 138.211
181 10.83 1.00187 139.124 0.979808 138.813 0.995622 140.507
182 10.89 0.984679 141.416 0.990521 141.118 0.995915 142.83
183 10.95 0.999752 143.768 0.984965 143.436 0.966796 145.11
184 11.01 0.965685 146.066 0.953076 145.704 0.974408 147.433
185 11.07 1.00613 148.486 0.966055 148.028 0.979724 149.794
186 11.13 0.970474 150.846 0.965045 150.374 0.972884 152.164
187 11.19 0.990204 153.279 0.964326 152.744 0.971412 154.557
188 11.25 0.959542 155.663 0.99545 155.217 0.975863 156.986
189 11.31 0.960381 158.074 1.01487 157.765 0.999006 159.499
190 11.37 1.00592 160.626 0.989998 160.277 0.993603 162.025
191 11.43 0.975264 163.127 0.992891 162.823 0.976038 164.533
192 11.49 0.987643 165.686 1.00339 165.423 0.978812 167.074
193 11.55 0.978325 168.248 0.999712 168.04 0.975987 169.635
194 11.61 0.986533 170.858 0.994547 170.672 1.00025 172.286
195 11.67 1.01263 173.565 1.01996 173.398 1.01142 174.995
196 11.73 0.988817 176.235 1.00674 176.117 0.991422 177.678
197 11.79 1.00018 178.964 1.00546 178.86 1.01194 180.445
198 11.85 0.975278 181.652 0.998934 181.613 1.01939 183.26
199 11.91 1.01116 184.467 1.00542 184.412 1.01187 186.083
200 11.97 1.00432 187.292 1.00432 187.237 0.995856 188.889
60000 200
1 0.03 0 0 0 0 0 0
2 0.09 0 0 0 0 0 0
3 0.15 0 0 0 0 0 0
4 0.21 0 0 0 0 0 0
5 0.27 0 0 0 0 0 0
6 0.33 0 0 0 0 0 0
7 0.39 0 0 0 0 0 0
8 0.45 0 0 0 0 0 0
9 0.51 0 0 0 0 0 0
10 0.57 0 0 0 0 0 0
11 0.63 0 0 0 0 0 0
12 0.69 0 0 0 0 0 0
13 0.75 0 0 0 0 0 0
14 0.81 0 0 0 0 0 0
15 0.87 0 0 0 0 0 0
16 0.93 0 0 0 0 0 0
17 0.99 0 0 0 0 0 0
18 1.05 0 0 0 0 0 0
19 1.11 0 0 0 0 0 0
20 1.17 0 0 0 0 0 0
21 1.23 0 0 0 0 0 0
22 1.29 0 0 0 0 0 0
23 1.35 0 0 0 0 0 0
24 1.41 0 0 0 0 0 0
25 1.47 0 0 0 0 0 0
26 1.53 0 0 0 0 0 0
27 1.59 0 0 0 0 0 0
28 1.65 0 0 0 0 0 0
29 1.71 0 0 0 0 0 0
30 1.77 0 0 0 0 0 0
31 1.83 0 0 0 0 0 0
32 1.89 0 0 0 0 0 0
33 1.95 0 0 0 0 0 0
34 2.01 0 0 0 0 0 0
35 2.07 0 0 0 0 0 0
36 2.13 0 0 0 0 0 0
37 2.19 0 0 0.0637342 0.006 0 0
38 2.25 0 0 0.253598 0.0312 0.00401732 0.0004
39 2.31 0 0 0.759979 0.1108 0.0343022 0.004
40 2.37 0.00725616 0.0008 1.45123 0.2708 0.193714 0.0254
41 2.43 0.0172557 0.0028 1.86706 0.4872 0.626851 0.0982
42 2.49 0.243225 0.0324 2.58345 0.8016 1.20057 0.2446
43 2.55 0.658136 0.1164 2.86759 1.1676 1.89696 0.4872
44 2.61 1.19064 0.2756 2.86292 1.5504 2.275 0.792
45 2.67 1.76948 0.5232 2.67567 1.9248 2.65034 1.1636
46 2.73 2.29959 0.8596 2.35974 2.27 2.64565 1.5514
47 2.79 2.76724 1.2824 2.1363 2.5964 2.55007 1.9418
48 2.85 2.71217 1.7148 1.88171 2.8964 2.35369 2.3178
49 2.91 2.73625 2.1696 1.75438 3.188 1.98023 2.6476
50 2.97 2.46971 2.5972 1.48321 3.4448 1.81803 2.963
51 3.03 2.27743 3.0076 1.34515 3.6872 1.66478 3.2636
52 3.09 2.08526 3.3984 1.13121 3.8992 1.53792 3.5524
53 3.15 1.61841 3.7136 1.02486 4.0988 1.33026 3.812
54 3.21 1.52485 4.022 0.982948 4.2976 1.18724 4.0526
55 3.27 1.34553 4.3044 0.834763 4.4728 1.06419 4.2764
56 3.33 1.25705 4.578 0.790251 4.6448 1.05278 4.506
57 3.39 1.12251 4.8312 0.762526 4.8168 0.891079 4.7074
58 3.45 0.965665 5.0568 0.719113 4.9848 0.838141 4.9036
59 3.51 0.937897 5.2836 0.721204 5.1592 0.807256 5.0992
60 3.57 0.889047 5.506 0.661988 5.3248 0.777158 5.294
61 3.63 0.788758 5.71 0.6341 5.4888 0.728528 5.4828
62 3.69 0.755833 5.912 0.595686 5.648 0.692332 5.6682
63 3.75 0.665178 6.0956 0.605761 5.8152 0.691327 5.8594
64 3.81 0.673874 6.2876 0.593852 5.9844 0.641002 6.0424
65 3.87 0.61232 6.4676 0.654502 6.1768 0.60838 6.2216
66 3.93 0.612239 6.6532 0.613559 6.3628 0.635376 6.4146
67 3.99 0.590125 6.8376 0.683572 6.5764 0.581279 6.5966
68 4.05 0.595133 7.0292 0.654771 6.7872 0.650361 6.8064
69 4.11 0.621316 7.2352 0.744373 7.034 0.655592 7.0242
70 4.17 0.657476 7.4596 0.784049 7.3016 0.674875 7.255
71 4.23 0.644652 7.686 0.850804 7.6004 0.659276 7.487
72 4.29 0.654429 7.9224 0.813884 7.8944 0.733241 7.7524
73 4.35 0.680657 8.1752 0.857283 8.2128 0.761521 8.0358
74 4.41 0.759715 8.4652 0.961957 8.58 0.791661 8.3386
75 4.47 0.790454 8.7752 1.02504 8.982 0.8586 8.676
76 4.53 0.766675 9.084 1.00403 9.3864 0.911331 9.0438
77 4.59 0.814474 9.4208 1.03889 9.816 0.871733 9.405
78 4.65 0.90952 9.8068 1.09519 10.2808 0.995649 9.8284
79 4.71 0.971929 10.23 1.12534 10.7708 1.02958 10.2776
80 4.77 1.01033 10.6812 1.2029 11.308 1.10485 10.772
81 4.83 1.05527 11.1644 1.1898 11.8528 1.14034 11.2952
82 4.89 1.06192 11.6628 1.19317 12.4128 1.13805 11.8304
83 4.95 1.06544 12.1752 1.23345 13.006 1.16499 12.3918
84 5.01 1.15699 12.7452 1.2593 13.6264 1.1717 12.9702
85 5.07 1.20588 13.3536 1.2154 14.2396 1.22998 13.592
86 5.13 1.22275 13.9852 1.22121 14.8704 1.23461 14.231
87 5.19 1.19313 14.616 1.17346 15.4908 1.25719 14.897
88 5.25 1.254 15.2944 1.21999 16.1508 1.24154 15.57
89 5.31 1.25691 15.99 1.14632 16.7852 1.20967 16.2408
90 5.37 1.26643 16.7068 1.14276 17.432 1.19266 16.9172
91 5.43 1.19091 17.396 1.12732 18.0844 1.20956 17.6186
92 5.49 1.22384 18.12 1.07306 18.7192 1.17686 18.3162
93 5.55 1.20414 18.848 1.02948 19.3416 1.16377 19.0212
94 5.61 1.19471 19.586 1.0529 19.992 1.12414 19.717
95 5.67 1.12202 20.294 0.972416 20.6056 1.07644 20.3976
96 5.73 1.15078 21.0356 0.967675 21.2292 1.05339 21.0778
97 5.79 1.10213 21.7608 0.93435 21.844 1.01196 21.745
98 5.85 1.05999 22.4728 0.98972 22.5088 1.02043 22.4318
99 5.91 1.03682 23.1836 0.942303 23.1548 0.947115 23.0824
100 5.97 0.994933 23.8796 0.893724 23.78 0.955279 23.752
101 6.03 0.924789 24.5396 0.905732 24.4264 0.931889 24.4184
102 6.09 0.941274 25.2248 0.872588 25.0616 0.921294 25.0904
103 6.15 0.918687 25.9068 0.845946 25.6896 0.863344 25.7326
104 6.21 0.886752 26.578 0.879353 26.3552 0.858345 26.3836
105 6.27 0.875564 27.2536 0.898892 27.0488 0.86657 27.0536
106 6.33 0.873794 27.9408 0.852433 27.7192 0.861133 27.7322
107 6.39 0.900385 28.6624 0.889904 28.4324 0.875921 28.4356
108 6.45 0.869996 29.3728 0.89106 29.16 0.863611 29.1422
109 6.51 0.858842 30.0872 0.882405 29.894 0.887838 29.8822
110 6.57 0.863528 30.8188 0.916879 30.6708 0.871225 30.6218
111 6.63 0.892941 31.5892 0.934204 31.4768 0.899253 31.3992
112 6.69 0.834649 32.3224 0.982181 32.3396 0.908643 32.199
113 6.75 0.879814 33.1092 0.959431 33.1976 0.912649 33.0168
114 6.81 0.920188 33.9468 1.01642 34.1228 0.962642 33.8948
115 6.87 0.933547 34.8116 1.00436 35.0532 0.962276 34.788
116 6.93 0.932304 35.6904 1.04306 36.0364 0.956908 35.6918
117 6.99 0.940142 36.592 1.03858 37.0324 0.984676 36.638
118 7.05 0.988173 37.556 1.05009 38.0568 1.01157 37.6268
119 7.11 1.0151 38.5632 1.07275 39.1212 1.02917 38.65
120 7.17 1.03545 39.608 1.04576 40.1764 1.06008 39.7218
121 7.23 0.983247 40.6168 1.07448 41.2788 1.01435 40.7646
122 7.29 1.03347 41.6948 1.04958 42.3736 1.0492 41.8612
123 7.35 1.031 42.788 1.06608 43.504 1.06 42.9874
124 7.41 1.04481 43.914 1.0745 44.662 1.06531 44.1378
125 7.47 1.08835 45.106 1.07228 45.8364 1.04863 45.2886
126 7.53 1.07827 46.306 1.08833 47.0476 1.09656 46.5114
127 7.59 1.0627 47.5076 1.06978 48.2572 1.09147 47.748
128 7.65 1.11122 48.784 1.04261 49.4548 1.05234 48.9592
129 7.71 1.10462 50.0728 1.04976 50.6796 1.05519 50.1928
130 7.77 1.09201 51.3668 1.02484 51.894 1.05799 51.449
131 7.83 1.05207 52.6328 1.06071 53.1704 1.0775 52.7482
132 7.89 1.06919 53.9392 1.025 54.4228 1.07588 54.0654
133 7.95 1.05699 55.2504 1.01958 55.6876 1.03991 55.358
134 8.01 1.07329 56.602 1.02183 56.9744 1.03057 56.6584
135 8.07 1.10683 58.0168 1.00169 58.2548 1.03232 57.9806
136 8.13 1.05664 59.3876 0.994051 59.5444 1.01391 59.2986
137 8.19 1.04182 60.7592 0.984401 60.8404 1.00775 60.628
138 8.25 0.991693 62.084 1.01086 62.1908 1.01108 61.9814
139 8.31 1.01402 63.4584 0.947913 63.4756 0.993288 63.3304
140 8.37 1.00099 64.8348 0.962589 64.7992 1.00029 64.7086
141 8.43 0.96098 66.1752 0.965855 66.1464 0.981238 66.08
142 8.49 0.976567 67.5568 0.962713 67.5084 0.983925 67.4748
143 8.55 0.973781 68.954 0.937539 68.8536 0.964182 68.861
144 8.61 0.976201 70.3744 0.955033 70.2432 0.930488 70.2176
145 8.67 0.942403 71.7648 0.958941 71.658 0.9531 71.6266
146 8.73 0.966395 73.2104 0.92575 73.0428 0.944981 73.043
147 8.79 0.943224 74.6408 0.946125 74.4776 0.953841 74.4924
148 8.85 0.948171 76.0984 0.989283 75.9984 0.948872 75.954
149 8.91 0.902329 77.5044 0.982165 77.5288 0.981098 77.4858
