# Time-averaged data for fix rdfout
# TimeStep Number-of-rows
# Row c_myrdf[1] c_myrdf[2] c_myrdf[3] c_myrdf[4] c_myrdf[5] c_myrdf[6] c_myrdf[7]
20000 200
134 8.01 1.05646 56.382 1.01612 56.6844 1.01123 56.9218
135 8.07 1.04081 57.7124 0.977594 57.934 1.0331 58.245
136 8.13 1.02149 59.0376 0.981718 59.2076 0.999448 59.5442
137 8.19 1.01509 60.374 0.986831 60.5068 1.00699 60.8726
138 8.25 1.01505 61.73 0.940791 61.7636 0.985974 62.1924
139 8.31 1.03763 63.1364 0.9789 63.0904 0.982833 63.5272
140 8.37 1.01146 64.5272 0.957352 64.4068 0.991873 64.8938
141 8.43 0.9627 65.87 0.921118 65.6916 0.988822 66.2758
142 8.49 0.972043 67.2452 0.941225 67.0232 0.973626 67.656
143 8.55 0.941442 68.596 0.947297 68.3824 0.958479 69.034
144 8.61 0.962456 69.9964 0.95091 69.766 0.955592 70.4272
145 8.67 0.961381 71.4148 0.981444 71.214 0.971093 71.8628
146 8.73 0.937515 72.8172 0.946875 72.6304 0.961393 73.3038
147 8.79 0.94929 74.2568 0.960896 74.0876 0.985166 74.8008
148 8.85 0.969768 75.7476 0.952595 75.552 0.948093 76.2612
149 8.91 0.972924 77.2636 0.991407 77.0968 0.971875 77.7786
150 8.97 0.953873 78.77 0.961471 78.6152 0.971303 79.3156
151 9.03 0.955235 80.2988 0.984977 80.1916 0.975773 80.8804
152 9.09 0.992242 81.908 0.974237 81.7716 0.978688 82.4708
153 9.15 0.953225 83.4744 0.986817 83.3932 0.983022 84.0894
154 9.21 0.957424 85.0684 1.0146 85.0824 1.00298 85.7626
155 9.27 0.959774 86.6872 1.00033 86.7696 0.990635 87.4368
156 9.33 0.970647 88.3456 1.00857 88.4928 1.00013 89.149
157 9.39 0.946263 89.9832 1.00243 90.2276 1.00861 90.898
158 9.45 0.965778 91.676 1.00526 91.9896 1.00382 92.661
159 9.51 1.00951 93.468 1.03926 93.8344 0.996475 94.4334
160 9.57 1.01915 95.3 1.0305 95.6868 1.00201 96.2382
161 9.63 1.01066 97.1396 1.02978 97.5612 0.997895 98.0582
162 9.69 1.00795 98.9972 1.03856 99.4752 1.01287 99.9286
163 9.75 1.04425 100.946 1.02581 101.389 1.0105 101.818
164 9.81 1.01034 102.854 1.04507 103.363 1.02005 103.748
165 9.87 1.06713 104.894 1.02696 105.327 1.02188 105.706
166 9.93 1.02616 106.88 1.01748 107.296 1.03298 107.709
167 9.99 1.04226 108.922 0.999987 109.255 1.02937 109.73
168 10.05 1.05366 111.011 1.05144 111.339 1.01732 111.751
169 10.11 1.02225 113.062 1.01208 113.37 1.02866 113.818
170 10.17 1.03465 115.162 1.02677 115.454 1.00515 115.863
171 10.23 1.0356 117.289 1.01671 117.542 1.00554 117.933
172 10.29 1.04069 119.452 0.995266 119.611 1.02449 120.066
173 10.35 1.00887 121.573 1.01591 121.747 0.991001 122.154
174 10.41 1.03038 123.765 1.02379 123.924 1.00345 124.292
175 10.47 1.0199 125.959 1.00763 126.092 0.99003 126.427
176 10.53 0.996364 128.128 1.01291 128.297 1.01308 128.636
177 10.59 1.01236 130.356 1.01 130.52 1.00408 130.851
178 10.65 1.01842 132.623 0.980506 132.703 0.994594 133.069
179 10.71 1.00171 134.878 0.976835 134.902 0.978251 135.276
180 10.77 1.02502 137.212 0.984781 137.144 0.992631 137.54
181 10.83 1.00622 139.528 1.00292 139.453 0.99779 139.842
182 10.89 0.999801 141.856 0.975055 141.722 0.974906 142.116
183 10.95 1.01709 144.249 0.987855 144.047 0.977482 144.421
184 11.01 0.983674 146.59 0.997628 146.421 0.994458 146.792
185 11.07 0.984182 148.957 0.989171 148.8 0.98072 149.155
186 11.13 0.971954 151.32 1.02082 151.282 0.981093 151.545
187 11.19 0.991994 153.758 0.990204 153.716 0.979452 153.957
188 11.25 0.997383 156.236 0.980958 156.152 0.983175 156.405
189 11.31 0.979818 158.696 1.00467 158.675 0.986047 158.885
190 11.37 0.993151 161.216 1.00072 161.214 0.994705 161.414
191 11.43 1.00256 163.786 1.00381 163.788 0.989037 163.955
192 11.49 0.987334 166.345 1.02099 166.434 0.974498 166.486
193 11.55 0.974047 168.895 0.999865 169.052 0.99413 169.094
194 11.61 1.00014 171.541 1.01193 171.729 0.98539 171.706
195 11.67 0.97851 174.157 1.01487 174.442 0.980809 174.333
196 11.73 1.00111 176.86 0.989706 177.114 1.00022 177.04
197 11.79 0.985816 179.55 1.00385 179.853 0.999939 179.773
198 11.85 0.983695 182.261 1.00503 182.623 0.995705 182.523
199 11.91 0.983866 185 0.99263 185.387 1.0204 185.37
200 11.97 1.00745 187.834 1.01542 188.242 1.00764 188.209
25000 200
1 0.03 0 0 0 0 0 0
2 0.09 0 0 0 0 0 0
3 0.15 0 0 0 0 0 0
4 0.21 0 0 0 0 0 0
5 0.27 0 0 0 0 0 0
6 0.33 0 0 0 0 0 0
7 0.39 0 0 0 0 0 0
8 0.45 0 0 0 0 0 0
9 0.51 0 0 0 0 0 0
10 0.57 0 0 0 0 0 0
11 0.63 0 0 0 0 0 0
12 0.69 0 0 0 0 0 0
13 0.75 0 0 0 0 0 0
14 0.81 0 0 0 0 0 0
15 0.87 0 0 0 0 0 0
16 0.93 0 0 0 0 0 0
17 0.99 0 0 0 0 0 0
18 1.05 0 0 0 0 0 0
19 1.11 0 0 0 0 0 0
20 1.17 0 0 0 0 0 0
21 1.23 0 0 0 0 0 0
22 1.29 0 0 0 0 0 0
23 1.35 0 0 0 0 0 0
24 1.41 0 0 0 0 0 0
25 1.47 0 0 0 0 0 0
26 1.53 0 0 0 0 0 0
27 1.59 0 0 0 0 0 0
28 1.65 0 0 0 0 0 0
29 1.71 0 0 0 0 0 0
30 1.77 0 0 0 0 0 0
31 1.83 0 0 0 0 0 0
32 1.89 0 0 0 0 0 0
33 1.95 0 0 0 0 0 0
34 2.01 0 0 0 0 0 0
35 2.07 0 0 0 0 0 0
36 2.13 0 0 0 0 0 0
37 2.19 0 0 0.0467384 0.0044 0 0
38 2.25 0 0 0.185167 0.0228 0.00401732 0.0004
39 2.31 0 0 0.649228 0.0908 0.0362078 0.0042
40 2.37 0.00362808 0.0004 1.35327 0.24 0.188283 0.025
41 2.43 0.0483159 0.006 1.94989 0.466 0.61824 0.0968
42 2.49 0.174202 0.0272 2.54072 0.7752 1.2957 0.2548
43 2.55 0.59859 0.1036 2.85192 1.1392 1.93136 0.5018
44 2.61 1.16072 0.2588 2.79411 1.5128 2.40637 0.8242
45 2.67 1.86382 0.5196 2.53845 1.868 2.60755 1.1898
46 2.73 2.32967 0.8604 2.3242 2.208 2.72888 1.5898
47 2.79 2.53947 1.2484 2.17819 2.5408 2.54746 1.9798
48 2.85 2.78995 1.6932 1.89425 2.8428 2.43882 2.3694
49 2.91 2.63518 2.1312 1.60517 3.1096 2.17237 2.7312
50 2.97 2.36575 2.5408 1.4116 3.354 1.94023 3.0678
51 3.03 2.23747 2.944 1.21196 3.5724 1.67143 3.3696
52 3.09 1.89317 3.2988 1.15895 3.7896 1.46337 3.6444
53 3.15 1.76012 3.6416 1.05977 3.996 1.27697 3.8936
54 3.21 1.60594 3.9664 1.09172 4.2168 1.19613 4.136
55 3.27 1.37793 4.2556 0.878597 4.4012 1.05563 4.358
56 3.33 1.235 4.5244 0.869276 4.5904 0.94457 4.564
57 3.39 1.09414 4.7712 0.753659 4.7604 0.91497 4.7708
58 3.45 0.987924 5.002 0.731098 4.9312 0.811655 4.9608
59 3.51 0.876693 5.214 0.724513 5.1064 0.742048 5.1406
60 3.57 0.810696 5.4168 0.669983 5.274 0.722103 5.3216
61 3.63 0.754733 5.612 0.661938 5.4452 0.678364 5.4974
62 3.69 0.794747 5.8244 0.60317 5.6064 0.69756 5.6842
63 3.75 0.69706 6.0168 0.718798 5.8048 0.624074 5.8568
64 3.81 0.694933 6.2148 0.623334 5.9824 0.65151 6.0428
65 3.87 0.665388 6.4104 0.615042 6.1632 0.594121 6.2178
66 3.93 0.612239 6.596 0.68745 6.3716 0.643936 6.4134
67 3.99 0.600365 6.7836 0.736056 6.6016 0.654099 6.6182
68 4.05 0.647316 6.992 0.746712 6.842 0.655941 6.8298
69 4.11 0.659922 7.2108 0.710593 7.0776 0.63392 7.0404
70 4.17 0.680916 7.4432 0.732482 7.3276 0.693004 7.2774
71 4.23 0.642374 7.6688 0.743741 7.5888 0.698491 7.5232
72 4.29 0.65 7.9036 0.803918 7.8792 0.795679 7.8112
73 4.35 0.730199 8.1748 0.831436 8.188 0.740561 8.0868
74 4.41 0.710465 8.446 0.86136 8.5168 0.767085 8.3802
75 4.47 0.760876 8.7444 0.937326 8.8844 0.835697 8.7086
76 4.53 0.835199 9.0808 0.945433 9.2652 0.954445 9.0938
77 4.59 0.828016 9.4232 1.0476 9.6984 0.938826 9.4828
78 4.65 0.844487 9.7816 1.06126 10.1488 1.00741 9.9112
79 4.71 0.959068 10.1992 1.15015 10.6496 1.09788 10.3902
80 4.77 0.999582 10.6456 1.16797 11.1712 1.07446 10.871
81 4.83 1.00548 11.106 1.14874 11.6972 1.10198 11.3766
82 4.89 1.0926 11.6188 1.22641 12.2728 1.16612 11.925
83 4.95 1.09289 12.1444 1.26922 12.8832 1.18658 12.4968
84 5.01 1.09529 12.684 1.24631 13.4972 1.21383 13.096
85 5.07 1.19003 13.2844 1.27169 14.1388 1.19239 13.6988
86 5.13 1.23747 13.9236 1.19565 14.7564 1.23615 14.3386
87 5.19 1.22567 14.5716 1.23701 15.4104 1.26286 15.0076
88 5.25 1.20077 15.2212 1.21186 16.066 1.21903 15.6684
89 5.31 1.20487 15.888 1.19475 16.7272 1.20065 16.3342
90 5.37 1.25018 16.5956 1.09894 17.3492 1.23216 17.033
91 5.43 1.18814 17.2832 1.17639 18.03 1.21577 17.738
92 5.49 1.21708 18.0032 1.1116 18.6876 1.19947 18.449
93 5.55 1.22002 18.7408 1.07182 19.3356 1.14825 19.1446
94 5.61 1.20183 19.4832 1.0134 19.9616 1.09571 19.8228
95 5.67 1.11885 20.1892 0.959737 20.5672 1.08055 20.506
96 5.73 1.08002 20.8852 0.961468 21.1868 1.02087 21.1652
97 5.79 1.08207 21.5972 1.00304 21.8468 1.00286 21.8264
98 5.85 1.08738 22.3276 0.921833 22.466 0.968722 22.4784
99 5.91 0.990731 23.0068 0.920131 23.0968 0.963128 23.14
100 5.97 1.01437 23.7164 0.869136 23.7048 0.944152 23.8018
101 6.03 0.947208 24.3924 0.857531 24.3168 0.954822 24.4846
102 6.09 0.931932 25.0708 0.884127 24.9604 0.878794 25.1256
103 6.15 0.923536 25.7564 0.887974 25.6196 0.893458 25.7902
104 6.21 0.885166 26.4264 0.893622 26.296 0.889725 26.465
105 6.27 0.919627 27.136 0.878674 26.974 0.87045 27.138
106 6.33 0.863113 27.8148 0.883967 27.6692 0.852251 27.8096
107 6.39 0.911865 28.5456 0.882916 28.3768 0.858736 28.4992
108 6.45 0.866567 29.2532 0.881752 29.0968 0.896855 29.233
109 6.51 0.879038 29.9844 0.878077 29.8272 0.867682 29.9562
110 6.57 0.876748 30.7272 0.934348 30.6188 0.88489 30.7074
111 6.63 0.897114 31.5012 0.958776 31.446 0.905499 31.4902
112 6.69 0.876996 32.2716 0.966244 32.2948 0.886603 32.2706
113 6.75 0.886076 33.064 0.943776 33.1388 0.962645 33.1332
114 6.81 0.883275 33.868 0.97336 34.0248 0.917909 33.9704
115 6.87 0.890367 34.6928 1.00652 34.9572 0.965077 34.8662
116 6.93 0.94164 35.5804 1.04391 35.9412 0.968978 35.7814
117 6.99 0.954324 36.4956 1.0073 36.9072 1.00674 36.7488
118 7.05 0.960291 37.4324 1.08043 37.9612 0.997245 37.7236
119 7.11 1.00624 38.4308 1.06711 39.02 1.01629 38.734
120 7.17 1.02792 39.468 1.03188 40.0612 1.02092 39.7662
121 7.23 1.04329 40.5384 1.07214 41.1612 1.03692 40.8322
122 7.29 1.02733 41.61 1.10288 42.3116 1.04193 41.9212
123 7.35 1.05703 42.7308 1.06005 43.4356 1.07638 43.0648
124 7.41 1.06745 43.8812 1.09974 44.6208 1.0555 44.2046
125 7.47 1.09054 45.0756 1.06534 45.7876 1.09 45.4008
126 7.53 1.09156 46.2904 1.08653 46.9968 1.07127 46.5954
127 7.59 1.10374 47.5384 1.07367 48.2108 1.05687 47.7928
128 7.65 1.10077 48.8028 1.05515 49.4228 1.09214 49.0498
129 7.71 1.09056 50.0752 1.06348 50.6636 1.07059 50.3014
130 7.77 1.08695 51.3632 1.03125 51.8856 1.0649 51.5658
131 7.83 1.10226 52.6896 1.02481 53.1188 1.06373 52.8484
132 7.89 1.08065 54.01 1.00863 54.3512 1.04696 54.1302
133 7.95 1.04796 55.31 1.02829 55.6268 1.03878 55.4214
134 8.01 1.04153 56.6216 1.04979 56.9488 1.02027 56.7088
135 8.07 1.0236 57.93 1.0236 58.2572 1.02014 58.0154
136 8.13 1.01563 59.2476 1.01656 59.576 0.982832 59.293
137 8.19 1.02663 60.5992 1.02481 60.9252 1.00184 60.6146
138 8.25 1.01205 61.9512 0.984806 62.2408 0.991353 61.9416
139 8.31 1.01726 63.33 0.982146 63.572 0.972671 63.2626
140 8.37 0.997787 64.702 1.00971 64.9604 0.983744 64.618
141 8.43 0.983635 66.074 0.966428 66.3084 0.970649 65.9746
142 8.49 0.978263 67.458 0.969781 67.6804 0.948936 67.3198
143 8.55 0.973223 68.8544 0.953988 69.0492 0.97712 68.7246
144 8.61 0.952834 70.2408 0.950635 70.4324 0.969722 70.1384
145 8.67 1.01398 71.7368 0.95867 71.8468 0.951612 71.5452
146 8.73 0.950083 73.158 0.938585 73.2508 0.955389 72.9772
147 8.79 0.94085 74.5848 0.940059 74.6764 0.962002 74.439
148 8.85 0.968987 76.0744 0.942447 76.1252 0.959389 75.9168
149 8.91 0.937241 77.5348 0.962912 77.6256 0.964061 77.422
150 8.97 0.942982 79.024 0.983001 79.178 0.961318 78.9432
151 9.03 0.958734 80.5584 0.966482 80.7248 0.945093 80.4588
152 9.09 0.928361 82.064 0.949326 82.2644 0.974873 82.043
153 9.15 0.965883 83.6512 1.00434 83.9148 0.96711 83.6354
154 9.21 0.956703 85.244 1.00067 85.5808 0.990756 85.2882
155 9.27 0.982304 86.9008 0.960011 87.2 0.99596 86.9714
156 9.33 0.966901 88.5528 0.978841 88.8724 1.00107 88.6852
157 9.39 0.990641 90.2672 1.00428 90.6104 0.986699 90.3962
158 9.45 1.00571 92.03 1.0032 92.3688 1.03308 92.2106
159 9.51 1.00343 93.8112 1.00884 94.1596 1.01593 94.0176
160 9.57 0.985546 95.5828 1.01047 95.976 1.01755 95.8504
161 9.63 0.993521 97.3912 1.01418 97.822 1.02443 97.7188
162 9.69 1.01142 99.2552 1.02597 99.7128 1.02132 99.6048
163 9.75 1.02238 101.163 1.01338 101.604 1.03938 101.548
164 9.81 1.02431 103.098 1.04422 103.576 1.04308 103.522
165 9.87 1.03533 105.077 1.02048 105.527 1.03942 105.514
166 9.93 1.02554 107.062 1.02906 107.519 1.0368 107.524
167 9.99 1.04471 109.108 0.994474 109.467 1.036 109.558
168 10.05 1.01956 111.13 1.03227 111.513 1.04491 111.633
169 10.11 1.02644 113.189 1.01966 113.559 1.01931 113.682
170 10.17 1.0114 115.242 0.998794 115.586 1.02374 115.765
171 10.23 1.04826 117.395 1.02606 117.694 1.04053 117.906
172 10.29 1.02414 119.524 1.02048 119.815 1.02756 120.046
173 10.35 1.0239 121.676 1.00944 121.937 1.03059 122.217
174 10.41 1.00085 123.805 1.01345 124.093 1.00429 124.358
175 10.47 1.01581 125.991 1.00614 126.258 1.00803 126.531
176 10.53 1.01033 128.19 1.01383 128.464 1.0018 128.715
177 10.59 1.012 130.417 0.997281 130.659 0.997735 130.916
178 10.65 1.0195 132.687 1.00261 132.891 0.982849 133.108
179 10.71 0.993714 134.924 0.97417 135.084 1.00387 135.373
180 10.77 1.0027 137.207 0.986714 137.331 0.988949 137.629
181 10.83 0.965386 139.429 0.984151 139.596 0.993021 139.92
182 10.89 0.969728 141.686 0.975399 141.867 0.996858 142.245
183 10.95 1.00961 144.062 0.971708 144.154 0.988762 144.576
184 11.01 0.985859 146.408 0.977621 146.48 0.981371 146.916
185 11.07 0.974037 148.751 0.964891 148.8 0.98379 149.287
186 11.13 0.98347 151.142 0.979686 151.182 0.97822 151.67
187 11.19 1.00615 153.615 0.959118 153.54 0.980265 154.084
188 11.25 0.976772 156.041 0.986433 155.99 0.97763 156.517
189 11.31 1.00515 158.565 0.976951 158.443 0.992805 159.015
190 11.37 0.972815 161.033 0.990786 160.957 0.988805 161.529
191 11.43 1.00225 163.603 0.990863 163.498 0.984055 164.057
192 11.49 0.966958 166.109 0.991039 166.066 0.986284 166.618
193 11.55 0.998337 168.723 0.9797 168.631 0.985897 169.205
194 11.61 0.991825 171.347 0.98351 171.233 0.978525 171.799
195 11.67 1.00305 174.028 1.00634 173.923 1.00665 174.495
196 11.73 0.995779 176.717 0.974894 176.556 1.00354 177.211
197 11.79 0.992853 179.426 1.01455 179.324 1.00506 179.958
198 11.85 0.986163 182.144 1.00837 182.103 1.00418 182.731
199 11.91 1.02438 184.996 1.02625 184.96 1.01416 185.561
200 11.97 1.00247 187.815 1.02921 187.854 1.0207 188.437
30000 200
1 0.03 0 0 0 0 0 0
2 0.09 0 0 0 0 0 0
3 0.15 0 0 0 0 0 0
4 0.21 0 0 0 0 0 0
5 0.27 0 0 0 0 0 0
6 0.33 0 0 0 0 0 0
7 0.39 0 0 0 0 0 0
8 0.45 0 0 0 0 0 0
9 0.51 0 0 0 0 0 0
10 0.57 0 0 0 0 0 0
11 0.63 0 0 0 0 0 0
12 0.69 0 0 0 0 0 0
13 0.75 0 0 0 0 0 0
14 0.81 0 0 0 0 0 0
15 0.87 0 0 0 0 0 0
16 0.93 0 0 0 0 0 0
17 0.99 0 0 0 0 0 0
18 1.05 0 0 0 0 0 0
19 1.11 0 0 0 0 0 0
20 1.17 0 0 0 0 0 0
21 1.23 0 0 0 0 0 0
22 1.29 0 0 0 0 0 0
23 1.35 0 0 0 0 0 0
24 1.41 0 0 0 0 0 0
25 1.47 0 0 0 0 0 0
26 1.53 0 0 0 0 0 0
27 1.59 0 0 0 0 0 0
28 1.65 0 0 0 0 0 0
29 1.71 0 0 0 0 0 0
30 1.77 0 0 0 0 0 0
31 1.83 0 0 0 0 0 0
32 1.89 0 0 0 0 0 0
33 1.95 0 0 0 0 0 0
34 2.01 0 0 0 0 0 0
35 2.07 0 0 0 0 0 0
36 2.13 0 0 0 0 0 0
37 2.19 0 0 0.0424895 0.004 0 0
38 2.25 0 0 0.213345 0.0252 0.00602598 0.0006
39 2.31 0 0 0.672142 0.0956 0.0400192 0.0048
40 2.37 0 0 1.44398 0.2548 0.21906 0.029
41 2.43 0.0379625 0.0044 2.02927 0.49 0.649238 0.1044
42 2.49 0.167628 0.0248 2.48484 0.7924 1.31046 0.2642
43 2.55 0.560983 0.0964 2.7297 1.1408 1.86412 0.5026
44 2.61 1.1697 0.2528 2.74624 1.508 2.49146 0.8364
45 2.67 1.73804 0.496 2.52416 1.8612 2.62895 1.205
46 2.73 2.49646 0.8612 2.30506 2.1984 2.63883 1.5918
47 2.79 2.67037 1.2692 1.98445 2.5016 2.6389 1.9958
48 2.85 2.7222 1.7032 1.91934 2.8076 2.34618 2.3706
49 2.91 2.63036 2.1404 1.68699 3.088 2.10272 2.7208
