LAMMPS data file via write_data, version 22 Jul 2025, timestep = 100000, units = real

1000 atoms
2 atom types

0 26.7628766153 xlo xhi
0 26.7628766153 ylo yhi
0 26.7628766153 zlo zhi

Masses

1 69.723
2 69.723

Pair Coeffs # lj/cut/kk

1 0.43 2.97
2 0.43 2.43

Atoms # atomic/kk

457 1 0.3122627794345849 7.477887757804357 1.9076119005901644 0 0 1
737 2 1.0006363611208071 2.488304038680495 7.608092818529355 0 1 1
914 1 5.221502687337252 7.605089990449096 2.611252833251494 0 0 0
297 2 4.733941580166953 6.972256730402295 5.442163993539072 0 0 1
145 2 3.479281329191463 2.365588859971335 7.664164430542267 0 0 0
573 2 3.2273602792663487 0.5587391971725572 6.263149537261687 0 1 1
470 2 3.818452770899968 8.114357509801378 7.520072623463795 1 0 1
635 2 2.705594526918768 3.703073064290315 5.9154659419057065 1 0 0
749 2 25.868701430454525 6.4586066643305555 6.751621915856416 0 0 0
579 2 4.388399091105634 0.4803227296364024 3.6151559628838306 0 1 0
104 2 5.067104792295403 4.741605396239242 6.693651413044748 0 0 0
291 2 3.1183325899466943 6.0735022402341965 6.987149697117575 0 0 1
729 2 7.181364789977476 1.913450908838105 5.27289801134871 1 1 0
487 2 0.8537886989992483 1.5469051069303064 2.686606838388962 0 1 0
188 2 4.845049865856441 2.5361682063929964 5.539127192083242 0 0 0
144 2 7.498189260158254 4.281932508641804 6.270986380182353 0 0 1
740 2 5.225029361785818 6.715611525184283 8.490386206344867 0 1 0
501 2 5.008309101448495 2.4418779529950383 2.2359320866242536 0 0 0
148 2 5.957886102164788 2.52818300281891 7.561147393727887 1 0 0
324 2 7.690679577955518 1.1512978324646663 8.26194872668908 0 1 1
966 2 1.2392770971577556 4.3619016864928675 3.1833773263604574 1 0 0
221 2 6.846796483745128 5.375293098642797 1.060212747247514 0 1 0
279 2 3.033927423413974 0.786991744160296 1.712426244998012 0 0 1
286 2 8.988160847721804 2.4112285077658933 6.818333572060678 0 0 0
395 2 25.60871274429202 4.404002813117724 4.769366739768002 0 1 0
476 2 8.422617030721286 3.2249923999234307 0.8658823029709036 1 0 1
895 2 0.8828599427482517 5.100231768950375 5.791419178497426 0 0 0
931 2 0.6133097022686894 0.1888850627119741 6.090981161675868 1 1 0
216 1 2.0622616343734523 6.273053138148197 26.36323929001727 1 0 0
588 2 4.565460608889421 0.8593454331415299 8.920333445660551 1 0 0
591 2 8.105311998415383 3.3889776836873984 9.313028081619933 0 1 1
249 2 6.577923173914259 1.7235105723711117 10.446816905480704 0 1 0
202 2 7.353601858950815 3.0982134728350843 2.8921685394832295 0 0 0
615 1 8.211457550711378 8.2353678686893 1.2394953794534096 0 0 1
336 2 6.9062292091648025 6.561060933610878 6.504295956603351 0 1 1
724 2 7.423623341079187 1.0481785224597353 1.254261038202609 0 1 0
975 2 0.9211799936810136 5.00389591727996 8.492466565966408 1 0 0
157 2 5.307180876683895 4.46698532732378 3.9913674262998846 0 1 0
826 2 0.8320888468536988 2.5686814828028517 5.016995269377117 1 0 0
592 2 7.551366834550778 5.499313545547111 4.286012194378073 1 1 0
754 2 2.716568390379663 3.380174753742063 1.6947557573952297 0 1 0
602 2 6.0061037041207435 4.330332321673564 9.034376739213535 0 0 1
994 2 3.142016009401283 5.409578398178645 4.153520913829825 1 0 0
58 2 3.114719258227195 2.540813382435897 3.638617707219801 0 0 0
183 2 4.384387557569006 4.7139880522566004 1.1964500887326 0 1 0
824 2 17.828753082772405 3.892591809679796 3.3626182982247355 0 0 1
161 2 9.087976144211538 7.535462300587752 6.924767036629022 0 1 0
459 2 9.6810342185125 4.856826430327954 9.87621528880647 0 1 0
471 2 10.493429690400474 6.9078197240029215 8.535239500819024 0 0 0
27 1 16.451648828526174 6.1207814932557065 1.1318533049903796 0 0 1
224 2 13.801319156600282 5.962456949130612 8.356386973434988 0 0 1
842 2 16.536255497756663 7.629443317614586 4.6820985485228555 0 1 0
720 2 10.266908332288143 2.9905186251052935 2.5377600045220885 0 0 1
660 2 11.870371508171313 9.15121727584572 7.7620584930395315 0 1 1
921 2 11.656792525683462 6.987701156162562 6.475471446639744 0 0 1
