# Time-averaged data for fix rdf1_out
# TimeStep Number-of-rows
# Row c_rdf1[1] c_rdf1[2] c_rdf1[3]
110000 100
77 6.12 0.989531 51.9779
78 6.2 0.982836 53.9834
79 6.28 0.975885 56.0266
80 6.36 0.971264 58.1122
81 6.44 0.960876 60.2277
82 6.52 0.928374 62.3227
83 6.6 0.910857 64.429
84 6.68 0.914008 66.5941
85 6.76 0.908381 68.7978
86 6.84 0.906673 71.0496
87 6.92 0.901056 73.3402
88 7 0.901972 75.6864
89 7.08 0.903103 78.0895
90 7.16 0.912934 80.574
91 7.24 0.923844 83.1447
92 7.32 0.935108 85.8046
93 7.4 0.954394 88.579
94 7.48 0.974272 91.4727
95 7.56 0.994693 94.4907
96 7.64 1.01377 97.6319
97 7.72 1.03706 100.913
98 7.8 1.06043 104.338
99 7.88 1.08293 107.908
100 7.96 1.09807 111.601
110200 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0 0
28 2.2 0 0
29 2.28 0.000738096 0.000203704
30 2.36 0.00851741 0.00272222
31 2.44 0.0861257 0.0299444
32 2.52 0.614209 0.237019
33 2.6 2.01665 0.960759
34 2.68 2.80435 2.03007
35 2.76 3.28445 3.35833
36 2.84 3.11976 4.69419
37 2.92 2.54794 5.84752
38 3 1.9459 6.77726
39 3.08 1.55399 7.55987
40 3.16 1.27198 8.23417
41 3.24 1.0647 8.82752
42 3.32 0.913627 9.36213
43 3.4 0.784506 9.84357
44 3.48 0.734595 10.3159
45 3.56 0.713567 10.7959
46 3.64 0.71185 11.2966
47 3.72 0.682521 11.7981
48 3.8 0.663146 12.3064
49 3.88 0.676818 12.8473
50 3.96 0.716439 13.4437
51 4.04 0.730323 14.0765
52 4.12 0.754559 14.7565
53 4.2 0.767814 15.4755
54 4.28 0.790434 16.2442
55 4.36 0.814379 17.066
56 4.44 0.843072 17.9483
57 4.52 0.866988 18.8886
58 4.6 0.90312 19.9031
59 4.68 0.927011 20.9809
60 4.76 0.94809 22.1213
61 4.84 0.983275 23.3441
62 4.92 1.01047 24.6426
63 5 1.03681 26.0186
64 5.08 1.06663 27.4798
65 5.16 1.11492 29.0557
66 5.24 1.15314 30.7365
67 5.32 1.19027 32.5249
68 5.4 1.21182 34.4008
69 5.48 1.21092 36.3312
70 5.56 1.19165 38.2868
71 5.64 1.16059 40.2466
72 5.72 1.13178 42.2124
73 5.8 1.09306 44.1644
74 5.88 1.05958 46.1091
75 5.96 1.03206 48.0553
76 6.04 1.01148 50.0142
77 6.12 0.987156 51.9769
78 6.2 0.981884 53.9806
79 6.28 0.975151 56.0222
80 6.36 0.971144 58.1075
81 6.44 0.963063 60.2279
82 6.52 0.930442 62.3276
83 6.6 0.912996 64.4388
84 6.68 0.907519 66.5885
85 6.76 0.90877 68.7931
86 6.84 0.90381 71.0379
87 6.92 0.900714 73.3275
88 7 0.904826 75.6812
89 7.08 0.905685 78.0912
90 7.16 0.912431 80.5743
91 7.24 0.921953 83.1398
92 7.32 0.937211 85.8056
93 7.4 0.956751 88.5869
94 7.48 0.972352 91.4749
95 7.56 0.9949 94.4935
96 7.64 1.01362 97.6343
97 7.72 1.04046 100.926
98 7.8 1.05806 104.343
99 7.88 1.08318 107.914
100 7.96 1.09928 111.611
110300 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0 0
28 2.2 0 0
29 2.28 0.000805195 0.000222222
30 2.36 0.00901843 0.00288889
31 2.44 0.0863601 0.0301852
32 2.52 0.614593 0.237389
33 2.6 2.01985 0.962278
34 2.68 2.80396 2.03144
35 2.76 3.27794 3.35707
36 2.84 3.12157 4.6937
37 2.92 2.52868 5.83831
38 3 1.96811 6.77867
39 3.08 1.55759 7.56309
40 3.16 1.27338 8.23813
41 3.24 1.06374 8.83094
42 3.32 0.897297 9.356
43 3.4 0.786588 9.83872
44 3.48 0.734566 10.311
45 3.56 0.727412 10.8004
46 3.64 0.710692 11.3003
47 3.72 0.679698 11.7996
48 3.8 0.658822 12.3046
49 3.88 0.67281 12.8424
50 3.96 0.715816 13.4383
51 4.04 0.734939 14.0751
52 4.12 0.753922 14.7544
53 4.2 0.7761 15.4812
54 4.28 0.790815 16.2502
55 4.36 0.821334 17.0791
56 4.44 0.834101 17.952
57 4.52 0.862941 18.8879
58 4.6 0.900927 19.8999
59 4.68 0.923921 20.9742
60 4.76 0.952663 22.1201
61 4.84 0.977333 23.3355
62 4.92 1.01546 24.6404
63 5 1.04149 26.0226
64 5.08 1.07077 27.4895
65 5.16 1.1136 29.0635
66 5.24 1.14829 30.7373
67 5.32 1.1897 32.5247
68 5.4 1.21009 34.3979
69 5.48 1.21311 36.3319
70 5.56 1.19276 38.2893
71 5.64 1.15976 40.2477
72 5.72 1.12273 42.1978
73 5.8 1.09495 44.1531
74 5.88 1.06382 46.1057
75 5.96 1.03063 48.0491
76 6.04 1.00649 49.9984
77 6.12 0.995092 51.9769
78 6.2 0.980994 53.9787
79 6.28 0.975744 56.0216
80 6.36 0.976991 58.1194
81 6.44 0.961591 60.2365
82 6.52 0.923015 62.3195
83 6.6 0.914229 64.4336
84 6.68 0.907316 66.5828
85 6.76 0.913297 68.7984
86 6.84 0.903496 71.0424
87 6.92 0.900939 73.3326
88 7 0.902434 75.68
89 7.08 0.905748 78.0902
90 7.16 0.910655 80.5685
91 7.24 0.925827 83.1447
92 7.32 0.938032 85.8129
93 7.4 0.956006 88.592
94 7.48 0.973698 91.484
95 7.56 0.995462 94.5043
96 7.64 1.01514 97.6498
97 7.72 1.03577 100.927
98 7.8 1.05722 104.341
99 7.88 1.07978 107.901
100 7.96 1.09967 111.599
110400 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0 0
28 2.2 0 0
29 2.28 0.000469697 0.00012963
30 2.36 0.00883055 0.00274074
31 2.44 0.0845438 0.029463
32 2.52 0.621459 0.238981
33 2.6 2.01825 0.963296
34 2.68 2.82144 2.03913
35 2.76 3.28422 3.3673
36 2.84 3.09857 4.69407
37 2.92 2.54414 5.84569
38 3 1.94819 6.77652
39 3.08 1.55568 7.55998
40 3.16 1.26479 8.23046
41 3.24 1.06307 8.82291
42 3.32 0.902645 9.35109
43 3.4 0.785019 9.83285
44 3.48 0.745195 10.3119
45 3.56 0.72042 10.7966
46 3.64 0.712824 11.298
47 3.72 0.68363 11.8003
48 3.8 0.657348 12.3042
49 3.88 0.679877 12.8475
50 3.96 0.709054 13.4378
51 4.04 0.731627 14.0717
52 4.12 0.752031 14.7494
53 4.2 0.775823 15.4759
54 4.28 0.797595 16.2515
55 4.36 0.814085 17.0731
56 4.44 0.841887 17.9541
57 4.52 0.870898 18.8987
58 4.6 0.894168 19.9031
59 4.68 0.929145 20.9834
60 4.76 0.958544 22.1364
61 4.84 0.979105 23.354
62 4.92 1.01367 24.6566
63 5 1.03509 26.0303
64 5.08 1.0659 27.4905
65 5.16 1.11217 29.0625
66 5.24 1.14911 30.7375
67 5.32 1.18773 32.522
68 5.4 1.21261 34.3991
69 5.48 1.21185 36.3311
70 5.56 1.18759 38.28
71 5.64 1.15976 40.2384
72 5.72 1.13059 42.2021
73 5.8 1.09251 44.1531
74 5.88 1.05213 46.0842
75 5.96 1.03392 48.0339
76 6.04 1.01215 49.9941
77 6.12 0.995362 51.9731
78 6.2 0.982718 53.9785
79 6.28 0.968959 56.0071
80 6.36 0.971834 58.0939
81 6.44 0.961541 60.2109
82 6.52 0.933355 62.3172
83 6.6 0.917016 64.4377
84 6.68 0.914954 66.6051
85 6.76 0.910519 68.8139
86 6.84 0.908418 71.0701
87 6.92 0.900276 73.3586
88 7 0.896903 75.6917
89 7.08 0.905045 78.1
90 7.16 0.910138 80.5769
91 7.24 0.923344 83.1462
92 7.32 0.939425 85.8184
93 7.4 0.955916 88.5972
94 7.48 0.972464 91.4855
95 7.56 0.993106 94.4986
96 7.64 1.01477 97.643
97 7.72 1.03609 100.921
98 7.8 1.06297 104.354
99 7.88 1.07795 107.907
100 7.96 1.1016 111.613
110500 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0 0
28 2.2 0 0
29 2.28 0.000402598 0.000111111
30 2.36 0.00839215 0.00259259
31 2.44 0.086653 0.0299815
32 2.52 0.622888 0.239981
33 2.6 2.02717 0.9675
34 2.68 2.80605 2.03746
35 2.76 3.27217 3.36076
36 2.84 3.12529 4.69898
37 2.92 2.53162 5.84493
38 3 1.95559 6.7793
39 3.08 1.55094 7.56037
40 3.16 1.25962 8.22811
41 3.24 1.06703 8.82276
42 3.32 0.904037 9.35176
43 3.4 0.782364 9.83189
44 3.48 0.745857 10.3114
45 3.56 0.71976 10.7957
46 3.64 0.708322 11.2939
47 3.72 0.682395 11.7952
48 3.8 0.660996 12.3019
49 3.88 0.679923 12.8453
50 3.96 0.716217 13.4415
51 4.04 0.732439 14.0762
52 4.12 0.751559 14.7534
53 4.2 0.776694 15.4807
54 4.28 0.791748 16.2507
55 4.36 0.818489 17.0767
56 4.44 0.843178 17.9591
57 4.52 0.871461 18.9042
58 4.6 0.897614 19.9125
59 4.68 0.923873 20.9867
60 4.76 0.949214 22.1285
61 4.84 0.985374 23.3539
62 4.92 1.00286 24.6426
63 5 1.03799 26.0201
64 5.08 1.07562 27.4937
65 5.16 1.11216 29.0657
66 5.24 1.14488 30.7345
67 5.32 1.18812 32.5196
68 5.4 1.20503 34.3849
69 5.48 1.20621 36.3079
70 5.56 1.19623 38.271
71 5.64 1.16663 40.241
72 5.72 1.13427 42.2111
73 5.8 1.09531 44.1671
74 5.88 1.05434 46.1023
75 5.96 1.02741 48.0396
76 6.04 1.0098 49.9953
77 6.12 0.99037 51.9644
78 6.2 0.980958 53.9662
79 6.28 0.976947 56.0115
80 6.36 0.97267 58.1001
81 6.44 0.960994 60.2159
82 6.52 0.93562 62.3273
83 6.6 0.914325 64.4416
84 6.68 0.911217 66.6001
85 6.76 0.910496 68.8089
86 6.84 0.904421 71.0551
87 6.92 0.903154 73.351
88 7 0.904015 75.7026
89 7.08 0.902317 78.1036
90 7.16 0.911016 80.5829
91 7.24 0.923684 83.1532
92 7.32 0.939477 85.8255
93 7.4 0.953394 88.5969
94 7.48 0.971903 91.4836
95 7.56 0.99523 94.5032
96 7.64 1.01205 97.6391
97 7.72 1.0338 100.91
98 7.8 1.06031 104.334
99 7.88 1.08253 107.903
100 7.96 1.10169 111.608
110600 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0 0
28 2.2 0.000216203 5.55556e-05
29 2.28 0.000536797 0.000203704
30 2.36 0.0103962 0.00327778
31 2.44 0.0855984 0.0303333
32 2.52 0.619976 0.239352
33 2.6 2.02057 0.9645
34 2.68 2.8145 2.03769
35 2.76 3.28738 3.36713
36 2.84 3.10129 4.69507
37 2.92 2.53743 5.84365
38 3 1.93997 6.77056
39 3.08 1.55785 7.55511
40 3.16 1.2781 8.23265
41 3.24 1.06025 8.82352
42 3.32 0.900366 9.35037
43 3.4 0.784566 9.83185
44 3.48 0.750639 10.3144
45 3.56 0.730274 10.8058
46 3.64 0.706505 11.3027
47 3.72 0.678639 11.8013
48 3.8 0.650632 12.3
49 3.88 0.681035 12.8443
50 3.96 0.716951 13.4412
51 4.04 0.733465 14.0767
52 4.12 0.75458 14.7566
53 4.2 0.77438 15.4818
54 4.28 0.788797 16.2489
55 4.36 0.820563 17.077
56 4.44 0.839445 17.9555
57 4.52 0.866168 18.8949
58 4.6 0.900021 19.9059
59 4.68 0.922344 20.9783
60 4.76 0.962455 22.136
61 4.84 0.979701 23.3543
62 4.92 1.00001 24.6393
63 5 1.03728 26.016
64 5.08 1.07735 27.4919
65 5.16 1.10871 29.059
66 5.24 1.14721 30.7312
67 5.32 1.19283 32.5234
68 5.4 1.20364 34.3866
69 5.48 1.2101 36.3157
70 5.56 1.20175 38.2879
71 5.64 1.16505 40.2552
72 5.72 1.12839 42.2151
73 5.8 1.08948 44.1607
74 5.88 1.06101 46.1081
75 5.96 1.02875 48.048
76 6.04 1.00811 50.0004
77 6.12 0.998305 51.9853
78 6.2 0.975377 53.9757
79 6.28 0.973382 56.0136
80 6.36 0.968746 58.0938
81 6.44 0.961154 60.2099
82 6.52 0.932969 62.3153
83 6.6 0.913684 64.4281
84 6.68 0.913054 66.591
85 6.76 0.909389 68.7971
86 6.84 0.909051 71.0548
87 6.92 0.904371 73.3538
88 7 0.901459 75.6987
89 7.08 0.90494 78.1067
90 7.16 0.910444 80.5845
91 7.24 0.925787 83.1606
92 7.32 0.937296 85.8267
93 7.4 0.950623 88.5901
94 7.48 0.971292 91.475
95 7.56 0.993801 94.4902
96 7.64 1.01581 97.6378
97 7.72 1.035 100.912
98 7.8 1.06252 104.344
99 7.88 1.07978 107.903
100 7.96 1.102 111.61
110700 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0 0
28 2.2 0 0
29 2.28 0.000805195 0.000222222
30 2.36 0.00870529 0.0027963
31 2.44 0.0800911 0.0281111
32 2.52 0.617285 0.236222
33 2.6 2.02036 0.961296
34 2.68 2.81168 2.03341
35 2.76 3.28774 3.363
36 2.84 3.10458 4.69235
37 2.92 2.54672 5.84513
38 3 1.97021 6.78648
39 3.08 1.53443 7.55924
40 3.16 1.27062 8.23281
41 3.24 1.06198 8.82465
42 3.32 0.903151 9.35313
43 3.4 0.791658 9.83896
44 3.48 0.740125 10.3148
45 3.56 0.713071 10.7946
46 3.64 0.715773 11.298
47 3.72 0.684109 11.8006
48 3.8 0.660126 12.3066
49 3.88 0.671141 12.843
50 3.96 0.712724 13.4363
51 4.04 0.738402 14.0761
52 4.12 0.753018 14.7547
53 4.2 0.770642 15.4764
54 4.28 0.791406 16.246
55 4.36 0.81515 17.0686
56 4.44 0.83833 17.9459
57 4.52 0.873459 18.8932
58 4.6 0.896509 19.9003
59 4.68 0.926883 20.978
60 4.76 0.962162 22.1353
61 4.84 0.987489 23.3633
62 4.92 1.00501 24.6548
63 5 1.03185 26.0242
64 5.08 1.0704 27.4906
65 5.16 1.10854 29.0575
66 5.24 1.14474 30.7261
67 5.32 1.18561 32.5074
68 5.4 1.21436 34.3872
69 5.48 1.21926 36.331
70 5.56 1.19314 38.289
71 5.64 1.1624 40.2519
72 5.72 1.12831 42.2116
73 5.8 1.09289 44.1633
74 5.88 1.05946 46.1078
75 5.96 1.0317 48.0533
76 6.04 1.01182 50.0128
77 6.12 0.988814 51.9789
78 6.2 0.977646 53.9739
79 6.28 0.972524 56.01
80 6.36 0.968436 58.0895
81 6.44 0.961137 60.2056
82 6.52 0.928423 62.3008
83 6.6 0.917504 64.4224
84 6.68 0.913508 66.5863
85 6.76 0.913083 68.8014
86 6.84 0.91219 71.0669
87 6.92 0.898222 73.3503
88 7 0.901309 75.6948
89 7.08 0.908594 78.1125
90 7.16 0.912914 80.597
91 7.24 0.92393 83.1679
92 7.32 0.935154 85.8279
93 7.4 0.952782 88.5976
94 7.48 0.970001 91.4787
95 7.56 0.995242 94.4983
96 7.64 1.01112 97.6313
97 7.72 1.03302 100.9
98 7.8 1.05971 104.322
99 7.88 1.08308 107.892
100 7.96 1.10157 111.598
110800 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0 0
28 2.2 0 0
29 2.28 0.000872295 0.000240741
30 2.36 0.00814164 0.00264815
31 2.44 0.0817316 0.0284815
32 2.52 0.615472 0.235981
33 2.6 2.01015 0.957389
34 2.68 2.82261 2.03367
35 2.76 3.28138 3.36069
36 2.84 3.11894 4.69619
37 2.92 2.53248 5.84252
38 3 1.95319 6.77574
39 3.08 1.54976 7.55622
40 3.16 1.27401 8.23159
41 3.24 1.0755 8.83096
42 3.32 0.90736 9.36191
43 3.4 0.785049 9.84369
44 3.48 0.741249 10.3202
45 3.56 0.711558 10.799
46 3.64 0.711323 11.2993
47 3.72 0.681235 11.7998
48 3.8 0.656527 12.3031
49 3.88 0.674385 12.842
50 3.96 0.721378 13.4426
51 4.04 0.733849 14.0784
52 4.12 0.75347 14.7574
53 4.2 0.76823 15.4768
54 4.28 0.79371 16.2486
55 4.36 0.816159 17.0723
56 4.44 0.846523 17.9582
57 4.52 0.865912 18.8973
58 4.6 0.894267 19.9019
59 4.68 0.926453 20.9791
60 4.76 0.960684 22.1346
61 4.84 0.972761 23.3443
62 4.92 1.0056 24.6365
63 5 1.03475 26.0098
64 5.08 1.0706 27.4765
65 5.16 1.1101 29.0455
66 5.24 1.15994 30.7363
67 5.32 1.18944 32.5234
68 5.4 1.20558 34.3896
69 5.48 1.20712 36.314
70 5.56 1.20061 38.2843
71 5.64 1.16571 40.2527
72 5.72 1.12701 42.2102
73 5.8 1.09227 44.1608
74 5.88 1.06516 46.1158
75 5.96 1.03476 48.0671
76 6.04 1.00253 50.0086
77 6.12 0.989122 51.9753
78 6.2 0.980314 53.9757
79 6.28 0.974806 56.0166
80 6.36 0.969634 58.0987
81 6.44 0.96223 60.2172
82 6.52 0.932107 62.3207
83 6.6 0.910986 64.4272
84 6.68 0.913914 66.5921
85 6.76 0.909915 68.7995
86 6.84 0.90627 71.0503
87 6.92 0.904407 73.3494
88 7 0.903011 75.6983
89 7.08 0.902713 78.1004
90 7.16 0.913418 80.5863
91 7.24 0.925294 83.161
92 7.32 0.940141 85.8352
93 7.4 0.952158 88.6031
94 7.48 0.968274 91.479
95 7.56 0.987503 94.4751
96 7.64 1.0142 97.6177
97 7.72 1.03615 100.896
98 7.8 1.05759 104.312
99 7.88 1.08285 107.881
100 7.96 1.10231 111.589
110900 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0 0
28 2.2 0 0
29 2.28 0.000469697 0.00012963
30 2.36 0.00789113 0.00246296
31 2.44 0.0838408 0.028963
32 2.52 0.628161 0.240741
33 2.6 2.00726 0.961111
34 2.68 2.79594 2.02722
35 2.76 3.29809 3.361
36 2.84 3.10735 4.69154
37 2.92 2.5351 5.83906
38 3 1.9566 6.77391
39 3.08 1.56083 7.55996
40 3.16 1.27656 8.23669
41 3.24 1.06231 8.8287
42 3.32 0.903943 9.35765
43 3.4 0.786045 9.84004
44 3.48 0.741767 10.3169
45 3.56 0.72254 10.8031
46 3.64 0.714035 11.3053
47 3.72 0.677253 11.8028
48 3.8 0.654184 12.3043
49 3.88 0.678927 12.8469
50 3.96 0.712302 13.4399
51 4.04 0.733507 14.0754
52 4.12 0.758258 14.7587
53 4.2 0.766213 15.4762
54 4.28 0.797385 16.2517
55 4.36 0.812746 17.0719
56 4.44 0.838666 17.9495
57 4.52 0.862805 18.8853
58 4.6 0.895421 19.8911
59 4.68 0.931725 20.9745
60 4.76 0.956835 22.1254
61 4.84 0.984853 23.3501
62 4.92 1.00939 24.6472
63 5 1.03616 26.0224
64 5.08 1.07125 27.4899
65 5.16 1.10569 29.0528
66 5.24 1.14764 30.7256
67 5.32 1.18624 32.5079
68 5.4 1.21091 34.3823
69 5.48 1.21566 36.3203
70 5.56 1.1992 38.2883
71 5.64 1.16578 40.2569
72 5.72 1.12411 42.2094
73 5.8 1.0942 44.1634
74 5.88 1.05762 46.1046
