# Time-averaged data for fix rdf3_out
# TimeStep Number-of-rows
# Row c_rdf3[1] c_rdf3[2] c_rdf3[3]
370000 100
76 6.04 1.03959 45.4789
77 6.12 1.03411 47.3761
78 6.2 1.01816 49.2933
79 6.28 1.0078 51.2402
80 6.36 0.999956 53.2215
81 6.44 0.985285 55.2232
82 6.52 0.970842 57.2448
83 6.6 0.961708 59.2969
84 6.68 0.955316 61.385
85 6.76 0.948243 63.5076
86 6.84 0.947362 65.6788
87 6.92 0.946001 67.8978
88 7 0.948743 70.175
89 7.08 0.948752 72.5046
90 7.16 0.954889 74.9025
91 7.24 0.958619 77.3639
92 7.32 0.9645 79.8954
93 7.4 0.973811 82.5075
94 7.48 0.983816 85.2039
95 7.56 0.993406 87.985
96 7.64 0.996753 90.8349
97 7.72 1.00957 93.7822
98 7.8 1.02182 96.8275
99 7.88 1.02414 99.9425
100 7.96 1.03153 103.144
374600 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.0108498 0.00238889
28 2.2 0.064512 0.0176852
29 2.28 0.185575 0.0649444
30 2.36 0.3999 0.174056
31 2.44 0.763583 0.396759
32 2.52 1.38401 0.827315
33 2.6 1.93469 1.468
34 2.68 2.08929 2.20311
35 2.76 2.14928 3.00515
36 2.84 2.05466 3.81696
37 2.92 1.87721 4.60104
38 3 1.68031 5.34185
39 3.08 1.5186 6.04756
40 3.16 1.36682 6.71615
41 3.24 1.23091 7.34913
42 3.32 1.12666 7.95746
43 3.4 1.04457 8.54898
44 3.48 0.971439 9.12528
45 3.56 0.920397 9.69669
46 3.64 0.903668 10.2832
47 3.72 0.845961 10.8567
48 3.8 0.812891 11.4317
49 3.88 0.802417 12.0234
50 3.96 0.801616 12.6392
51 4.04 0.799114 13.2781
52 4.12 0.802702 13.9455
53 4.2 0.807841 14.6436
54 4.28 0.813689 15.3737
55 4.36 0.828968 16.1457
56 4.44 0.851009 16.9675
57 4.52 0.868485 17.8366
58 4.6 0.893192 18.7624
59 4.68 0.915804 19.745
60 4.76 0.942126 20.7906
61 4.84 0.960154 21.8924
62 4.92 0.992607 23.0694
63 5 1.01846 24.3166
64 5.08 1.04146 25.6332
65 5.16 1.06741 27.0253
66 5.24 1.07393 28.4698
67 5.32 1.08854 29.9789
68 5.4 1.09658 31.5453
69 5.48 1.09739 33.1596
70 5.56 1.09224 34.8135
71 5.64 1.09153 36.5143
72 5.72 1.07824 38.2424
73 5.8 1.07508 40.014
74 5.88 1.05938 41.8081
75 5.96 1.05091 43.6367
76 6.04 1.04376 45.502
77 6.12 1.02332 47.3794
78 6.2 1.01723 49.2949
79 6.28 1.00761 51.2414
80 6.36 0.998508 53.2199
81 6.44 0.98297 55.2168
82 6.52 0.972843 57.2426
83 6.6 0.958454 59.2877
84 6.68 0.960229 61.3866
85 6.76 0.950021 63.5132
86 6.84 0.951136 65.693
87 6.92 0.947919 67.9165
88 7 0.94595 70.187
89 7.08 0.949371 72.5181
90 7.16 0.951342 74.9071
91 7.24 0.959543 77.3709
92 7.32 0.96723 79.9096
93 7.4 0.970055 82.5116
94 7.48 0.985444 85.2124
95 7.56 0.992956 87.9923
96 7.64 0.995918 90.8398
97 7.72 1.00697 93.7796
98 7.8 1.01442 96.8027
99 7.88 1.02194 99.9111
100 7.96 1.03161 103.113
374700 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.00908352 0.002
28 2.2 0.06912 0.0183889
29 2.28 0.182158 0.0647778
30 2.36 0.395895 0.172796
31 2.44 0.769742 0.397296
32 2.52 1.37943 0.826426
33 2.6 1.95186 1.4728
34 2.68 2.09292 2.20919
35 2.76 2.15474 3.01326
36 2.84 2.05072 3.82352
37 2.92 1.86067 4.60069
38 3 1.65998 5.33254
39 3.08 1.51282 6.03556
40 3.16 1.36266 6.70211
41 3.24 1.24269 7.34115
42 3.32 1.12858 7.95052
43 3.4 1.04686 8.54333
44 3.48 0.975529 9.12206
45 3.56 0.923946 9.69567
46 3.64 0.897791 10.2784
47 3.72 0.848802 10.8538
48 3.8 0.820614 11.4342
49 3.88 0.80759 12.0298
50 3.96 0.801037 12.6451
51 4.04 0.801407 13.2859
52 4.12 0.800921 13.9518
53 4.2 0.805076 14.6475
54 4.28 0.814308 15.3782
55 4.36 0.830062 16.1511
56 4.44 0.846061 16.9681
57 4.52 0.867264 17.8361
58 4.6 0.888905 18.7575
59 4.68 0.919808 19.7443
60 4.76 0.937704 20.7851
61 4.84 0.969417 21.8975
62 4.92 0.991295 23.0729
63 5 1.01399 24.3146
64 5.08 1.04162 25.6314
65 5.16 1.06541 27.0209
66 5.24 1.07684 28.4693
67 5.32 1.0845 29.9728
68 5.4 1.09698 31.5398
69 5.48 1.09664 33.1529
70 5.56 1.09036 34.8041
71 5.64 1.09557 36.5112
72 5.72 1.08256 38.2462
73 5.8 1.07126 40.0114
74 5.88 1.06427 41.8139
75 5.96 1.05151 43.6435
76 6.04 1.03955 45.5012
77 6.12 1.03169 47.3941
78 6.2 1.00995 49.2958
79 6.28 1.00433 51.236
80 6.36 1.00389 53.2251
81 6.44 0.985987 55.2282
82 6.52 0.966929 57.2417
83 6.6 0.961908 59.2942
84 6.68 0.956739 61.3854
85 6.76 0.951494 63.5153
86 6.84 0.952097 65.6973
87 6.92 0.947169 67.9191
88 7 0.948164 70.1949
89 7.08 0.944069 72.5129
90 7.16 0.949137 74.8964
91 7.24 0.959939 77.3612
92 7.32 0.966038 79.8968
93 7.4 0.97234 82.5049
94 7.48 0.981059 85.1937
95 7.56 0.99166 87.97
96 7.64 1.00138 90.8331
97 7.72 1.01003 93.7818
98 7.8 1.01449 96.8052
99 7.88 1.02762 99.9308
100 7.96 1.03047 103.129
374800 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 9.08318e-05 1.85185e-05
27 2.12 0.0109339 0.00242593
28 2.2 0.0617785 0.0170741
29 2.28 0.187466 0.0648148
30 2.36 0.400239 0.174019
31 2.44 0.763583 0.396722
32 2.52 1.39312 0.830111
33 2.6 1.94235 1.47333
34 2.68 2.10918 2.21544
35 2.76 2.13504 3.01217
36 2.84 2.05751 3.82511
37 2.92 1.86559 4.60433
38 3 1.66149 5.33685
39 3.08 1.49983 6.03383
40 3.16 1.36436 6.70122
41 3.24 1.23476 7.33619
42 3.32 1.13146 7.94711
43 3.4 1.04565 8.53924
44 3.48 0.97812 9.1195
45 3.56 0.928063 9.69567
46 3.64 0.893625 10.2757
47 3.72 0.849321 10.8514
48 3.8 0.821347 11.4324
49 3.88 0.799605 12.0221
50 3.96 0.810753 12.6449
51 4.04 0.805738 13.2891
52 4.12 0.800498 13.9547
53 4.2 0.809341 14.654
54 4.28 0.812884 15.3834
55 4.36 0.826502 16.1531
56 4.44 0.844374 16.9685
57 4.52 0.862305 17.8314
58 4.6 0.891388 18.7554
59 4.68 0.92143 19.744
60 4.76 0.938856 20.786
61 4.84 0.964737 21.893
62 4.92 0.998667 23.0772
63 5 1.01805 24.3239
64 5.08 1.0412 25.6401
65 5.16 1.06431 27.0283
66 5.24 1.07431 28.4732
67 5.32 1.09102 29.9858
68 5.4 1.09214 31.5458
69 5.48 1.09291 33.1535
70 5.56 1.08954 34.8034
71 5.64 1.08563 36.495
72 5.72 1.08279 38.2304
73 5.8 1.07293 39.9984
74 5.88 1.0616 41.7963
75 5.96 1.05222 43.6272
76 6.04 1.04178 45.4889
77 6.12 1.03601 47.3897
78 6.2 1.02147 49.3131
79 6.28 1.00601 51.2565
80 6.36 0.997078 53.2321
81 6.44 0.986652 55.2366
82 6.52 0.962633 57.2411
83 6.6 0.95953 59.2885
84 6.68 0.959552 61.3859
85 6.76 0.952495 63.5181
86 6.84 0.949916 65.695
87 6.92 0.952293 67.9288
88 7 0.945587 70.1984
89 7.08 0.945932 72.5211
90 7.16 0.947522 74.9005
91 7.24 0.96022 77.366
92 7.32 0.964909 79.8986
93 7.4 0.974059 82.5114
94 7.48 0.980572 85.1989
95 7.56 0.991958 87.976
96 7.64 0.997427 90.8278
97 7.72 1.01027 93.7771
98 7.8 1.0203 96.8179
99 7.88 1.02422 99.9332
100 7.96 1.0288 103.126
374900 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.0101769 0.00224074
28 2.2 0.0634186 0.0172778
29 2.28 0.18543 0.0645
30 2.36 0.401868 0.174148
31 2.44 0.775266 0.400259
32 2.52 1.37056 0.82663
33 2.6 1.92535 1.46422
34 2.68 2.09987 2.20306
35 2.76 2.14884 3.00493
36 2.84 2.04898 3.8145
37 2.92 1.8784 4.59907
38 3 1.68174 5.34052
39 3.08 1.50896 6.04174
40 3.16 1.37576 6.7147
41 3.24 1.23332 7.34893
42 3.32 1.12998 7.95906
43 3.4 1.0361 8.54578
44 3.48 0.974374 9.12381
45 3.56 0.935699 9.70472
46 3.64 0.891713 10.2835
47 3.72 0.840361 10.8531
48 3.8 0.820116 11.4333
49 3.88 0.808996 12.0299
50 3.96 0.794504 12.6402
51 4.04 0.798627 13.2787
52 4.12 0.805664 13.9486
53 4.2 0.805976 14.645
54 4.28 0.813998 15.3755
55 4.36 0.827179 16.1457
56 4.44 0.849149 16.9657
57 4.52 0.867837 17.8342
58 4.6 0.881937 18.7484
59 4.68 0.918548 19.7339
60 4.76 0.937471 20.7744
61 4.84 0.973097 21.891
62 4.92 0.992451 23.0678
63 5 1.01909 24.3158
64 5.08 1.04278 25.634
65 5.16 1.06721 27.0259
66 5.24 1.08028 28.4789
67 5.32 1.0883 29.9877
68 5.4 1.09024 31.545
69 5.48 1.09323 33.1531
70 5.56 1.09293 34.8082
71 5.64 1.09692 36.5174
72 5.72 1.07848 38.2459
73 5.8 1.07974 40.0251
74 5.88 1.06264 41.8248
75 5.96 1.04827 43.6488
76 6.04 1.03965 45.5067
77 6.12 1.02561 47.3884
78 6.2 1.01437 49.2984
79 6.28 1.00796 51.2456
80 6.36 0.994657 53.2164
81 6.44 0.990025 55.2277
82 6.52 0.972834 57.2535
83 6.6 0.957933 59.2975
84 6.68 0.955748 61.3866
85 6.76 0.949674 63.5124
86 6.84 0.947516 65.6839
87 6.92 0.947287 67.9059
88 7 0.949437 70.1848
89 7.08 0.94689 72.5098
90 7.16 0.95244 74.9016
91 7.24 0.960004 77.3665
92 7.32 0.963837 79.8963
93 7.4 0.971394 82.5019
94 7.48 0.98516 85.2019
95 7.56 0.987083 87.9654
96 7.64 0.999551 90.8233
97 7.72 1.0086 93.7678
98 7.8 1.01691 96.7984
99 7.88 1.02737 99.9233
100 7.96 1.03848 103.146
375000 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 9.08318e-05 1.85185e-05
27 2.12 0.00941995 0.00209259
28 2.2 0.0647463 0.0174444
29 2.28 0.184703 0.0644815
30 2.36 0.3999 0.173593
31 2.44 0.772536 0.398907
32 2.52 1.36782 0.824426
33 2.6 1.93301 1.46456
34 2.68 2.09634 2.20215
35 2.76 2.14223 3.00156
36 2.84 2.05156 3.81215
37 2.92 1.87778 4.59646
38 3 1.68799 5.34067
39 3.08 1.52319 6.0485
40 3.16 1.36198 6.71472
41 3.24 1.2393 7.35202
42 3.32 1.13029 7.96231
43 3.4 1.03581 8.54887
44 3.48 0.975497 9.12757
45 3.56 0.926959 9.70306
46 3.64 0.896221 10.2847
47 3.72 0.842246 10.8557
48 3.8 0.81132 11.4296
49 3.88 0.812085 12.0284
50 3.96 0.800603 12.6434
51 4.04 0.798164 13.2816
52 4.12 0.801232 13.9478
53 4.2 0.802955 14.6416
54 4.28 0.818704 15.3763
55 4.36 0.829446 16.1487
56 4.44 0.844853 16.9645
57 4.52 0.861602 17.8268
58 4.6 0.885331 18.7445
59 4.68 0.915165 19.7263
60 4.76 0.940224 20.7699
61 4.84 0.971031 21.8841
62 4.92 1.00037 23.0703
63 5 1.02331 24.3235
64 5.08 1.04107 25.6395
65 5.16 1.05956 27.0214
66 5.24 1.07733 28.4705
67 5.32 1.08708 29.9776
68 5.4 1.09708 31.5446
69 5.48 1.09821 33.1601
70 5.56 1.09822 34.8231
71 5.64 1.08579 36.515
72 5.72 1.08154 38.2484
73 5.8 1.07286 40.0163
74 5.88 1.06318 41.8169
75 5.96 1.0538 43.6505
76 6.04 1.03797 45.5054
77 6.12 1.02697 47.3896
78 6.2 1.01908 49.3085
79 6.28 1.00464 51.2493
80 6.36 0.995807 53.2224
81 6.44 0.984118 55.2217
82 6.52 0.970682 57.243
83 6.6 0.95881 59.2889
84 6.68 0.952748 61.3714
85 6.76 0.953016 63.5047
86 6.84 0.950215 65.6824
87 6.92 0.948772 67.9079
88 7 0.950371 70.189
89 7.08 0.948805 72.5187
90 7.16 0.949586 74.9033
91 7.24 0.952164 77.3481
92 7.32 0.9645 79.8796
93 7.4 0.97622 82.4982
94 7.48 0.986904 85.203
95 7.56 0.994603 87.9875
96 7.64 1.00155 90.8512
97 7.72 1.00731 93.7919
98 7.8 1.01805 96.8259
99 7.88 1.0239 99.9402
100 7.96 1.02958 103.136
375100 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 9.08318e-05 1.85185e-05
27 2.12 0.00992459 0.0022037
28 2.2 0.0634186 0.0172407
29 2.28 0.183976 0.0640926
30 2.36 0.401461 0.17363
31 2.44 0.764726 0.396667
32 2.52 1.35556 0.81837
33 2.6 1.94682 1.46307
34 2.68 2.09024 2.19852
35 2.76 2.14869 3.00033
36 2.84 2.06937 3.81796
37 2.92 1.88842 4.60672
38 3 1.67745 5.34628
39 3.08 1.50573 6.046
40 3.16 1.35834 6.71044
41 3.24 1.23397 7.345
42 3.32 1.13077 7.95556
43 3.4 1.03872 8.54376
44 3.48 0.97428 9.12174
45 3.56 0.941575 9.7063
46 3.64 0.884095 10.2801
47 3.72 0.850687 10.8568
48 3.8 0.815744 11.4338
49 3.88 0.801664 12.025
50 3.96 0.799832 12.6394
51 4.04 0.798465 13.2778
52 4.12 0.803281 13.9457
53 4.2 0.809791 14.6454
54 4.28 0.811976 15.3741
55 4.36 0.832111 16.1489
56 4.44 0.850913 16.9706
57 4.52 0.871279 17.8426
58 4.6 0.887243 18.7622
59 4.68 0.915061 19.744
60 4.76 0.937037 20.784
61 4.84 0.967997 21.8948
62 4.92 0.993622 23.0729
63 5 1.01457 24.3154
64 5.08 1.04946 25.6421
65 5.16 1.05733 27.0211
66 5.24 1.08203 28.4764
67 5.32 1.08351 29.9786
68 5.4 1.09556 31.5435
69 5.48 1.09824 33.159
70 5.56 1.09189 34.8124
71 5.64 1.09092 36.5123
72 5.72 1.07795 38.2399
73 5.8 1.06705 39.9983
74 5.88 1.06749 41.8062
75 5.96 1.05255 43.6376
76 6.04 1.03672 45.4903
77 6.12 1.02343 47.3679
78 6.2 1.01672 49.2824
79 6.28 1.00939 51.2324
80 6.36 1.00187 53.2175
81 6.44 0.993726 55.2363
82 6.52 0.971153 57.2586
83 6.6 0.965788 59.3193
84 6.68 0.950724 61.3974
85 6.76 0.953124 63.531
86 6.84 0.946861 65.7009
87 6.92 0.947177 67.9227
88 7 0.945071 70.1911
89 7.08 0.948157 72.5192
90 7.16 0.952684 74.9116
91 7.24 0.955893 77.366
92 7.32 0.962842 79.8932
93 7.4 0.970628 82.4968
94 7.48 0.982856 85.1905
95 7.56 0.989636 87.9611
96 7.64 1.00373 90.8309
97 7.72 1.01091 93.7822
98 7.8 1.01832 96.817
99 7.88 1.02743 99.9421
100 7.96 1.02987 103.138
375200 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.00950405 0.00209259
28 2.2 0.0663865 0.0178333
29 2.28 0.177504 0.063037
30 2.36 0.391348 0.169815
31 2.44 0.768726 0.394019
32 2.52 1.37216 0.820889
33 2.6 1.94291 1.4643
34 2.68 2.0985 2.20265
35 2.76 2.15816 3.008
36 2.84 2.06984 3.82581
37 2.92 1.89064 4.6155
38 3 1.67266 5.35294
39 3.08 1.50143 6.05067
40 3.16 1.35815 6.71502
41 3.24 1.23746 7.35137
42 3.32 1.11839 7.95524
43 3.4 1.02986 8.53843
44 3.48 0.976933 9.11798
45 3.56 0.93385 9.69774
46 3.64 0.880728 10.2694
47 3.72 0.855959 10.8496
48 3.8 0.815875 11.4267
49 3.88 0.802116 12.0182
50 3.96 0.808655 12.6394
51 4.04 0.808842 13.2861
52 4.12 0.795175 13.9473
53 4.2 0.810305 14.6475
54 4.28 0.809231 15.3736
55 4.36 0.829267 16.1458
56 4.44 0.849359 16.966
57 4.52 0.867486 17.8342
58 4.6 0.89355 18.7604
59 4.68 0.914302 19.7413
60 4.76 0.938405 20.7829
61 4.84 0.975518 21.9023
62 4.92 0.989281 23.0753
63 5 1.01641 24.32
64 5.08 1.04281 25.6383
65 5.16 1.06319 27.0249
66 5.24 1.08071 28.4785
67 5.32 1.0876 29.9863
68 5.4 1.09031 31.5437
69 5.48 1.09907 33.1605
70 5.56 1.09358 34.8165
71 5.64 1.08021 36.4996
72 5.72 1.08429 38.2374
73 5.8 1.07857 40.0147
74 5.88 1.05809 41.8067
75 5.96 1.0542 43.6411
76 6.04 1.04295 45.5048
77 6.12 1.02735 47.3897
78 6.2 1.01275 49.2967
79 6.28 1.00752 51.2431
80 6.36 0.997994 53.2205
81 6.44 0.986169 55.2239
82 6.52 0.972905 57.2499
83 6.6 0.960867 59.3001
84 6.68 0.955197 61.388
85 6.76 0.952156 63.5194
86 6.84 0.954392 65.7066
87 6.92 0.940869 67.9136
88 7 0.94838 70.1899
89 7.08 0.947599 72.5167
90 7.16 0.956555 74.9188
91 7.24 0.956715 77.3753
92 7.32 0.965156 79.9085
93 7.4 0.970939 82.5129
94 7.48 0.978971 85.196
95 7.56 0.988452 87.9633
96 7.64 0.995911 90.8108
97 7.72 1.00876 93.7558
98 7.8 1.02321 96.8051
99 7.88 1.02646 99.9273
100 7.96 1.03186 103.13
375300 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.0106815 0.00235185
28 2.2 0.0608412 0.0167778
29 2.28 0.183176 0.0634259
30 2.36 0.405397 0.174037
31 2.44 0.761424 0.396111
32 2.52 1.38014 0.825463
33 2.6 1.93698 1.46691
34 2.68 2.10413 2.20724
35 2.76 2.14139 3.00633
36 2.84 2.05231 3.81722
37 2.92 1.87911 4.60209
38 3 1.68564 5.34526
39 3.08 1.51673 6.05009
40 3.16 1.36799 6.71926
41 3.24 1.2334 7.35352
42 3.32 1.11946 7.95796
43 3.4 1.0345 8.54378
44 3.48 0.969286 9.1188
45 3.56 0.928182 9.69504
46 3.64 0.897705 10.2777
47 3.72 0.839049 10.8465
48 3.8 0.828023 11.4322
49 3.88 0.804577 12.0255
50 3.96 0.800989 12.6408
51 4.04 0.8081 13.2869
52 4.12 0.801099 13.953
53 4.2 0.805119 14.6487
54 4.28 0.819983 15.3845
55 4.36 0.828451 16.1559
56 4.44 0.844354 16.9713
57 4.52 0.863045 17.835
58 4.6 0.887261 18.7547
59 4.68 0.910712 19.7318
60 4.76 0.941008 20.7762
61 4.84 0.976324 21.8965
62 4.92 0.992748 23.0737
63 5 1.0205 24.3234
64 5.08 1.04 25.6381
65 5.16 1.06464 27.0266
66 5.24 1.08273 28.4829
67 5.32 1.08844 29.9919
68 5.4 1.08766 31.5455
69 5.48 1.09168 33.1514
70 5.56 1.1018 34.8199
71 5.64 1.08611 36.5122
72 5.72 1.0851 38.2513
73 5.8 1.07478 40.0224
74 5.88 1.05711 41.8127
75 5.96 1.05138 43.6421
76 6.04 1.03551 45.4926
77 6.12 1.02654 47.376
78 6.2 1.01615 49.2894
79 6.28 1.00498 51.2309
80 6.36 1.00027 53.2128
81 6.44 0.987938 55.2199
82 6.52 0.969837 57.2394
83 6.6 0.963392 59.295
84 6.68 0.960382 61.3942
85 6.76 0.956813 63.536
86 6.84 0.946845 65.706
87 6.92 0.944816 67.9222
88 7 0.947447 70.1963
89 7.08 0.945132 72.517
90 7.16 0.952182 74.9081
91 7.24 0.960805 77.3751
92 7.32 0.964521 79.9067
93 7.4 0.974404 82.5204
94 7.48 0.979072 85.2038
95 7.56 0.986514 87.9656
96 7.64 0.996604 90.8151
97 7.72 1.00605 93.7522
98 7.8 1.02227 96.7987
99 7.88 1.02737 99.9236
100 7.96 1.03285 103.129
375400 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.00849477 0.00187037
28 2.2 0.0642777 0.0171111
29 2.28 0.182158 0.0635
30 2.36 0.4018 0.17313
31 2.44 0.762313 0.395463
32 2.52 1.35996 0.818537
33 2.6 1.9499 1.46426
34 2.68 2.12576 2.2122
35 2.76 2.15772 3.01739
36 2.84 2.03764 3.82248
37 2.92 1.8718 4.6043
38 3 1.68291 5.34626
39 3.08 1.50218 6.04433
40 3.16 1.35315 6.70624
41 3.24 1.23347 7.34054
42 3.32 1.13729 7.95461
43 3.4 1.04827 8.54822
44 3.48 0.967413 9.12213
45 3.56 0.92681 9.69752
46 3.64 0.896535 10.2794
47 3.72 0.854184 10.8584
48 3.8 0.819148 11.4379
49 3.88 0.806008 12.0323
50 3.96 0.797855 12.6451
51 4.04 0.79777 13.283
52 4.12 0.807223 13.9542
53 4.2 0.806169 14.6508
54 4.28 0.814081 15.3813
55 4.36 0.822605 16.1473
56 4.44 0.842417 16.9608
57 4.52 0.863471 17.8249
58 4.6 0.897909 18.7556
59 4.68 0.912662 19.7348
60 4.76 0.945279 20.784
61 4.84 0.962688 21.8887
62 4.92 0.99495 23.0684
63 5 1.01855 24.3158
64 5.08 1.04722 25.6396
65 5.16 1.06163 27.0242
66 5.24 1.07662 28.4723
67 5.32 1.09098 29.9848
68 5.4 1.09319 31.5463
69 5.48 1.09171 33.1522
70 5.56 1.09057 34.8037
71 5.64 1.09121 36.504
72 5.72 1.08069 38.236
73 5.8 1.07057 40.0001
74 5.88 1.06292 41.8003
75 5.96 1.04893 43.6254
76 6.04 1.04542 45.4936
77 6.12 1.02912 47.3817
78 6.2 1.024 49.3099
79 6.28 1.00292 51.2474
80 6.36 0.994124 53.2172
81 6.44 0.988986 55.2264
82 6.52 0.971491 57.2493
83 6.6 0.967567 59.3139
84 6.68 0.955078 61.4015
85 6.76 0.951188 63.5307
86 6.84 0.947758 65.7027
87 6.92 0.948322 67.9272
88 7 0.949136 70.2054
89 7.08 0.945419 72.5267
90 7.16 0.94969 74.9116
91 7.24 0.954653 77.3628
92 7.32 0.966885 79.9006
93 7.4 0.970877 82.5049
94 7.48 0.980633 85.1925
95 7.56 0.987532 87.9572
96 7.64 0.996811 90.8073
97 7.72 1.00777 93.7493
98 7.8 1.01872 96.7853
99 7.88 1.0276 99.9109
100 7.96 1.03099 103.111
375500 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0 0
26 2.04 0 0
27 2.12 0.0121955 0.00268519
28 2.2 0.0698229 0.0192407
29 2.28 0.192411 0.0682407
30 2.36 0.399153 0.177148
31 2.44 0.759139 0.398556
32 2.52 1.36413 0.822926
33 2.6 1.93648 1.4642
34 2.68 2.11324 2.20774
35 2.76 2.13484 3.00439
36 2.84 2.05409 3.81598
37 2.92 1.87304 4.59831
38 3 1.67909 5.33859
39 3.08 1.50752 6.03915
40 3.16 1.35929 6.70406
41 3.24 1.24247 7.34298
42 3.32 1.12889 7.95252
43 3.4 1.02701 8.53409
44 3.48 0.98377 9.1177
