# Step Temp Press PE KE TotEng Vol Density
370065 999.87318734103109819 -194.81868336045212686 -290117.48727289197268 13958.196099396718637 -276159.29117349523585 2216496.7288655559532 5.6413336405289111752
370066 999.71312197686597756 -183.05756845499212204 -290115.7111179534113 13955.961592291192574 -276159.74952566222055 2216496.7288655559532 5.6413336405289111752
370067 999.56407809924496632 -109.33035358825530636 -290114.12758744088933 13953.880944767499386 -276160.24664267338812 2216496.7288655559532 5.6413336405289111752
370068 999.43563714462879943 -253.40798216856214253 -290112.59986303863116 13952.087913356692297 -276160.51194968190975 2216496.7288655559532 5.6413336405289111752
370069 999.31169668258189631 -213.90018327038106349 -290111.1395193162025 13950.357708670935608 -276160.78181064524688 2216496.7288655559532 5.6413336405289111752
370070 999.18625236131185829 -87.852577523749204147 -290109.73572540038731 13948.606510160952894 -276161.12921523943078 2216496.7288655559532 5.6413336405289111752
370071 999.07482056552487393 -141.33728620792246033 -290108.44778406125261 13947.05092603589037 -276161.39685802534223 2216496.7288655559532 5.6413336405289111752
370072 998.97704657665144623 -165.7107623020553433 -290107.2701735268929 13945.686004436438452 -276161.58416909043444 2216496.7288655559532 5.6413336405289111752
370073 998.88592180190255476 -81.693028695340231593 -290106.18725354067283 13944.413905642748432 -276161.77334789792076 2216496.7288655559532 5.6413336405289111752
370074 998.80150407488156361 -122.49487944491013991 -290105.24855086603202 13943.235437009983798 -276162.01311385602457 2216496.7288655559532 5.6413336405289111752
370075 998.7271216346143774 -192.73758213663654715 -290104.38786370883463 13942.197060643115037 -276162.19080306572141 2216496.7288655559532 5.6413336405289111752
370076 998.66444812872146031 -229.76145981136619412 -290103.71115914708935 13941.322140606687753 -276162.38901854038704 2216496.7288655559532 5.6413336405289111752
370077 998.60538547904832285 -167.80582303412126066 -290103.15231458598282 13940.497628001765406 -276162.65468658419559 2216496.7288655559532 5.6413336405289111752
370078 998.55083363950870989 -109.19327597160942389 -290102.77944838046096 13939.736086154742225 -276163.04336222569691 2216496.7288655559532 5.6413336405289111752
370079 998.50562459915090585 -143.59037850632262234 -290102.37940243061166 13939.10496947037791 -276163.2744329602574 2216496.7288655559532 5.6413336405289111752
370080 998.46456789253898023 -109.13756311407604471 -290102.14207176316995 13938.531819225585423 -276163.61025253758999 2216496.7288655559532 5.6413336405289111752
370081 998.42943386252579785 -246.16768626745613346 -290102.13965997705236 13938.041349347109644 -276164.09831062995363 2216496.7288655559532 5.6413336405289111752
370082 998.41547129852801845 -140.93017677576355595 -290102.22884277754929 13937.846432422846192 -276164.38241035467945 2216496.7288655559532 5.6413336405289111752
370083 998.4123456632368061 -114.56013407339831645 -290102.49263836024329 13937.802798659202381 -276164.68983970105182 2216496.7288655559532 5.6413336405289111752
370084 998.40761139912194722 -137.28490620814235967 -290102.84342902997741 13937.736708491231184 -276165.10672053875169 2216496.7288655559532 5.6413336405289111752
370085 998.41732461442393287 -119.26222789584666373 -290103.29112685692962 13937.872304650480146 -276165.41882220644038 2216496.7288655559532 5.6413336405289111752
370086 998.43294073206368466 -280.8435433973585873 -290103.76222937798593 13938.090305128027467 -276165.67192424996756 2216496.7288655559532 5.6413336405289111752
370087 998.445715740091714 -138.83807943672212559 -290104.36782804894028 13938.268643810857611 -276166.09918423806084 2216496.7288655559532 5.6413336405289111752
370088 998.46129678876434355 -118.44574065741032598 -290105.0307196022477 13938.486154726801033 -276166.54456487542484 2216496.7288655559532 5.6413336405289111752
370089 998.48817958540030304 -126.36964317632087784 -290105.81702045165002 13938.861437664572804 -276166.95558278704993 2216496.7288655559532 5.6413336405289111752
370090 998.52211237049243664 -255.92100262283258871 -290106.70171937864507 13939.335138204312898 -276167.36658117431216 2216496.7288655559532 5.6413336405289111752
370091 998.56556282562246452 -237.83022310574324365 -290107.73517521744361 13939.941705097986414 -276167.79347011947539 2216496.7288655559532 5.6413336405289111752
370092 998.63545378513879314 -205.07369517612261234 -290108.94806069042534 13940.917380544487969 -276168.03068014595192 2216496.7288655559532 5.6413336405289111752
370093 998.71789497671193203 -100.72275188056008233 -290110.27292704564752 13942.068256808814112 -276168.20467023685342 2216496.7288655559532 5.6413336405289111752
370094 998.79995472959649305 -67.320632727091975767 -290111.67101069854107 13943.213808201862776 -276168.45720249670558 2216496.7288655559532 5.6413336405289111752
370095 998.89056003771145242 -172.42787181903156579 -290113.34150197252166 13944.478655258795698 -276168.86284671374597 2216496.7288655559532 5.6413336405289111752
370096 998.98867330853545354 -236.23834342790178198 -290115.06053622066975 13945.848313222879369 -276169.21222299779765 2216496.7288655559532 5.6413336405289111752
370097 999.09680480402039393 -107.25344957224977804 -290117.07594067492755 13947.357825266613872 -276169.71811540832277 2216496.7288655559532 5.6413336405289111752
370098 999.22149764167545527 -195.04031336998596657 -290119.26484020298813 13949.09853309058235 -276170.16630711243488 2216496.7288655559532 5.6413336405289111752
370099 999.37198418939749445 -136.45623435839610238 -290121.61851416819263 13951.199320240411907 -276170.41919392778073 2216496.7288655559532 5.6413336405289111752
370100 999.53584142772763244 -149.99451321771658741 -290124.07733094581636 13953.486761781872701 -276170.59056916396366 2216496.7288655559532 5.6413336405289111752
370101 999.69703110878981533 -218.83170115417271973 -290126.74855479394319 13955.736964313504359 -276171.0115904804552 2216496.7288655559532 5.6413336405289111752
370102 999.86074889214762607 -155.48397397016896093 -290129.35247321636416 13958.022459068239186 -276171.33001414814498 2216496.7288655559532 5.6413336405289111752
370103 1000.0255791223477217 -262.15705928698474736 -290131.96715314721223 13960.323483543512339 -276171.64366960368352 2216496.7288655559532 5.6413336405289111752
370104 1000.1863051752000047 -129.01054922458098417 -290134.45550056081265 13962.567213840911791 -276171.88828671991359 2216496.7288655559532 5.6413336405289111752
370105 1000.3354450082615585 -196.48010374892388086 -290136.84919052536134 13964.649200899330026 -276172.19998962600948 2216496.7288655559532 5.6413336405289111752
370106 1000.4769351024802972 -277.0782356160349309 -290139.21213976317085 13966.624397860536192 -276172.58774190262193 2216496.7288655559532 5.6413336405289111752
370107 1000.611405820897744 -182.97071407509525898 -290141.43125560809858 13968.501604571409189 -276172.92965103668394 2216496.7288655559532 5.6413336405289111752
370108 1000.7263364426913768 -149.00334865787107219 -290143.40389888756908 13970.106032189962207 -276173.29786669759778 2216496.7288655559532 5.6413336405289111752
370109 1000.8314632274768883 -262.20578857077862267 -290145.26997673802543 13971.573598573293566 -276173.69637816475006 2216496.7288655559532 5.6413336405289111752
370110 1000.9345527732205028 -112.31683644201841332 -290146.96962956700008 13973.012725168049656 -276173.95690439897589 2216496.7288655559532 5.6413336405289111752
370111 1001.0272593885232482 -186.72145693869276784 -290148.48418090882478 13974.306906402720415 -276174.17727450613165 2216496.7288655559532 5.6413336405289111752
370112 1001.0960457283765663 -199.7453220529504847 -290149.81422246585134 13975.267161395840958 -276174.54706106998492 2216496.7288655559532 5.6413336405289111752
370113 1001.1467672950979022 -232.82714584611028386 -290150.98202338942792 13975.975232763019449 -276175.00679062638665 2216496.7288655559532 5.6413336405289111752
370114 1001.1928319733900707 -249.31069457556355928 -290152.10626532282913 13976.618294124198655 -276175.48797119862866 2216496.7288655559532 5.6413336405289111752
370115 1001.2359323983968125 -198.99956511730241004 -290153.19645715854131 13977.219974609111887 -276175.97648254944943 2216496.7288655559532 5.6413336405289111752
370116 1001.2744321386569482 -154.97474275685934231 -290154.2596923186793 13977.75742968954728 -276176.50226262910292 2216496.7288655559532 5.6413336405289111752
370117 1001.3139039520156075 -193.71601118201283498 -290155.35237552731996 13978.308454877775148 -276177.04392064956482 2216496.7288655559532 5.6413336405289111752
370118 1001.3534861613842395 -209.26211003359796337 -290156.36110899067717 13978.86102119059251 -276177.50008780008648 2216496.7288655559532 5.6413336405289111752
370119 1001.392099154898915 -174.92829477264695015 -290157.31352813838748 13979.400057282655325 -276177.91347085573943 2216496.7288655559532 5.6413336405289111752
370120 1001.4327865713719348 -256.12997211278508303 -290158.3377336601261 13979.968052249516404 -276178.36968141060788 2216496.7288655559532 5.6413336405289111752
370121 1001.4709927889579149 -80.194422178886028973 -290159.39288771897554 13980.501409763281117 -276178.89147795567987 2216496.7288655559532 5.6413336405289111752
370122 1001.4974054884509087 -203.73352340783469572 -290160.40841197624104 13980.870130160734334 -276179.53828181553399 2216496.7288655559532 5.6413336405289111752
370123 1001.5223170491092333 -161.22148264709929322 -290161.35514717793558 13981.217894710491237 -276180.13725246745162 2216496.7288655559532 5.6413336405289111752
370124 1001.5518433445890878 -107.25567871040225043 -290162.26953206973849 13981.630080803302917 -276180.63945126644103 2216496.7288655559532 5.6413336405289111752
370125 1001.567984097133035 -182.38495281596806308 -290162.97089253709419 13981.85540516648507 -276181.11548737058183 2216496.7288655559532 5.6413336405289111752
370126 1001.5742109620875908 -116.57638814826779594 -290163.56508559302893 13981.942331992026084 -276181.62275360099738 2216496.7288655559532 5.6413336405289111752
370127 1001.5747259948823285 -204.44467527532046347 -290164.01234475662932 13981.949521832535538 -276182.06282292411197 2216496.7288655559532 5.6413336405289111752
370128 1001.5667166232378804 -151.8944745934892353 -290164.38372586737387 13981.837711273496097 -276182.54601459385594 2216496.7288655559532 5.6413336405289111752
370129 1001.5491356023575236 -225.56469765049322973 -290164.61926954583032 13981.592280812730678 -276183.02698873309419 2216496.7288655559532 5.6413336405289111752
370130 1001.5172171697663543 -331.79265781176201244 -290164.7683620036114 13981.146700566221625 -276183.62166143738432 2216496.7288655559532 5.6413336405289111752
370131 1001.4775786761553036 -116.71986638693188354 -290164.79971069900785 13980.593348527270791 -276184.20636217173887 2216496.7288655559532 5.6413336405289111752
370132 1001.4344000859310881 -144.25141998577149138 -290164.76664909138344 13979.990576858546774 -276184.77607223280938 2216496.7288655559532 5.6413336405289111752
370133 1001.3862264357890126 -236.61291453236583493 -290164.64513633132447 13979.318074321205131 -276185.32706201012479 2216496.7288655559532 5.6413336405289111752
370134 1001.333274821551754 -165.59755800036217011 -290164.42341123905499 13978.578871565636291 -276185.84453967341688 2216496.7288655559532 5.6413336405289111752
370135 1001.2617772700832575 -198.52636935425064735 -290164.01650547428289 13977.580768149462529 -276186.43573732482037 2216496.7288655559532 5.6413336405289111752
370136 1001.1669343065005933 -223.69682303832684056 -290163.39108518959256 13976.256763564586436 -276187.13432162499521 2216496.7288655559532 5.6413336405289111752
370137 1001.0600740396690753 -131.6318336546614205 -290162.62737489113351 13974.764997830139691 -276187.86237706098473 2216496.7288655559532 5.6413336405289111752
370138 1000.9501087768232992 -180.28560133472163329 -290161.60466148058185 13973.229886455661472 -276188.37477502494585 2216496.7288655559532 5.6413336405289111752
370139 1000.8366775037286516 -236.44603556588450033 -290160.5433673474472 13971.646389694566096 -276188.89697765285382 2216496.7288655559532 5.6413336405289111752
370140 1000.7077286007653356 -217.4137962421825705 -290159.29617808660259 13969.846267341901694 -276189.44991074467544 2216496.7288655559532 5.6413336405289111752
370141 1000.5750839997550656 -159.70871941676386996 -290158.12537524837535 13967.994553168675338 -276190.13082207972184 2216496.7288655559532 5.6413336405289111752
370142 1000.4461699283475582 -67.44699963786976582 -290156.92483570839977 13966.194917063357934 -276190.72991864505457 2216496.7288655559532 5.6413336405289111752
370143 1000.3165425566040767 -151.73177281201452615 -290155.75229763257084 13964.385323309317755 -276191.36697432323126 2216496.7288655559532 5.6413336405289111752
370144 1000.1880057155468648 -136.50234290221121114 -290154.60862833214924 13962.590953327015086 -276192.01767500513233 2216496.7288655559532 5.6413336405289111752
370145 1000.0525695094636376 -103.50399972469924137 -290153.56993358803447 13960.700268440768923 -276192.86966514727101 2216496.7288655559532 5.6413336405289111752
370146 999.92162397133370177 -143.83671804955599782 -290152.54455919458997 13958.872273128265078 -276193.67228606634308 2216496.7288655559532 5.6413336405289111752
370147 999.80407305448966326 -166.92608238185434288 -290151.60094897222007 13957.231266278849944 -276194.36968269338831 2216496.7288655559532 5.6413336405289111752
370148 999.67792617713553227 -114.26607292824471074 -290150.62703023437643 13955.470260109539595 -276195.15677012485685 2216496.7288655559532 5.6413336405289111752
370149 999.53818161131619036 -205.66153399024940995 -290149.63423069415148 13953.519430666139669 -276196.11480002803728 2216496.7288655559532 5.6413336405289111752
370150 999.40555369520916429 -96.726686118526430391 -290148.6592548568151 13951.6679494136024 -276196.99130544322543 2216496.7288655559532 5.6413336405289111752
370151 999.27949596691757961 -98.398585411344839713 -290147.67114944732748 13949.908187762210218 -276197.76296168513363 2216496.7288655559532 5.6413336405289111752
370152 999.15806785731001582 -96.668896413779194177 -290146.61900867091026 13948.213055432090187 -276198.40595323883463 2216496.7288655559532 5.6413336405289111752
370153 999.04042465748784707 -204.06496667254239696 -290145.67641070077661 13946.570760315400548 -276199.10565038537607 2216496.7288655559532 5.6413336405289111752
370154 998.92713488498986862 -157.01420936819857843 -290144.74283120478503 13944.989238897882387 -276199.75359230692266 2216496.7288655559532 5.6413336405289111752
370155 998.8156528718006939 -145.31009073659828346 -290143.89791465632152 13943.43295373957335 -276200.46496091672452 2216496.7288655559532 5.6413336405289111752
370156 998.70064568862528631 -154.56551507432413928 -290143.02191179135116 13941.827457326702643 -276201.19445446465397 2216496.7288655559532 5.6413336405289111752
370157 998.59126671920284934 -154.04362109604048214 -290142.15012498712167 13940.300530588714537 -276201.84959439840168 2216496.7288655559532 5.6413336405289111752
370158 998.48536876662865325 -169.00752026444004628 -290141.38762332464103 13938.822198728965304 -276202.56542459566845 2216496.7288655559532 5.6413336405289111752
370159 998.38336683955719764 -235.61006840219209835 -290140.63580641639419 13937.398255254327523 -276203.23755116207758 2216496.7288655559532 5.6413336405289111752
370160 998.28356039201753447 -239.74656600662945038 -290139.90813452238217 13936.004960600184859 -276203.90317392221186 2216496.7288655559532 5.6413336405289111752
370161 998.17961184279579356 -156.15109575310577839 -290139.27385116997175 13934.553842345736484 -276204.72000882425345 2216496.7288655559532 5.6413336405289111752
370162 998.07778089351813833 -222.91526631083195298 -290138.63907412556 13933.132285715353646 -276205.50678841018816 2216496.7288655559532 5.6413336405289111752
370163 997.97949871959508528 -206.25932424755521311 -290138.03658340114634 13931.760269869682816 -276206.27631353144534 2216496.7288655559532 5.6413336405289111752
370164 997.88588158659831606 -170.71874337585390435 -290137.31486978370231 13930.453377838597589 -276206.86149194510654 2216496.7288655559532 5.6413336405289111752
370165 997.79540475590079041 -127.28347888695940071 -290136.70037543418584 13929.190324322094966 -276207.51005111209815 2216496.7288655559532 5.6413336405289111752
370166 997.70416103698482857 -171.56627244161290946 -290136.17025470116641 13927.916565071831428 -276208.2536896293168 2216496.7288655559532 5.6413336405289111752
370167 997.61407717387908178 -146.9365529998759996 -290135.61439981177682 13926.658997369704593 -276208.9554024420795 2216496.7288655559532 5.6413336405289111752
370168 997.52819441673977963 -8.5822697192654242571 -290135.14167962915963 13925.460076965713597 -276209.68160266341874 2216496.7288655559532 5.6413336405289111752
370169 997.45119774873728602 -153.60055406927537547 -290134.80781380995177 13924.385206067498075 -276210.4226077424828 2216496.7288655559532 5.6413336405289111752
370170 997.38989861218919941 -208.17266975488459479 -290134.61089372262359 13923.529472180945959 -276211.08142154169036 2216496.7288655559532 5.6413336405289111752
370171 997.33329973463639817 -126.08810446220468293 -290134.55726838705596 13922.739353752040188 -276211.81791463500122 2216496.7288655559532 5.6413336405289111752
370172 997.28131158421035707 -124.31312771069936218 -290134.54736914410023 13922.013600918902739 -276212.53376822517021 2216496.7288655559532 5.6413336405289111752
370173 997.23656374546703773 -211.73722697880555188 -290134.65580939996289 13921.388922593578172 -276213.26688680640655 2216496.7288655559532 5.6413336405289111752
370174 997.19665583505400264 -133.67821822064277626 -290134.88361274404451 13920.83180950512542 -276214.05180323892273 2216496.7288655559532 5.6413336405289111752
370175 997.15647152907524742 -127.43077752238872336 -290135.20639161323197 13920.270837943859078 -276214.93555366934743 2216496.7288655559532 5.6413336405289111752
370176 997.1218632631004084 -197.93701061560685162 -290135.49905584217049 13919.787707713694545 -276215.71134812850505 2216496.7288655559532 5.6413336405289111752
370177 997.09494784045091365 -198.13378441765968319 -290135.83608530770289 13919.41196931786908 -276216.42411598982289 2216496.7288655559532 5.6413336405289111752
370178 997.07387481604416735 -181.34791201834059393 -290136.24907800415531 13919.117790605207119 -276217.13128739892272 2216496.7288655559532 5.6413336405289111752
370179 997.06443940694475714 -151.84965950453982941 -290136.66330957366154 13918.986072611211057 -276217.67723696242319 2216496.7288655559532 5.6413336405289111752
370180 997.04109970579213496 -199.69874547790146835 -290136.96867108304286 13918.660251167337265 -276218.30841991573106 2216496.7288655559532 5.6413336405289111752
370181 997.01644026633732665 -178.81325097655911804 -290137.34567183232866 13918.316006221108182 -276219.02966561121866 2216496.7288655559532 5.6413336405289111752
370182 997.00000457253304376 -147.16729306442695702 -290137.71109818550758 13918.086564487843134 -276219.62453369767172 2216496.7288655559532 5.6413336405289111752
370183 996.97526506590838835 -167.9763969696617778 -290138.06732660462148 13917.74120180661339 -276220.32612479798263 2216496.7288655559532 5.6413336405289111752
370184 996.94497358421688205 -144.24395591591007815 -290138.41696334455628 13917.318333739998707 -276221.09862960455939 2216496.7288655559532 5.6413336405289111752
370185 996.9182503448666921 -161.54030432973749498 -290138.72951729153283 13916.945278216575389 -276221.78423907497199 2216496.7288655559532 5.6413336405289111752
370186 996.89047397693661878 -128.50097581843729699 -290139.03604673821246 13916.557521053560777 -276222.47852568468079 2216496.7288655559532 5.6413336405289111752
370187 996.86872333851499661 -161.82113533072677569 -290139.46820630587172 13916.253882872018949 -276223.21432343387278 2216496.7288655559532 5.6413336405289111752
370188 996.86853486222935317 -119.76556421765189953 -290140.10865919745993 13916.251251749405128 -276223.85740744805662 2216496.7288655559532 5.6413336405289111752
370189 996.87694514220356723 -94.478093991574937149 -290140.89490814134479 13916.368658975257858 -276224.52624916611239 2216496.7288655559532 5.6413336405289111752
370190 996.88864831045657411 -161.82579441696648814 -290141.78634958271869 13916.532034810841651 -276225.25431477185339 2216496.7288655559532 5.6413336405289111752
370191 996.92090148862996557 -215.26954099706586021 -290142.91867426061071 13916.98228809443026 -276225.93638616619864 2216496.7288655559532 5.6413336405289111752
370192 996.96565631059718271 -94.407310009320028144 -290144.2250750445528 13917.607063905325049 -276226.61801113921683 2216496.7288655559532 5.6413336405289111752
370193 997.0111104617357114 -95.110433179078142985 -290145.64576202852186 13918.241602327952933 -276227.40415970055619 2216496.7288655559532 5.6413336405289111752
370194 997.06357180808743124 -201.94610223290834483 -290147.09312604356091 13918.973960960312979 -276228.11916508327704 2216496.7288655559532 5.6413336405289111752
